,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
TLS,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,4,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,1,0,0,0,0,0,2,4,0,1,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0
TON,0,0,0,0,1,0,0,1,1,0,0,15,1,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,3,1,1,3,1,1,0,0,0,1,0,1,1,1,0,0,1,2,3,0,0,1,1,1,1,1,0,1,1,2,1,8,0,2,0,1,0,9,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,2,1,1,1,0,1,1,1,1,1,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,2,1,2,0,3,1,1,0,2,2,1,5,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,7,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,2,3,0,0,0,0,1,0,1,2,3,0,1,2,0,0
TTO,0,0,0,1,1,0,0,1,2,1,2,20,5,0,0,9,7,0,2,1,0,0,6,1,1,0,5,0,0,5,23,0,4,1,0,40,9,4,12,1,3,0,0,0,9,0,0,6,3,1,4,0,2,22,0,1,7,1,3,4,2,0,10,4,2,1,3,0,16,0,1,0,100,1,3,0,0,0,0,0,5,5,0,1,0,3,0,0,4,1,2,50,3,19,0,4,2,7,20,0,8,2,6,2,0,0,3,4,0,0,1,1,0,2,0,3,0,0,0,1,0,1,0,0,0,0,6,0,0,1,0,0,0,4,2,0,4,0,1,10,1,0,0,9,0,9,11,3,7,2,3,4,3,1,1,0,7,0,10,0,0,0,0,1,8,1,9,3,0,4,0,0,1,0,0,0,0,2,0,0,0,1,0,7,1,1,3,0,0,0,3,1,0,0,4,1,0,2,4,0,1,6,3,1,1,87,0,0,0,3,5,0,1,0,0,0,0,27,2,0
TUN,0,5,3,2,24,0,0,167,44,6,0,116,65,9,3,126,23,0,7,25,21,22,0,13,0,18,0,0,2,117,3,5,0,9,3,248,91,53,296,10,34,9,3,0,42,0,3,5,4,0,0,22,54,299,1,0,31,5,273,11,344,0,422,25,24,46,1,0,1516,0,2,3,327,10,24,0,1,4,0,1,89,0,0,4,0,2,0,36,2,38,30,260,44,174,60,8,34,436,4,65,81,29,17,7,1,0,0,102,61,0,69,0,39,0,0,9,1,14,17,8,0,179,1,3,7,0,68,0,11,5,15,3,6,3,7,9,0,8,7,95,2,2,5,71,0,76,45,12,28,60,233,9,10,19,0,2,91,1,188,3,21,0,124,73,91,15,1744,46,18,26,0,0,2,1,1,0,1,51,0,0,1,24,34,69,2,0,3,5,0,2,3,43,4,1,0,1,2,0,213,0,118,10,18,17,17,318,10,0,1,0,7,0,68,0,1,7,40,203,6,7
TUR,0,17,3,4,85,2,0,376,319,169,0,961,733,291,4,811,25,0,0,183,343,22,0,65,0,217,0,0,5,722,6,11,1,9,0,1121,974,303,2033,19,97,4,1,0,330,0,2,16,54,0,0,326,736,2175,1,0,683,13,320,125,790,0,1640,189,66,467,9,0,1492,0,5,4,2967,240,48,0,4,10,0,0,809,6,1,12,0,6,0,371,2,513,146,1521,391,1678,349,55,430,2251,14,200,696,141,46,117,3,0,1,761,189,1,121,0,40,0,2,83,0,235,45,144,0,313,2,18,5,2,401,0,87,7,47,6,84,74,10,3,0,60,7,602,3,1,6,312,1,1132,483,36,209,107,1376,25,110,108,0,2,1042,1,731,18,140,0,261,816,1143,26,1420,47,10,255,0,0,2,1,0,6,11,458,1,0,0,275,285,861,1,0,3,24,0,3,2,398,18,14,0,1,4,213,0,0,960,21,35,276,57,4098,78,0,0,1,14,0,219,0,1,20,64,472,7,16
TUV,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TWN,0,0,1,5,15,0,0,178,169,112,0,1333,414,183,0,388,26,0,7,103,162,11,1,6,0,155,2,1,7,517,2,30,0,6,1,1129,546,280,5690,4,53,4,3,0,232,0,3,14,10,0,0,100,499,1399,0,1,308,12,91,87,405,0,883,119,72,252,4,0,1021,0,6,5,2084,167,29,0,1,7,0,0,329,3,3,7,1,10,4,124,2,341,608,2002,210,724,152,28,280,1022,4,79,2262,34,26,12,7,0,0,1438,87,0,28,1,7,0,0,103,0,119,27,103,0,139,22,6,0,2,258,0,8,3,18,25,55,28,8,0,0,7,13,814,0,0,6,110,3,541,291,48,252,33,899,18,51,323,0,2,551,2,322,2,86,0,119,353,728,15,1111,15,4,754,0,0,3,2,1,0,2,224,0,1,0,123,203,456,10,0,3,2,0,0,0,781,1,1,0,1,1,118,960,0,0,13,23,127,19,5648,37,0,1,0,9,0,909,0,2,4,65,462,2,7
TZA,0,2,8,4,2,0,0,12,14,4,0,135,16,3,21,106,30,0,22,53,6,3,0,4,0,4,1,0,3,48,3,7,4,32,4,114,203,16,158,33,73,37,14,0,18,2,3,8,2,0,0,5,18,219,3,0,81,7,13,9,30,5,74,5,104,30,8,0,73,0,2,14,597,6,99,0,9,12,2,5,10,0,0,4,1,4,0,12,7,11,26,118,28,22,11,4,18,73,4,10,48,8,281,5,8,0,1,34,6,6,7,9,5,0,0,19,13,4,3,3,0,20,1,2,23,1,22,0,4,21,3,6,2,7,47,2,0,6,87,38,25,0,8,148,1,135,93,37,36,7,43,9,20,27,0,4,26,1,23,3,6,0,9,14,21,53,38,22,25,22,0,0,3,12,1,0,2,10,8,0,0,4,5,145,17,0,8,1,0,3,5,35,1,1,3,1,6,10,21,0,13,0,183,7,3,688,3,0,0,1,5,0,29,1,0,0,8,300,70,56
UGA,0,1,6,4,5,0,0,31,32,5,0,165,39,5,20,177,34,0,39,50,13,4,1,5,0,5,1,0,3,80,5,4,4,45,2,197,172,30,107,36,69,49,23,0,36,0,3,8,4,0,0,7,26,198,2,0,71,4,11,8,50,3,78,14,133,38,4,0,128,0,5,12,793,9,105,0,5,21,11,1,25,0,0,10,1,7,1,22,9,17,31,126,39,23,15,9,26,90,5,14,59,12,360,10,9,0,0,39,8,4,15,10,12,0,0,18,9,7,8,4,0,29,0,4,16,1,39,0,3,22,2,4,1,6,55,1,0,9,121,45,32,1,14,193,1,172,83,25,37,7,43,10,42,25,0,3,38,1,44,2,8,0,9,23,30,79,43,28,37,26,0,0,2,16,1,0,4,22,16,0,0,6,10,168,16,0,6,3,0,6,9,41,1,1,2,1,3,18,35,0,23,183,0,13,11,1155,5,0,0,0,3,0,38,0,1,1,11,391,61,104
UKR,0,1,2,4,25,0,0,37,52,143,0,268,275,70,1,227,3,0,1,24,202,8,0,24,0,188,0,0,2,277,1,3,0,6,1,186,353,68,599,4,10,2,0,0,168,0,2,7,39,0,0,91,420,909,0,0,162,1,25,84,131,0,466,158,16,239,0,0,567,0,5,1,786,138,13,1,0,2,0,0,239,0,0,2,0,6,1,188,1,297,61,290,200,156,27,11,126,572,3,22,231,109,14,24,0,0,1,223,58,0,16,0,8,0,0,68,0,195,15,181,0,30,1,33,6,1,181,0,29,1,18,3,59,8,8,1,0,3,2,113,4,0,1,34,0,259,156,11,94,5,141,11,65,70,0,0,1137,1,211,7,8,0,88,257,880,4,74,6,3,40,0,0,1,0,1,1,0,181,0,0,0,308,98,257,1,1,1,3,0,1,2,148,15,1,0,0,1,17,276,0,127,7,13,0,8,916,46,0,0,0,8,0,75,0,0,3,8,125,2,4
URY,0,1,2,0,5,0,0,13,382,3,0,119,46,2,1,51,3,0,2,12,12,1,0,5,0,4,0,0,31,456,5,3,0,3,0,124,92,199,98,3,8,0,0,0,148,0,2,42,29,2,0,10,47,151,0,0,74,34,11,69,21,0,302,10,9,28,3,0,136,0,1,1,227,7,7,0,0,1,0,0,32,1,0,32,0,0,20,16,3,19,16,55,34,22,4,4,33,129,4,11,55,6,13,3,0,0,2,41,4,0,9,0,3,0,0,4,0,11,5,7,0,19,1,3,2,0,208,0,4,0,7,2,2,1,4,1,0,3,5,18,0,1,2,18,11,86,42,4,53,7,15,31,86,12,0,1,61,1,57,49,7,0,7,21,44,1,18,5,2,23,0,0,3,1,14,0,0,16,0,0,0,10,16,63,1,0,3,2,0,0,0,23,2,1,0,2,1,17,57,0,19,3,11,8,0,414,2,0,0,0,55,0,9,0,1,1,3,51,3,1
USA,11,49,35,11,55,4,6,1757,2819,321,14,19628,5702,188,29,7571,118,2,188,1403,613,63,81,96,1,277,40,34,149,11966,74,68,27,252,11,31260,13601,3451,62083,137,363,245,108,0,2413,4,8,432,209,15,23,561,3208,31598,8,15,6975,180,247,740,3183,7,15638,570,809,3530,72,18,20699,15,12,72,44633,412,801,6,57,89,10,13,3369,165,47,241,24,52,82,791,105,2052,788,11748,3390,4633,467,462,6303,20127,122,811,14848,261,1683,61,151,7,70,11871,430,73,792,84,83,4,47,439,30,471,349,259,3,484,79,67,183,16,4691,3,120,194,112,127,80,189,270,5,4,38,508,1545,116,46,74,1369,71,14190,4519,577,3107,282,2485,468,1281,819,17,65,5127,8,3224,116,175,0,1135,1276,5693,335,4615,135,190,4406,4,5,15,113,69,3,17,975,20,2,18,559,869,9389,55,14,40,59,6,19,40,2406,30,3,5,3,87,318,4098,1,5648,688,1155,916,414,6,80,0,30,11,286,7,1299,10,32,27,70,4917,403,321
UZB,0,2,1,2,3,0,0,21,8,46,0,51,50,12,1,48,0,0,2,10,39,2,0,4,0,45,0,0,1,45,0,2,0,2,0,25,47,8,203,0,5,2,0,0,33,0,0,1,0,0,0,32,57,108,0,0,20,1,2,28,64,0,60,33,6,43,1,0,60,0,2,1,73,43,14,0,0,4,0,0,42,0,0,1,0,4,0,37,0,41,11,76,34,41,6,1,14,69,0,7,32,33,5,19,2,0,0,69,29,2,1,0,4,0,0,34,0,36,0,33,0,10,0,9,0,0,39,0,5,0,3,1,29,3,1,0,0,1,0,49,0,0,0,12,0,18,13,8,32,6,61,3,8,10,0,1,52,0,47,0,3,0,38,16,143,4,42,2,0,7,0,0,0,1,0,2,0,39,0,0,0,6,7,16,0,0,0,1,0,0,0,38,11,4,0,0,0,10,78,0,37,3,5,46,2,80,0,0,0,0,2,0,11,0,0,1,7,15,1,1
VAT,0,0,0,0,0,0,0,0,10,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4,2,34,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,8,0,0,0,0,0,10,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,23,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCT,0,0,0,3,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VEN,3,1,1,0,2,1,1,8,147,4,0,42,20,3,0,27,3,1,0,5,6,3,1,4,0,0,1,1,27,204,3,3,0,0,1,56,34,149,46,6,5,1,1,0,243,0,2,51,29,2,0,4,28,80,0,0,24,44,2,192,12,0,173,7,5,17,2,0,98,0,0,1,111,5,5,0,2,0,0,0,14,1,0,35,4,4,22,9,2,10,9,31,14,14,6,2,15,64,3,2,41,5,12,6,1,0,0,21,11,0,9,1,0,0,0,1,0,6,3,4,0,8,0,1,2,0,149,0,2,0,6,2,1,0,4,0,0,3,3,10,1,1,1,11,15,38,16,4,12,3,10,33,107,8,0,0,29,1,33,36,2,0,7,14,17,2,10,1,5,13,0,0,2,1,11,0,0,6,0,0,0,8,6,22,0,0,2,1,1,0,0,12,1,1,0,1,5,7,14,0,9,5,3,8,55,286,2,0,0,0,0,0,6,0,0,0,2,19,1,2
VGB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0
VNM,0,1,2,5,9,0,0,110,41,9,0,1079,78,25,0,263,11,0,8,149,30,16,1,9,0,18,2,1,3,175,2,18,5,12,1,350,169,79,1271,17,36,14,12,0,90,0,3,9,12,0,0,17,127,545,2,0,95,4,90,22,192,0,233,39,67,90,8,1,704,0,6,19,908,26,52,0,1,11,1,0,80,0,0,4,1,9,3,58,4,120,242,1023,135,768,146,10,46,304,6,50,1070,48,51,13,50,0,1,1464,49,46,21,3,16,0,0,53,0,12,28,6,1,68,0,4,11,2,90,0,7,0,3,44,1,18,12,0,0,27,12,504,5,3,1,113,3,246,133,63,93,41,350,18,44,151,0,8,200,1,105,3,26,0,57,184,484,4,607,38,16,295,0,0,2,5,1,0,0,47,1,0,0,31,22,233,2,7,2,3,0,0,4,474,2,1,0,1,1,68,219,0,909,29,38,75,9,1299,11,0,0,0,6,0,0,0,0,5,26,171,7,17
VUT,0,0,0,0,0,0,0,0,1,0,0,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,8,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,14,0,6,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,2,0,1,0,1,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,1,6,0,1,0,2,1,2,3,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,3,0,1,2,0,0
WSM,0,0,0,0,1,0,0,1,1,1,0,40,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,3,4,0,0,1,1,0,0,1,0,2,0,1,2,11,0,4,0,1,0,10,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,2,2,1,1,0,1,0,1,0,1,3,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,3,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,2,0,2,3,0,15,1,1,1,2,3,3,1,1,0,2,0,1,0,0,1,1,0,3,1,0,2,0,0,5,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,3,0,1,1,1,2,0,1,0,1,32,0,0,0,0,0,0,0,3,0,0,1,3,0,0
XKX,0,0,0,0,37,0,0,6,5,1,0,14,19,1,0,10,0,0,0,5,17,1,0,15,0,0,0,0,0,10,0,0,0,2,0,6,8,5,6,0,0,0,0,0,6,0,0,0,2,0,0,6,16,26,0,0,9,2,3,1,15,0,23,7,0,9,0,0,12,0,0,0,44,1,2,0,1,0,0,0,17,0,0,0,0,0,0,33,0,19,9,16,9,10,5,2,6,36,0,2,9,1,1,1,0,0,0,8,1,0,4,0,1,0,0,2,0,10,2,2,0,10,0,1,0,0,6,0,28,0,4,0,6,1,1,0,0,0,0,9,1,1,0,8,0,13,10,2,5,2,6,1,5,4,0,1,25,0,11,0,5,0,2,21,12,0,7,0,0,6,0,0,0,0,0,0,0,24,0,0,0,10,24,28,1,0,0,0,0,0,0,7,0,0,0,0,0,7,20,0,4,0,1,3,1,27,1,0,0,0,0,0,5,0,0,0,0,7,1,0
YEM,0,3,1,3,5,0,0,43,9,2,0,35,6,9,0,13,2,0,1,25,6,8,0,3,0,0,0,0,1,29,3,5,0,6,0,35,17,18,129,2,6,2,1,0,13,0,2,5,3,0,0,4,18,36,6,0,13,5,15,7,275,1,25,8,16,18,2,0,25,0,6,2,76,2,15,0,0,4,0,0,16,0,0,7,0,5,0,11,4,13,23,179,30,38,42,6,9,63,2,73,19,9,9,8,3,0,0,23,19,0,11,0,17,0,0,13,0,5,2,2,0,34,0,2,2,1,20,0,4,1,2,4,1,3,6,0,0,3,3,210,0,0,1,30,0,20,19,14,10,19,127,12,14,13,0,0,29,1,15,4,23,0,33,27,74,2,654,33,2,16,0,0,2,0,0,0,1,15,0,0,0,3,4,23,0,0,2,5,0,0,0,30,1,1,0,1,0,40,64,0,65,8,11,8,3,70,7,0,0,0,2,0,26,1,1,0,0,30,0,2
ZAF,0,7,19,5,24,0,0,285,349,83,0,1958,481,136,11,736,89,0,67,161,124,16,6,31,0,105,4,3,10,884,10,7,9,231,3,1394,1054,418,1622,62,234,70,46,0,261,3,3,37,52,0,0,71,367,1926,2,1,567,9,100,50,319,4,1045,64,295,378,19,7,1382,2,6,23,4613,130,402,4,14,43,5,1,342,6,4,25,1,9,5,133,14,288,152,1484,281,541,102,45,332,1199,32,68,692,45,682,24,13,0,19,377,37,4,64,13,44,0,2,76,34,48,35,30,0,213,3,6,50,3,374,1,22,38,24,14,6,20,159,4,0,66,265,321,202,4,27,1305,2,1280,648,71,332,84,462,41,149,145,2,4,539,1,435,14,73,0,127,251,722,108,697,100,72,206,4,0,4,35,1,0,2,212,6,0,0,168,151,963,58,0,27,11,0,7,17,291,4,1,4,2,27,203,472,0,462,300,391,125,51,4917,15,0,0,1,19,3,171,2,3,7,30,0,200,438
ZMB,0,2,9,0,5,0,0,6,5,1,0,41,10,1,6,23,8,0,16,15,3,0,0,5,0,3,0,0,1,15,0,1,0,32,1,39,62,6,40,10,27,21,11,0,3,1,1,0,0,0,0,0,12,56,1,0,13,1,4,4,15,0,11,3,38,5,6,0,31,0,0,3,295,2,39,0,2,9,2,1,2,0,0,3,0,3,1,1,3,3,9,62,20,6,9,2,4,21,0,5,69,2,101,0,4,0,1,22,0,2,1,2,3,0,0,6,7,3,1,1,0,5,0,0,7,0,6,0,2,13,0,2,0,1,27,1,0,1,84,25,36,0,3,56,0,47,40,6,8,2,27,1,12,6,0,1,4,0,9,0,1,0,2,4,7,23,20,9,8,5,0,0,0,5,0,0,3,6,1,0,0,1,2,32,16,0,0,1,0,2,3,8,0,0,0,0,2,6,7,0,2,70,61,2,3,403,1,0,0,0,1,0,7,0,0,1,0,200,0,61
ZWE,0,3,7,0,3,0,0,25,18,2,0,51,17,0,6,21,11,0,13,23,6,2,0,1,0,2,0,0,2,33,0,1,0,41,1,50,77,19,50,16,42,12,21,0,21,0,0,1,0,0,0,0,9,85,1,0,17,3,6,4,16,0,19,2,55,9,1,0,67,0,0,11,335,3,50,0,1,6,0,1,2,0,0,2,0,1,1,3,7,7,9,51,14,19,5,1,7,34,0,3,10,1,116,1,1,0,3,12,2,4,2,3,7,0,0,6,10,5,2,2,0,13,0,0,7,0,16,0,5,9,1,0,1,2,34,1,0,6,103,22,32,0,8,51,0,59,17,7,3,2,24,2,9,19,0,2,21,0,5,2,9,0,7,7,15,24,23,9,12,10,0,0,0,7,0,0,2,4,6,0,0,1,3,37,20,0,3,1,0,2,4,22,0,0,0,0,0,7,16,0,7,56,104,4,1,321,1,0,0,0,2,0,17,0,0,0,2,438,61,0
