,AGO,ALB,AND,ANT,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VEN,VNM,VUT,YEM,YUG,ZAF,ZMB,ZWE
SVN,0,0,0,0,0,2,0,20,136,0,0,82,0,0,2,2,0,0,4,12,0,0,0,34,0,0,0,0,0,36,110,0,8,0,0,0,0,0,0,0,0,4,0,4,90,266,0,0,48,0,0,0,2,0,76,0,0,76,0,150,0,0,164,2,0,0,0,0,0,0,64,0,0,0,0,0,0,102,0,50,2,14,2,0,0,0,40,176,0,0,50,0,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,64,0,6,0,0,0,0,0,0,0,78,0,64,0,0,0,10,88,0,0,0,0,2,0,0,0,0,0,0,60,0,102,0,0,0,0,0,0,2,0,0,0,0,14,10,0,0,22,0,336,0,0,2,0,0,0,12,12,2,0
SWE,0,4,0,0,6,82,28,596,360,0,0,688,0,2,24,54,0,0,10,42,0,4,2,174,0,0,0,8,0,732,634,72,366,0,0,2,0,22,0,0,22,6,0,0,256,2392,0,0,1314,0,4,6,14,2,658,194,42,1370,0,1608,0,0,2772,16,0,0,0,2,12,0,238,0,6,6,0,0,2,30,0,206,18,136,172,18,0,170,188,1148,0,8,764,6,30,0,0,0,106,6,6,4,0,0,0,0,6,0,106,10,70,4,0,0,0,0,90,0,12,0,0,0,0,8,0,0,0,0,6,0,2,0,14,10,1008,1156,2,86,2,12,0,8,4,0,0,548,0,238,0,0,0,58,998,0,2,8,0,36,0,0,0,0,0,0,122,102,0,0,0,0,0,0,36,0,0,0,0,4,44,34,40,4,120,24,4344,8,0,10,50,0,4,28,132,10,12
SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0
SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0
SYR,0,0,0,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,2,0,14,0,6,0,0,0,0,24,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGO,0,0,0,0,0,0,0,2,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THA,0,0,0,0,0,14,0,106,38,0,0,28,0,0,12,0,0,0,0,0,0,0,0,12,0,4,0,0,0,68,42,12,104,2,2,0,0,12,0,0,0,12,0,2,2,58,0,0,22,2,0,0,12,0,8,0,0,4,0,72,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,54,6,0,0,0,14,6,0,0,396,0,8,0,4,0,40,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,12,0,0,8,2,0,0,0,2,2,114,0,0,0,4,0,32,8,2,22,0,10,0,2,22,0,0,6,0,10,0,0,0,0,12,0,8,0,0,16,0,0,0,0,0,0,2,0,36,0,0,0,0,0,0,0,0,0,0,2,12,28,2,2,0,2,580,0,0,8,26,0,0,0,12,2,4
TJK,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
TKM,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTO,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,2,0,0,2,0,0,0,0,22,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,48,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,6,0,0,0,0,0,0,0
TUN,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,8,0,0,2,0,0,0,0,0,0,0,0,0,4,0,20,0,0,2,0,6,0,0,0,12,0,0,2,0,500,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,6,30,0,0,14,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,26,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,48,4,0,0,2,0,2,0,4,0,0
TUR,0,0,0,0,4,12,0,46,32,40,0,58,0,0,0,34,0,0,4,8,0,0,0,22,0,0,0,0,0,106,60,2,32,0,0,0,0,10,0,0,2,0,0,6,22,340,0,0,30,0,4,0,8,0,46,0,0,30,0,162,0,0,532,2,0,0,0,0,0,0,22,0,0,0,0,0,0,6,0,26,0,16,2,14,0,2,70,160,0,4,122,2,0,2,0,0,8,0,0,0,0,2,0,0,2,0,2,0,0,2,2,4,0,0,18,0,10,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,78,16,0,10,2,6,0,4,6,0,0,30,0,12,0,0,0,22,76,0,34,0,0,6,0,0,0,0,0,0,10,14,44,0,0,6,0,0,12,0,4,0,0,2,0,8,2,0,66,4,1088,6,0,2,0,0,2,6,22,0,0
TWN,0,0,0,0,0,6,4,184,10,0,0,20,0,0,4,36,0,0,0,2,0,0,0,36,0,0,0,0,0,222,98,4,544,0,0,0,0,2,0,0,0,4,0,32,30,276,0,0,16,0,2,0,0,0,102,0,0,20,0,210,0,0,320,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,44,14,190,4,10,0,0,40,128,0,0,466,0,0,0,0,0,220,2,0,0,0,0,0,0,2,0,2,4,0,0,2,0,0,0,16,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,4,0,68,14,2,20,0,4,0,0,12,0,0,54,0,8,0,0,0,52,196,0,2,0,0,106,0,0,0,0,0,0,18,10,34,0,0,0,0,0,28,0,0,0,0,0,8,0,0,0,38,0,2486,0,0,2,22,0,0,2,14,0,0
TZA,0,0,0,0,0,0,0,6,10,0,0,18,0,4,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,28,30,2,2,0,6,0,0,4,0,0,2,2,0,0,0,28,0,0,48,2,0,0,0,0,20,0,0,2,0,8,0,2,98,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10,0,0,16,0,30,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,22,14,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,40,0,0,0,0,0,2,0,0,0,0,0,2,0,0,6,0,2,66,0,0,2,2,0,0,0,18,4,8
UGA,0,0,0,0,0,2,0,2,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,14,0,0,4,6,0,0,4,0,0,0,2,0,0,0,22,0,0,12,2,0,0,2,0,2,0,0,0,0,12,0,0,80,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,24,0,0,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,132,0,0,2,0,0,0,0,14,4,8
UKR,0,2,0,0,0,14,6,34,76,0,0,70,0,0,0,28,0,0,0,58,0,0,0,38,0,0,0,0,0,76,82,18,32,0,0,0,0,0,0,0,0,4,0,0,120,810,0,0,42,0,2,0,0,0,114,14,0,74,0,352,0,0,284,4,0,0,0,0,0,0,54,0,0,0,0,0,0,24,0,36,0,12,6,2,0,0,96,164,0,2,182,2,0,0,0,0,56,2,0,0,0,2,0,0,0,0,18,0,4,2,0,36,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,42,0,6,0,0,0,0,0,0,0,524,0,28,0,0,0,18,644,0,4,0,0,4,0,0,0,0,0,0,28,22,120,0,0,0,0,0,0,0,0,0,0,0,66,38,0,0,0,0,688,12,0,0,2,0,0,4,16,0,0
URY,0,0,0,0,0,72,0,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,6,74,0,0,0,0,0,20,6,34,2,0,0,0,0,10,0,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0,78,0,0,6,0,40,0,0,30,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,2,22,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,2,0,0,0,0,0,4,0,2,0,0,0,130,0,0,8,0,0,0,0,0,0,0
USA,2,6,2,4,84,1288,98,6072,2116,4,0,2832,8,10,120,306,12,8,12,138,8,32,46,3250,36,8,2,18,6,14950,5210,876,5984,36,38,2,6,370,0,0,138,76,2,76,930,17638,0,4,2516,30,16,78,414,2,4692,124,38,2042,10,10970,4,18,17844,38,60,0,6,14,0,0,1228,2,6,74,4,10,26,268,26,1342,202,2388,574,224,6,148,4346,9040,72,116,13058,34,246,12,8,8,4556,80,4,148,6,6,2,0,52,2,104,28,56,98,30,26,42,2,2076,2,22,38,12,8,30,10,4,4,2,60,106,10,20,18,106,22,5640,1398,76,1130,36,152,142,242,154,16,32,2478,0,728,28,6,6,400,4442,10,252,8,20,854,2,8,6,2,0,6,388,336,4344,4,4,26,0,0,580,2,4,0,42,48,1088,2486,66,132,688,130,0,44,0,396,90,0,6,140,1008,40,68
UZB,0,0,0,0,0,8,2,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,0,0,2,0,16,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,8,12,0,0,26,6,0,6,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,82,0,2,2,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,4,2,0,0,4,6,0,0,0,12,0,44,0,0,0,0,0,0,2,0,0,0
VAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,0,0,2,0,42,0,8,2,0,0,4,0,2,0,0,0,2,0,0,0,2,4,80,2,0,0,0,0,48,10,22,0,0,2,0,0,38,0,0,2,18,2,0,0,54,0,0,0,4,0,4,0,0,142,2,2,6,0,140,0,0,100,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,10,0,12,0,0,0,0,10,46,2,0,14,0,2,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,2,0,6,0,0,4,12,0,0,0,2,0,2,2,0,0,8,22,0,0,2,2,0,0,0,2,0,0,0,0,2,10,0,0,0,0,0,8,0,0,0,6,0,2,2,2,2,0,8,396,0,0,0,0,0,0,10,2,0,0
VNM,0,0,0,0,0,2,0,44,6,0,0,54,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,8,0,4,0,2,0,2,0,0,0,0,106,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,4,2,0,0,2,20,0,0,92,0,0,0,4,0,28,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,2,0,34,0,0,0,0,0,0,2,6,0,0,2,0,4,0,0,0,2,12,0,2,0,0,10,0,0,0,0,0,0,0,0,50,0,2,0,0,0,26,0,0,0,0,2,0,22,2,0,2,0,90,0,0,0,0,0,0,0,2,0,0
VUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEM,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,6,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
YUG,0,0,0,0,4,2,0,6,24,0,0,28,0,0,0,8,0,0,12,8,0,0,0,34,0,0,0,0,0,24,16,0,28,0,0,0,0,0,0,0,2,0,0,0,16,132,0,0,4,0,0,0,0,0,18,0,0,10,0,66,0,0,86,0,0,0,0,0,0,0,38,0,0,0,0,0,0,8,0,30,0,4,6,2,0,0,10,64,0,0,50,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,4,0,0,0,0,0,0,0,18,0,2,0,0,0,8,24,0,0,0,0,6,0,0,0,0,0,0,14,12,28,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,4,0,140,2,0,10,0,0,0,0,2,0,0
ZAF,4,0,0,0,2,24,4,316,62,2,2,136,4,2,0,4,0,0,0,2,0,0,2,36,0,0,0,10,0,178,134,20,62,4,6,0,0,8,0,0,0,2,0,6,28,472,0,0,74,0,2,0,6,2,94,0,2,48,0,310,0,0,830,0,6,0,0,0,0,0,32,0,0,0,0,0,0,8,4,46,4,74,14,2,0,2,66,190,0,0,84,0,34,0,0,0,18,2,0,4,0,0,0,0,2,4,0,2,4,0,0,0,4,0,36,0,0,2,0,0,0,10,0,0,0,4,4,24,0,0,18,0,172,48,4,58,14,2,0,6,0,0,0,76,0,28,0,0,0,10,82,0,4,0,4,10,0,2,0,0,0,2,20,12,132,6,0,0,0,0,12,0,0,0,0,4,22,14,18,14,16,0,1008,0,0,2,2,0,0,2,0,14,48
ZMB,0,0,0,0,0,2,0,4,4,0,0,20,6,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,20,0,2,0,6,0,0,0,0,0,0,2,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,64,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,6,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,2,0,0,0,0,0,0,0,2,10,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4,0,0,40,0,0,0,0,0,0,0,14,0,2
ZWE,0,0,0,0,0,0,0,12,4,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,16,0,6,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,14,0,0,0,0,0,0,0,4,0,4,8,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,12,0,0,4,0,16,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,12,0,14,12,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,8,8,0,0,68,0,0,0,0,0,0,0,48,2,0
