,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
MMR,0,0,0,0,0,1,0,1,0,2,3,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,1,0,0,0,4,7,0,0,0,0,1,0,1,0,0,1,0,0,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,11,0,2,0,0,1,0,0,0,19,0,1,0,1,0,3,1,1,0,0,0,0,0,4,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,7,0,1,0,0,0,1,1,1,1,1,2,0,2,6,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,22,0,0,0,0,0,0,0,1,1,0,0,0,16,0,0,0,0,8,0,0,0,0,1,0,0
MNE,0,0,3,0,0,2,1,10,0,0,6,0,0,10,0,0,0,11,0,0,5,3,0,0,0,1,0,1,0,0,0,10,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,14,0,0,10,0,1,0,0,0,5,1,0,1,0,20,0,0,17,0,0,0,0,0,0,0,9,0,0,0,0,0,0,22,0,3,1,12,0,4,0,0,3,15,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,1,0,2,0,3,0,0,10,0,9,0,2,1,0,9,0,0,0,0,0,2,0,0,0,0,0,6,3,0,0,1,1,0,1,0,0,0,12,0,0,1,0,1,0,12,10,0,0,1,0,1,0,0,0,0,0,83,0,0,10,11,11,0,0,0,1,0,0,1,0,0,0,0,1,3,0,0,1,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0
MNG,0,0,0,0,0,0,0,9,0,9,5,0,0,11,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,22,0,0,0,0,0,1,0,0,0,0,0,0,12,32,0,0,0,0,0,0,2,0,1,0,1,1,0,14,0,0,23,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,1,6,1,0,0,0,1,11,0,0,48,1,3,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,6,2,3,2,0,0,0,0,3,0,0,11,0,0,0,0,0,0,11,32,0,2,0,0,0,0,0,0,0,0,10,0,0,9,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,3,2,0,51,1,0,0,0,1,0,0,0,0,1,0,0
MOZ,0,1,0,0,0,1,3,0,0,21,1,0,0,9,0,2,2,1,0,0,0,0,0,0,3,14,0,0,0,2,0,7,20,2,4,1,1,4,0,0,3,0,0,0,0,0,1,2,9,0,0,10,0,2,0,3,0,34,0,4,2,0,14,0,3,41,1,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,1,9,5,3,0,0,4,14,0,0,5,0,16,1,0,0,1,0,0,1,0,0,0,0,3,0,1,0,0,1,0,0,1,0,4,0,1,2,0,0,0,0,0,0,0,0,8,0,3,0,0,7,0,12,7,3,4,0,4,3,1,0,0,0,1,0,24,0,0,0,0,1,4,3,3,4,1,4,0,0,0,0,0,1,0,0,0,1,17,0,0,0,1,1,0,6,0,0,0,0,1,1,0,2,12,13,0,3,53,0,0,0,1,1,0,0,0,0,31,7,3
MRT,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1
MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,0,0,3,0,12,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0
MWI,0,0,0,0,0,0,1,0,0,29,1,0,0,9,1,6,0,0,0,0,0,0,0,0,1,6,0,0,0,3,0,12,27,0,4,0,2,2,1,0,0,0,0,0,0,0,0,2,23,0,0,3,0,0,0,2,0,3,0,4,7,1,15,0,3,157,0,9,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,15,5,0,0,1,2,12,0,0,2,0,19,0,0,0,1,0,0,4,0,0,0,0,0,3,0,2,0,0,0,0,2,0,1,0,0,4,0,1,0,0,8,0,0,0,0,1,3,1,2,3,0,32,12,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,10,0,0,0,0,0,0,0,1,10,13,0,0,178,0,0,0,1,0,0,0,0,0,70,11,22
MYS,0,0,0,0,0,31,12,3,1,589,26,3,0,49,0,1,164,4,6,0,2,1,0,0,3,59,1,14,1,1,1,146,59,6,251,2,4,1,0,0,16,0,0,6,5,0,2,44,148,0,0,28,1,22,9,72,0,79,7,3,24,4,116,0,3,794,0,13,0,0,1,0,0,22,0,0,1,1,1,0,3,0,17,248,451,36,495,126,5,32,84,0,34,526,9,9,0,8,0,164,11,3,6,0,26,0,0,23,0,6,0,0,14,0,4,5,2,25,0,7,1,2,7,2,2,0,0,0,7,1,0,1,0,0,66,2,97,16,8,76,48,217,9,9,53,2,3,47,0,28,2,3,22,0,39,29,0,320,44,2,257,0,1,3,0,1,18,0,1,2,9,57,0,0,0,10,0,0,154,1,0,0,0,4,66,0,116,4,6,17,1,470,10,0,0,5,43,0,0,0,65,39,2,2
NAM,0,0,0,0,0,0,2,13,0,19,13,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,7,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,27,0,0,0,0,0,0,0,0,2,0,1,3,0,16,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,1,0,0,2,3,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,1,0,0,0,1,0,8,3,0,1,0,0,0,0,1,0,0,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,37,0,0,0,0,0,0,0,0,0,58,3,1
NCL,0,0,0,0,0,0,2,0,0,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,4,0,1,0,0,3,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,5,0,0,1,5,86,2,0,14,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,7,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,16,0,0,1,1,1,0,1,5,0,1,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,26,0,0,0,0,2,1,0,0,0,8,0,0
NER,0,1,0,0,0,0,0,0,0,3,1,0,0,5,6,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8,0,1,4,6,2,1,0,0,0,1,0,0,0,0,0,5,0,0,3,0,2,0,1,0,1,0,0,0,0,39,0,1,10,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,3,0,7,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,6,0,1,0,0,10,0,0,0,0,0,3,0,0,2,0,0,0,0,13,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,4,0,0,0,4,5,0,0,20,0,0,0,0,0,0,0,0,0,3,1,0
NGA,0,2,0,0,0,3,11,0,0,29,15,2,0,19,8,9,4,3,2,0,1,0,0,0,2,29,5,0,0,2,1,34,39,2,59,3,21,6,2,0,14,0,1,0,2,0,0,2,74,0,0,11,1,2,0,14,0,23,0,12,2,0,34,0,0,190,0,31,0,3,5,0,0,11,0,0,1,0,0,0,2,1,2,4,55,6,10,3,0,8,34,10,2,31,2,43,0,0,0,10,1,0,4,0,0,0,0,2,0,0,1,0,2,0,0,1,0,14,0,0,9,0,0,0,0,7,2,0,0,3,66,1,0,13,0,0,41,9,2,6,5,10,3,2,4,0,0,11,0,6,0,0,2,0,6,6,1,20,9,11,7,0,2,0,0,0,1,1,0,1,0,19,0,0,0,2,1,3,18,0,0,0,2,4,13,0,7,13,38,0,3,283,0,0,1,3,3,0,0,0,0,191,9,7
NIC,0,0,0,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,6,2,5,2,0,0,0,0,0,5,0,0,11,5,0,0,0,6,0,0,2,2,0,5,0,0,12,0,1,5,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,1,3,1,0,0,0,0,0,6,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,4,4,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,14,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,37,0,0,0,1,2,0,0,0,0,1,1,0
NLD,1,0,6,0,8,43,333,163,0,1807,1149,129,1,3145,22,14,44,112,6,0,14,144,0,1,20,793,3,2,0,5,2,2140,2260,309,1506,4,15,9,2,0,254,0,1,21,43,0,36,591,6460,0,2,1487,0,13,56,75,0,2744,96,42,816,3,3797,0,15,7514,144,49,0,1,15,3,1,792,1,6,15,4,0,1,162,1,516,181,452,540,235,7,121,623,3427,4,6,975,17,108,2,10,1,363,13,8,25,0,0,0,1,24,0,67,67,30,145,3,4,6,0,297,0,17,9,35,1,6,6,12,2,0,3,32,97,8,1,1,41,1,0,1013,20,303,10,88,25,47,47,1,2,960,1,744,4,1,17,0,409,760,18,153,20,11,240,0,8,0,0,0,227,0,8,259,296,1956,0,0,4,6,1,0,154,0,0,1,1,17,503,0,285,46,70,161,26,8069,0,0,0,24,108,1,0,0,5,594,18,22
NOR,0,0,1,0,0,8,175,153,0,614,411,128,0,373,0,13,18,27,1,0,8,138,0,1,3,287,1,0,0,7,0,774,585,167,566,3,3,2,1,0,154,0,0,13,29,0,15,324,1425,0,0,1111,0,7,2,25,1,801,56,33,517,1,1045,0,0,2248,134,6,0,1,3,0,2,352,0,11,1,0,0,2,73,1,255,16,186,137,42,3,144,268,866,1,3,407,8,15,4,2,1,87,2,2,6,2,0,0,0,7,0,32,39,15,135,3,0,3,0,105,0,6,10,4,1,3,2,7,0,0,1,12,16,3,1,0,9,2,1013,0,21,88,3,19,7,37,13,0,0,401,0,313,1,0,14,0,200,417,0,24,6,1,53,0,0,2,0,1,182,0,0,211,180,1662,0,0,1,2,1,0,29,0,0,0,0,6,215,0,172,40,34,47,5,2245,0,0,0,6,21,0,1,0,1,312,18,10
NPL,2,0,0,0,0,1,6,1,0,26,7,0,0,16,0,0,9,0,0,0,0,0,0,0,5,9,0,0,1,0,1,24,24,0,36,1,4,2,0,0,5,0,0,1,0,0,1,4,31,0,0,11,0,0,1,1,0,9,0,3,3,0,16,0,0,60,1,4,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,8,92,4,2,0,0,4,16,0,0,49,1,6,0,0,0,30,1,0,0,0,0,0,0,7,0,1,3,0,0,0,0,0,1,9,0,0,0,0,1,0,3,3,0,0,0,0,8,0,0,1,2,0,20,21,0,17,0,9,4,4,6,0,1,1,0,1,0,0,2,0,0,5,0,7,3,1,8,0,1,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,1,0,7,1,5,0,3,90,2,0,0,1,5,0,0,0,0,9,1,1
NZL,0,0,0,0,0,12,46,95,0,1577,191,0,0,267,0,0,9,103,0,0,1,95,0,1,4,184,13,0,0,2,0,474,307,63,458,0,4,1,0,2,109,1,0,9,3,0,98,149,603,0,0,158,1,0,4,121,0,302,106,3,161,23,434,0,0,1371,94,8,0,0,6,1,0,134,0,0,0,1,0,0,109,0,121,29,190,85,155,1,7,65,381,2,2,213,0,33,0,6,1,182,1,1,3,0,1,0,1,20,0,99,3,2,3,1,0,0,0,136,0,1,1,3,1,0,2,4,0,0,0,1,76,1,16,0,6,2,303,88,17,0,6,131,12,7,20,0,4,153,0,124,1,0,11,0,62,138,1,44,3,1,124,0,0,1,0,0,107,0,0,18,9,176,0,0,0,1,0,0,66,1,0,1,2,3,126,0,156,2,4,104,12,1655,0,0,0,5,9,1,0,0,1,105,1,0
OMN,0,0,0,0,0,52,2,1,0,21,5,0,0,1,0,0,2,1,21,0,1,1,0,0,0,3,0,1,0,0,0,22,5,1,7,0,0,0,0,0,0,0,0,1,0,0,1,2,45,0,0,3,0,3,0,33,0,6,1,0,2,0,26,0,0,83,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,62,4,23,3,0,3,9,0,4,12,0,4,0,0,0,8,18,0,3,0,1,0,0,4,0,1,0,0,2,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,48,0,0,0,5,0,10,3,0,6,0,32,1,1,0,0,0,9,0,6,1,0,35,0,0,4,0,57,5,0,6,0,0,0,0,0,1,0,0,1,0,8,0,0,0,2,0,0,14,0,0,0,0,8,7,0,0,1,5,0,0,66,0,0,0,1,0,0,0,0,26,7,0,0
PAK,7,0,2,0,0,24,14,98,0,177,197,2,0,117,0,2,34,102,4,0,3,95,0,0,2,136,0,1,0,3,0,152,141,6,426,2,8,6,0,0,101,0,0,3,3,0,96,110,318,0,0,22,2,23,2,142,0,141,97,1,118,0,200,0,0,518,105,5,0,1,4,0,0,112,0,0,7,0,0,0,104,1,103,14,187,28,179,10,5,11,201,0,16,88,20,14,9,2,0,287,11,1,19,0,2,0,0,16,0,101,4,1,23,0,1,2,1,115,0,4,2,2,2,1,0,4,0,0,3,0,217,0,0,1,10,1,88,19,9,131,32,0,3,5,10,1,0,115,0,109,1,1,6,0,95,127,0,375,14,0,35,0,0,1,0,0,112,0,0,5,5,87,1,0,0,11,0,0,47,14,0,0,0,14,182,0,113,4,7,100,3,616,5,0,0,5,7,0,0,0,1,46,10,0
PAN,0,0,0,0,0,2,23,0,0,25,4,0,0,5,0,0,1,2,0,0,1,0,0,0,10,42,1,1,0,0,2,43,15,15,23,1,4,2,0,0,39,0,0,22,7,0,0,7,61,0,0,15,4,0,15,3,0,41,0,0,5,1,32,0,4,63,0,7,0,0,0,0,0,5,0,0,6,0,0,8,1,0,2,1,13,4,2,0,0,5,12,1,1,15,1,5,0,0,0,3,1,0,3,0,0,0,0,4,0,1,0,0,3,0,0,2,0,31,0,3,0,0,0,0,0,3,0,0,0,0,9,0,1,0,3,4,25,7,4,12,1,3,0,18,5,0,3,2,0,6,5,0,0,0,1,5,0,4,3,0,6,0,1,4,0,0,1,0,1,1,1,7,0,0,0,0,0,0,8,0,0,0,0,1,5,0,6,0,5,0,13,231,0,0,0,12,2,0,0,0,0,9,0,0
PER,0,1,0,0,0,2,64,25,0,39,21,0,0,35,0,1,3,3,0,0,1,1,0,0,29,158,1,1,0,0,1,51,59,52,62,2,3,2,0,0,53,0,0,13,41,0,1,33,74,0,0,30,11,3,30,8,0,146,6,2,35,2,108,0,2,141,2,5,0,0,1,0,0,27,0,0,8,2,0,4,28,1,31,6,60,3,7,0,0,8,59,1,2,49,0,13,1,3,0,36,1,1,4,0,0,0,0,4,0,4,2,4,6,0,1,1,0,78,0,5,0,1,2,1,0,1,0,0,0,6,9,0,1,0,2,4,47,37,4,7,1,5,18,0,15,0,0,38,0,15,10,0,1,0,25,45,1,4,4,6,9,0,0,6,0,0,24,0,0,25,2,34,0,0,0,2,0,0,15,0,0,0,0,7,31,0,6,4,4,26,19,437,0,0,0,34,5,0,0,0,0,49,1,2
PHL,0,0,0,0,0,4,18,1,0,105,20,0,1,21,1,2,7,3,0,0,1,0,0,1,1,33,1,2,0,0,2,45,44,3,96,2,2,3,1,0,16,0,0,6,3,0,3,5,61,0,0,18,1,0,3,13,0,27,8,2,7,1,53,0,1,104,1,2,0,0,1,0,0,8,0,0,5,0,0,0,4,0,4,47,78,7,9,0,1,5,25,0,3,149,0,10,0,13,0,79,2,7,5,0,0,0,0,11,0,2,0,7,3,0,0,0,0,23,0,3,2,0,6,0,3,0,0,0,0,0,53,1,1,0,4,2,47,13,6,20,0,10,5,15,0,0,3,5,0,5,0,0,2,0,1,13,2,5,1,2,53,0,1,5,0,0,2,0,1,1,2,18,0,0,0,4,0,0,88,0,0,0,0,4,9,0,86,5,4,2,5,263,0,0,0,3,26,0,0,0,0,16,0,2
PLW,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
PNG,0,0,0,0,0,0,0,0,0,79,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,4,12,0,1,1,1,1,0,0,1,0,0,2,0,0,0,4,6,0,0,1,0,0,0,0,0,31,0,0,0,13,3,1,0,17,0,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,1,0,0,0,3,0,0,5,0,3,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,1,4,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,2,1,0,0,36,0,0,0,1,1,0,0,0,0,0,0,11
POL,0,0,2,0,0,10,206,284,0,617,669,134,0,712,1,2,5,266,0,0,13,309,0,1,3,523,1,1,0,2,0,740,922,220,636,2,1,2,0,0,233,0,0,5,28,0,119,907,2597,0,0,477,1,22,4,140,0,1267,172,3,424,0,1801,0,0,2276,245,1,0,0,0,0,0,545,22,3,1,0,0,0,280,0,522,4,377,218,154,3,35,317,1524,0,6,601,21,2,2,1,0,347,3,0,20,0,1,0,1,2,0,189,21,43,138,0,22,3,0,250,0,19,0,15,2,12,11,1,0,0,0,0,47,14,5,0,11,1,960,401,1,153,9,115,2,38,5,0,0,0,0,522,2,1,10,0,483,988,0,63,2,0,86,0,0,0,0,0,336,0,0,391,276,753,0,0,0,5,0,0,65,2,1,0,0,21,407,0,321,3,1,561,4,2741,5,3,0,8,61,0,0,0,0,274,0,0
PRK,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PRT,0,10,3,0,0,16,218,227,0,460,417,136,0,544,3,2,6,139,0,1,4,238,0,0,1,1026,0,0,0,1,1,403,559,222,497,2,3,2,0,0,246,0,4,10,23,1,125,399,1255,0,1,403,2,10,10,119,0,2193,130,2,276,0,1339,0,1,1793,227,4,0,1,1,2,0,393,0,0,0,0,0,1,155,0,346,4,259,113,152,4,12,230,1119,1,2,302,0,6,3,1,0,166,0,0,13,0,0,0,0,2,0,118,23,17,172,0,1,4,0,231,0,7,0,12,0,0,0,24,1,0,0,1,28,1,1,0,6,0,744,313,1,124,6,109,6,15,5,0,0,522,0,0,2,1,4,0,286,384,0,40,0,1,28,0,0,0,0,0,273,0,0,165,207,473,0,0,2,7,0,0,31,0,0,0,0,47,319,0,264,6,3,134,16,1812,10,3,0,11,21,1,1,0,0,200,2,0
PRY,0,0,0,0,0,1,24,1,0,1,2,0,0,1,0,0,0,1,0,0,1,1,0,0,7,30,0,0,0,0,0,2,2,10,2,0,0,0,0,0,9,0,0,3,4,0,0,1,5,0,0,1,3,1,8,0,0,17,1,0,1,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,5,1,0,0,2,4,0,2,0,0,5,3,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,6,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,4,1,0,1,1,1,5,10,0,0,0,2,0,2,0,0,1,0,0,4,0,1,1,0,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,3,1,0,1,1,0,0,12,43,0,0,0,7,1,0,0,0,0,2,0,0
PSE,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0
QAT,0,0,0,0,0,44,1,2,0,55,15,0,0,14,0,0,1,2,21,0,1,2,0,0,0,14,0,0,0,0,0,66,18,9,63,0,0,0,0,0,1,0,0,1,0,0,2,5,67,0,0,17,0,10,0,44,0,36,5,0,7,0,69,0,0,123,1,0,0,0,0,0,0,9,0,0,0,0,0,0,9,1,4,5,20,7,17,1,2,5,27,0,4,17,0,0,0,0,0,29,18,0,11,0,2,0,0,2,0,2,0,0,4,0,1,0,0,6,0,1,0,1,1,1,0,0,0,0,0,0,22,0,0,0,2,0,17,14,2,11,35,6,0,1,2,0,0,10,0,4,1,0,0,0,2,2,0,64,4,0,21,0,0,0,0,0,30,0,0,1,1,7,0,0,0,3,0,0,8,0,0,0,0,18,11,0,6,1,0,1,0,252,0,0,0,0,1,0,0,0,26,12,0,1
