,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
SWZ,0,0,0,0,0,0,0,0,4,0,8,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,20,0,0,2,2,2,2,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,2,0,4,0,2,0,0,0,12,0,0,0,26,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,2,2,0,0,2,0,14,0,2,0,0,2,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,0,0,2,2,2,0,0,2,0,2,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,12,2,4,0,0,50,4,0,0,0,0,0,0,0,0,38,2,4
SYC,0,0,0,0,0,0,0,2,0,0,12,4,0,0,8,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,4,22,2,6,2,2,0,0,0,2,0,0,0,2,0,0,0,2,14,0,0,6,0,2,2,2,0,8,4,0,4,0,0,36,0,0,0,34,0,8,0,0,0,0,0,4,0,2,0,0,0,0,2,0,2,0,2,4,2,0,2,2,6,10,2,6,0,6,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,2,0,8,4,0,0,6,0,4,0,4,4,0,0,4,0,2,0,0,0,0,4,0,6,0,0,4,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,0,2,0,0,32,0,0,0,2,2,0,0,0,0,22,0,0
SYR,8,0,0,2,0,0,16,8,2,0,18,12,2,0,16,6,2,10,10,6,0,0,0,6,0,0,10,2,0,0,4,0,32,14,6,14,6,6,8,0,0,10,0,0,2,0,0,0,8,6,50,0,0,10,0,6,0,38,0,18,8,12,8,6,0,68,0,0,0,84,8,4,0,0,6,0,0,14,0,0,0,0,0,0,8,2,6,8,8,10,20,20,6,14,22,0,18,20,4,8,2,0,0,0,14,4,2,42,0,4,2,0,10,0,4,2,4,14,0,2,0,0,10,0,6,2,2,2,0,0,2,0,0,0,0,12,0,4,2,6,0,10,8,0,0,8,6,16,2,6,6,0,6,4,0,10,2,4,14,8,16,6,34,6,2,8,0,0,0,0,0,14,0,0,0,10,6,12,0,0,0,0,0,0,6,0,0,0,0,0,18,34,0,10,8,6,8,6,94,0,0,0,2,8,0,0,0,14,10,6,0
TCA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,30,0,2,8,12,2,2,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,0,0,0,2,0,0,0,26,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
TGO,0,0,0,0,0,0,0,0,0,0,2,0,0,2,8,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,8,28,12,12,2,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,2,0,2,0,2,0,0,0,86,0,0,4,20,0,18,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,2,4,0,0,0,4,14,0,4,4,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,4,2,2,4,0,18,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,2,2,0,2,0,2,0,0,26,0,0,0,0,0,2,0,0,0,4,0,0
THA,16,4,0,4,0,0,38,84,214,0,1112,358,2,0,424,12,22,108,186,8,0,4,172,4,0,4,534,0,26,20,12,0,490,542,58,1342,20,34,18,10,0,248,0,0,18,52,0,0,170,312,840,0,0,218,10,10,12,264,0,472,190,14,312,8,0,940,0,0,16,1650,174,38,0,0,16,4,0,338,0,2,8,6,2,2,230,6,250,302,686,206,282,4,22,70,600,4,20,1918,6,88,2,180,0,2,738,12,142,22,2,4,0,0,208,0,170,16,20,14,0,2,20,0,322,0,6,22,4,82,0,8,12,0,0,10,28,628,6,4,8,90,0,406,138,64,0,328,60,330,10,112,226,0,18,336,0,248,4,0,178,98,356,12,284,8,20,388,2,2,0,0,0,278,0,0,0,86,36,268,2,2,6,0,0,2,0,0,0,0,0,0,14,328,0,602,42,54,234,16,3384,4,0,0,18,342,2,0,2,0,332,22,20
TJK,0,0,0,0,0,0,0,0,4,0,4,4,4,0,6,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,4,0,0,0,2,0,0,0,0,2,0,0,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,14,0,20,0,0,0,6,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,2,2,36,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,2,0,8,14,0,0,0,2,0,0,2,0,0,0,0
TKM,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,30,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
TLS,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0
TTO,0,0,2,0,0,0,0,8,0,0,16,6,2,0,4,0,0,0,2,0,8,0,0,0,0,6,6,16,0,0,2,2,42,8,4,18,0,6,0,0,0,30,0,0,6,2,0,2,0,2,22,0,4,6,0,0,4,4,26,10,0,4,4,2,0,30,0,0,2,116,0,2,0,0,2,0,0,0,4,0,2,0,2,0,2,0,4,6,48,8,4,0,0,0,40,32,0,10,0,4,0,0,0,2,12,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,4,0,0,4,2,0,8,0,0,0,12,0,8,2,2,0,6,0,2,4,6,0,0,0,4,0,2,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,2,0,0,0,4,146,0,0,10,2,0,0,0,0,0,8,0,0
TUN,10,0,0,2,0,0,108,24,0,0,72,92,2,2,170,10,6,12,40,26,0,6,6,6,0,0,64,2,0,2,8,0,332,80,26,114,26,16,6,0,0,22,0,2,4,2,0,0,16,30,220,2,0,44,0,182,6,198,2,590,12,12,42,8,2,3636,0,0,0,234,18,10,0,0,6,0,0,88,0,2,0,0,2,0,16,0,22,10,108,32,54,14,10,40,466,4,58,88,4,14,2,0,0,0,46,20,0,34,0,26,2,0,10,0,10,10,6,198,2,0,4,0,50,0,2,4,16,0,0,2,2,6,0,0,0,40,2,14,16,24,0,58,54,2,0,36,42,30,4,10,16,0,8,52,0,170,4,4,126,40,44,12,898,10,14,28,0,0,0,0,0,32,0,0,0,24,24,36,0,2,18,0,2,2,14,0,0,0,0,0,0,122,0,24,8,10,24,18,362,0,0,0,6,12,0,0,2,2,64,6,2
TUR,10,0,0,46,0,0,126,380,438,0,810,810,490,2,802,8,6,40,382,20,0,44,428,6,0,4,802,4,10,2,12,0,1134,1200,342,1266,12,18,6,0,0,514,0,2,6,72,0,2,378,866,2594,0,2,672,2,146,16,500,0,1744,252,20,536,10,0,1880,0,0,2,2996,434,12,0,0,10,4,0,1058,10,4,8,0,0,2,392,2,726,42,782,388,870,126,38,644,2244,8,56,858,114,30,28,0,0,0,680,56,2,70,0,12,2,0,174,0,284,26,54,282,6,10,2,0,362,0,48,2,30,0,14,10,2,0,0,18,2,632,4,6,2,54,0,1396,522,2,0,292,68,606,4,84,38,0,8,1056,0,758,4,28,244,806,978,10,904,8,0,214,0,2,2,0,0,606,0,0,0,414,414,852,0,2,34,0,0,2,328,6,30,0,0,6,122,0,0,556,10,12,406,36,5826,14,0,2,28,90,0,0,10,6,490,6,12
TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
TWN,12,2,0,2,0,0,58,314,400,0,1218,592,228,0,418,12,6,56,212,12,0,4,402,6,6,6,650,10,18,0,8,0,1324,944,378,5762,12,12,6,2,0,464,0,0,30,8,0,2,184,616,1660,0,2,438,4,12,24,298,0,1054,198,12,412,10,0,1400,0,0,2,2410,410,8,0,0,16,0,0,540,2,2,4,2,2,0,194,0,526,268,1436,264,286,12,30,504,1198,4,36,2692,6,26,0,16,0,0,1446,18,6,16,0,10,2,0,180,0,196,26,22,244,0,2,8,4,298,0,8,6,2,12,0,44,2,0,0,6,2,796,2,12,2,34,2,712,368,14,0,326,46,248,16,38,266,0,18,706,2,494,0,4,200,292,952,8,566,6,0,774,8,0,2,0,0,416,0,0,2,314,288,602,12,2,10,0,0,2,602,0,0,0,0,2,24,556,2,0,26,12,220,12,8848,10,0,4,16,326,0,0,2,2,372,6,0
TZA,10,0,0,0,0,0,8,8,2,0,88,32,2,14,138,54,50,44,10,8,0,0,0,6,0,0,46,2,2,0,12,0,88,270,6,54,24,26,18,14,0,20,0,0,4,0,0,0,8,26,264,0,0,138,0,2,6,14,2,84,10,66,38,10,0,98,0,0,24,700,8,84,0,2,36,8,2,12,0,0,2,0,0,0,2,6,2,20,74,4,12,8,8,12,116,4,8,54,0,218,0,14,0,8,56,2,6,10,2,6,2,0,22,0,2,4,4,10,0,2,28,0,28,0,2,34,2,8,0,2,48,0,0,0,72,30,16,8,12,86,0,150,118,2,0,34,10,22,6,20,26,0,16,4,0,16,0,2,12,6,24,28,10,24,22,22,2,6,0,0,0,10,0,0,0,16,4,164,2,0,8,0,0,0,42,0,0,0,0,0,8,10,0,26,0,144,8,8,806,2,0,0,0,18,0,0,0,4,234,96,22
UGA,8,6,0,2,2,0,6,16,0,0,110,40,2,8,142,32,24,22,8,8,0,2,0,6,0,2,50,2,2,0,18,2,200,142,12,52,34,38,32,22,0,38,0,0,4,2,0,0,8,12,126,0,0,96,0,2,10,16,6,48,14,90,34,8,0,112,0,0,12,746,8,68,0,4,24,4,0,10,0,2,0,0,0,0,2,10,2,26,92,34,12,12,12,20,82,0,14,34,0,260,0,8,0,0,22,2,6,10,6,6,2,0,14,0,0,8,0,10,0,0,18,0,22,0,0,20,2,4,0,0,34,0,0,0,64,26,10,6,20,106,4,148,90,14,0,22,18,32,4,42,18,0,20,6,0,28,0,2,8,8,18,70,18,20,22,16,2,16,0,0,2,14,4,0,0,10,4,222,4,2,6,0,0,2,54,0,0,0,0,0,10,12,0,12,144,0,10,8,1206,0,0,0,2,22,0,0,0,4,282,72,60
UKR,8,0,0,22,0,0,20,48,238,0,152,382,24,0,416,8,4,16,280,8,0,24,308,6,0,0,516,2,2,2,4,0,182,538,52,648,10,6,6,0,0,334,0,0,2,50,0,0,190,576,1592,0,0,188,0,18,34,204,0,752,264,12,382,8,0,1240,0,0,0,1140,222,8,0,0,6,0,0,344,0,16,8,0,0,0,286,2,386,22,332,390,206,22,14,146,756,0,16,274,158,18,10,0,0,0,386,0,0,22,0,8,2,0,170,0,336,8,92,24,6,36,2,0,392,0,20,2,14,2,14,12,2,0,0,0,0,192,4,6,2,10,0,374,170,0,0,200,46,238,6,66,18,0,8,1554,0,294,2,2,166,322,1952,8,154,6,2,56,0,0,0,0,0,276,0,0,0,240,82,340,0,0,8,0,0,0,234,2,0,0,0,0,24,406,0,220,8,10,0,12,1532,18,0,0,6,136,0,0,0,2,146,6,2
URY,8,0,0,0,0,0,8,454,2,0,104,34,2,0,46,8,0,10,10,8,0,0,0,8,0,26,454,6,0,0,6,0,118,62,168,72,8,8,6,0,0,108,0,0,48,30,0,2,12,12,134,0,2,54,6,0,34,14,0,398,8,8,32,10,0,196,0,0,2,220,8,16,0,0,8,0,0,20,2,0,20,4,0,8,2,0,0,12,52,14,14,8,12,18,110,6,8,44,0,20,0,2,0,0,26,2,2,10,0,8,2,0,12,0,2,6,6,18,2,0,0,0,210,0,0,2,0,0,0,2,2,0,0,0,4,18,0,8,2,14,4,66,32,2,0,46,10,16,26,46,28,0,8,14,0,48,40,2,18,10,22,8,24,4,2,26,0,0,14,0,0,16,0,0,0,10,6,64,0,0,6,0,0,0,16,0,0,0,0,4,18,36,0,12,8,8,12,0,420,0,0,2,48,18,0,0,0,2,30,10,0
USA,76,42,8,66,2,8,1404,3836,638,12,25972,7768,272,16,10898,128,228,858,920,58,82,96,572,48,62,220,14442,100,32,28,224,18,43282,19044,4384,82208,116,336,254,86,10,2946,6,26,530,240,2,2,618,4660,46852,0,26,9616,164,206,686,3088,36,20846,846,598,5536,60,4,31582,0,12,70,62540,694,656,0,66,132,16,22,4990,228,46,288,42,24,144,1156,222,3292,720,12474,3878,3796,230,792,9558,28852,198,712,21950,228,1886,40,208,4,58,19690,348,96,938,102,66,6,98,476,26,674,406,240,488,42,76,228,4,6314,2,140,274,62,110,36,136,212,4,6,48,594,2212,132,96,94,954,106,20208,5962,382,0,4452,254,2072,612,1544,686,18,120,6874,4,4334,136,34,1800,2030,8434,314,5690,102,280,6642,28,134,136,0,12,1254,2,0,14,1092,1360,13176,50,32,94,4,8,26,3384,8,0,2,6,146,362,5826,2,8848,806,1206,1532,420,0,40,12,8,470,1008,28,2,14,58,5928,510,266
UZB,0,0,0,2,0,0,0,4,12,0,12,12,6,0,10,0,0,6,10,0,0,2,8,0,0,0,6,0,2,0,0,0,4,14,2,44,0,0,0,0,0,2,0,0,0,0,0,0,2,18,84,0,0,4,0,0,0,14,0,32,6,0,12,2,0,22,0,0,0,32,20,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,2,4,22,2,6,2,0,4,26,0,4,24,28,4,12,0,0,0,30,0,0,0,0,2,0,0,4,0,2,2,0,0,0,4,0,0,8,0,0,2,0,0,0,4,0,0,0,0,0,34,0,0,0,2,0,2,4,0,0,6,0,16,0,2,0,0,0,8,0,10,0,0,2,4,110,0,10,0,0,2,2,0,0,0,0,10,0,0,0,2,0,8,4,0,0,0,0,0,4,14,4,0,0,0,0,14,0,10,2,0,18,0,40,0,0,0,0,2,0,0,0,0,2,0,0
VAT,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,4,22,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,8,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
VCT,0,0,0,0,0,0,0,2,0,0,6,2,0,0,2,0,0,0,0,0,4,0,0,0,0,2,2,8,0,0,2,0,6,2,2,2,0,0,0,0,0,2,0,0,2,2,0,2,0,0,2,0,2,2,0,0,2,2,0,2,0,0,2,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,8,2,2,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,4,0,0,0,2,8,0,0,0,2,0,0,0,0,0,2,0,0
VEN,0,0,0,0,0,0,8,134,0,0,60,26,0,0,36,0,2,2,12,0,0,2,0,0,0,32,222,2,0,0,4,0,88,36,140,54,2,4,2,0,0,206,0,0,20,40,0,2,2,30,108,0,2,22,12,6,222,12,0,410,2,0,22,0,0,184,0,0,4,120,2,0,0,0,2,0,0,24,2,2,22,8,6,2,2,4,12,4,24,10,10,0,4,18,96,14,2,36,2,12,2,2,0,0,22,2,0,2,0,0,0,0,0,0,6,2,6,10,0,0,0,0,224,0,2,0,0,0,0,4,2,0,0,2,0,8,0,0,0,6,6,62,10,2,0,12,0,6,22,80,8,0,0,24,0,36,22,0,0,8,22,0,12,0,0,20,0,0,8,0,0,2,0,0,2,8,10,30,0,2,2,0,0,0,18,0,0,0,0,2,6,28,0,16,0,2,6,48,470,0,0,2,0,8,0,0,0,0,22,0,4
VNM,14,0,0,0,0,0,12,24,2,0,602,74,12,0,270,8,8,70,24,10,0,2,12,6,0,2,204,2,8,8,6,0,168,230,36,648,14,14,18,6,0,166,0,0,4,8,0,0,12,42,608,0,0,114,0,6,14,32,0,204,20,20,42,10,0,792,0,0,2,790,14,26,0,0,22,2,0,40,0,2,2,0,0,4,10,2,34,140,186,150,54,14,10,34,322,2,12,852,6,54,2,72,0,0,848,8,46,20,0,6,2,0,40,0,8,16,2,14,0,0,10,0,34,0,2,10,0,36,0,14,4,0,0,0,10,138,4,8,2,50,2,318,42,24,0,78,10,44,2,18,106,0,18,216,0,36,2,2,18,156,356,14,74,12,6,170,2,2,2,0,0,30,0,0,0,26,8,104,0,2,8,0,0,0,342,2,0,0,0,0,12,90,0,326,18,22,136,18,1008,2,0,0,8,0,0,0,0,2,94,14,6
VUT,0,0,0,0,0,0,0,0,0,0,36,4,0,0,0,2,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,2,16,10,0,2,2,2,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,6,4,0,0,6,0,16,0,0,2,10,0,4,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,2,0,0,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,16,0,0,0,4,4,0,0,2,0,0,0,0,6,0,4,0,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,2,0,0
WSM,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
XKX,0,0,0,28,0,0,2,0,2,0,0,18,2,0,2,0,2,0,6,2,0,8,4,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,6,0,0,4,0,0,0,4,0,4,4,0,2,0,0,4,0,0,0,6,4,0,0,0,0,0,0,6,0,0,0,0,0,0,14,0,4,0,2,2,0,0,0,2,18,2,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,4,0,0,2,0,16,0,0,0,4,0,0,0,0,0,0,2,2,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,2,8,2,0,6,0,0,2,0,0,0,0,0,12,0,0,0,2,6,10,0,0,0,0,0,0,2,2,0,0,0,0,2,10,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0
YEM,2,0,0,0,0,0,24,2,0,0,6,2,2,0,4,2,0,2,2,22,0,0,0,2,0,0,2,2,0,0,2,0,6,8,2,32,2,2,2,0,0,2,0,0,0,2,0,0,4,6,18,0,0,2,0,4,2,94,2,4,2,10,2,2,0,14,0,0,0,24,2,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,30,2,8,10,2,6,8,0,8,6,0,4,0,0,0,0,2,20,0,6,0,2,2,0,2,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,4,140,2,0,0,22,0,10,2,0,0,2,26,10,0,2,2,0,2,0,0,2,0,2,24,0,6,4,94,10,0,4,0,0,0,0,0,4,0,0,0,2,0,4,0,0,14,0,0,0,0,0,0,0,0,0,2,6,0,2,4,4,2,2,58,0,0,0,0,2,0,0,0,0,6,4,0
