,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
TON,0,0,0,0,1,0,0,1,1,0,0,9,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,2,1,1,1,1,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,1,1,0,1,1,1,1,1,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,3,0,1,0,0,1,1,1,4,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,4,0,0,0,0,1,0,1,2,1,0,1,1,0,0
TTO,0,0,0,0,3,0,0,5,7,0,0,20,4,0,0,7,2,0,1,0,4,0,3,2,3,0,4,2,12,13,2,0,2,0,22,6,6,10,1,3,0,0,0,7,1,0,4,2,0,3,1,6,14,0,1,20,1,0,3,7,0,6,3,2,4,0,0,14,0,0,1,52,4,3,0,0,1,0,0,4,2,0,1,0,3,1,3,0,4,2,27,4,3,0,1,5,6,15,3,6,0,0,0,0,0,1,5,0,0,3,0,0,1,0,1,0,0,0,3,0,4,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,2,0,5,1,0,0,4,1,0,7,4,2,7,2,1,5,6,0,0,0,4,0,8,5,0,3,3,6,0,7,4,1,3,0,0,0,2,3,0,0,3,0,0,3,1,3,10,0,1,1,0,0,0,0,3,0,0,0,0,0,2,5,0,6,1,3,3,2,78,0,0,0,3,5,0,3,0,0,0,0,8,2,0
TUN,0,1,0,3,8,0,0,83,16,6,0,57,89,2,1,114,9,0,4,8,13,16,0,7,5,0,0,3,64,2,3,3,2,1,195,81,23,81,8,18,4,0,0,16,0,0,4,3,0,0,9,26,150,1,0,19,2,148,10,76,0,383,15,7,27,3,0,1951,0,3,1,170,9,16,0,1,1,0,0,39,0,1,0,1,0,0,26,0,15,11,83,29,37,8,6,21,274,5,30,58,6,13,8,1,0,0,39,20,0,39,0,11,0,0,3,0,9,10,9,0,84,1,1,3,0,33,0,5,1,10,4,6,2,7,6,0,4,1,31,1,3,4,14,0,0,40,26,8,14,23,31,6,10,10,0,0,51,0,114,4,12,82,43,47,3,626,15,9,25,0,0,1,2,1,1,0,21,0,0,1,19,17,42,0,0,3,7,0,0,0,17,1,0,0,1,2,0,75,0,12,9,15,16,7,208,1,0,0,0,13,0,11,0,0,1,4,34,4,2
TUR,0,3,0,8,36,1,0,88,218,257,0,511,512,262,6,546,17,0,2,39,334,22,0,38,238,0,0,6,478,3,3,7,4,0,715,699,191,847,4,26,7,0,0,285,1,0,12,40,0,1,309,493,1476,0,0,404,2,117,128,327,0,1023,195,21,375,3,0,1099,1,7,0,1741,250,20,1,1,3,1,0,606,3,3,4,1,1,2,272,0,434,69,507,254,730,86,33,356,1268,10,49,508,68,25,35,2,0,0,457,51,0,40,1,15,0,1,131,0,191,26,158,0,138,2,6,1,0,270,0,52,1,29,8,12,21,9,0,0,15,2,353,5,5,1,76,0,0,760,300,17,194,28,477,15,62,40,0,2,598,1,477,7,131,198,478,604,7,504,14,5,141,0,0,1,2,2,1,1,354,0,3,3,197,212,538,0,0,3,12,0,0,0,221,3,5,0,1,5,75,0,0,358,14,12,230,18,3230,13,0,0,0,12,0,44,0,0,11,8,304,10,5
TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TWN,0,2,0,7,6,0,0,47,145,218,0,812,348,95,4,352,20,0,9,28,241,16,0,4,224,0,0,4,423,7,14,8,4,0,797,560,203,3818,6,23,7,1,0,257,1,0,19,5,0,1,140,349,1088,0,0,252,4,22,127,228,1,710,145,36,217,2,1,812,0,8,2,1517,228,17,0,0,5,0,0,291,2,1,4,0,1,1,151,0,347,208,897,180,213,19,31,228,801,10,40,1694,16,28,8,3,1,0,864,18,3,20,0,1,0,0,142,0,142,17,129,1,110,11,5,0,0,215,1,5,1,3,14,1,14,10,0,0,6,3,541,6,11,1,29,5,0,432,184,20,239,18,188,23,28,163,0,5,442,0,288,7,91,135,155,614,8,234,7,1,428,0,0,1,3,1,0,0,243,0,1,2,130,125,325,2,0,3,2,0,0,0,380,0,0,0,1,6,12,358,0,0,14,16,150,10,4620,8,0,1,0,7,0,300,0,0,1,8,215,10,0
TZA,0,3,3,5,3,0,0,11,8,1,0,86,19,0,9,61,29,0,24,35,7,6,0,3,1,0,0,2,42,2,2,7,14,1,82,149,15,61,20,39,26,4,0,18,0,0,14,2,0,0,3,11,141,0,0,88,0,10,11,22,0,71,11,63,34,1,0,63,0,6,14,385,3,54,0,10,13,1,4,15,0,1,2,1,1,0,6,4,4,23,54,19,13,6,7,14,53,5,12,42,8,183,10,0,0,1,31,4,2,12,1,2,0,0,7,3,3,10,4,0,9,0,2,8,0,21,0,1,21,1,9,1,3,42,1,0,6,61,19,13,5,9,71,2,0,82,97,26,28,4,37,10,33,22,0,6,11,1,20,1,7,9,12,21,29,27,10,18,15,0,0,1,7,0,0,1,11,2,2,2,8,3,97,8,0,4,0,0,4,4,28,0,0,0,1,1,9,14,0,14,0,126,7,3,598,0,0,0,0,4,0,20,0,0,0,5,177,49,32
UGA,0,3,4,5,5,1,0,12,14,1,0,101,29,0,12,104,22,0,35,21,9,6,0,5,5,0,0,6,49,4,4,6,13,0,149,121,20,52,24,54,38,7,0,26,0,0,11,3,0,0,3,15,100,0,0,75,1,9,12,25,0,43,14,58,27,1,0,83,0,6,7,516,5,66,0,14,21,2,1,21,0,1,4,2,1,0,8,5,7,18,53,30,17,10,11,18,52,10,13,37,6,188,7,11,0,0,20,4,2,13,4,0,0,0,10,2,2,8,6,0,10,0,2,5,1,22,0,1,13,1,8,1,5,31,1,0,8,50,26,11,5,6,111,0,0,94,74,23,26,8,19,13,21,18,0,7,15,2,22,3,6,10,20,21,44,14,22,24,21,0,0,1,15,1,0,0,13,4,2,2,9,5,108,8,0,4,0,0,5,3,31,0,0,0,1,3,15,12,0,16,126,0,10,4,833,0,0,0,0,6,0,20,0,0,0,5,215,52,51
UKR,0,1,0,6,8,1,0,17,47,167,0,116,336,33,4,308,8,0,2,11,201,10,0,19,235,0,1,4,368,0,4,7,0,0,128,428,53,479,0,10,7,0,0,218,0,0,8,31,0,1,129,427,974,0,0,183,1,19,122,149,0,522,185,10,303,0,0,730,1,7,0,919,158,8,0,0,2,0,0,291,0,0,4,0,0,0,207,0,318,39,287,313,152,19,14,103,578,3,20,250,119,9,12,0,0,0,307,3,0,14,0,1,0,0,124,0,285,13,246,0,10,2,19,1,0,231,0,20,0,10,5,12,6,8,0,0,1,0,157,5,6,0,14,0,0,279,113,10,139,9,166,10,54,94,0,2,1167,0,272,4,5,122,257,1151,7,41,3,2,33,0,0,0,1,1,1,0,185,0,0,0,287,136,298,0,0,0,2,0,0,0,168,2,0,0,0,3,16,230,0,150,7,10,0,4,922,14,0,1,0,2,0,85,0,0,4,4,78,9,1
URY,0,0,1,0,1,0,0,2,256,1,0,74,23,0,0,36,2,1,1,7,6,1,2,3,0,1,1,21,288,4,1,1,1,0,82,44,132,47,3,4,2,0,0,94,1,0,33,25,0,2,3,10,90,0,0,41,6,3,23,8,0,215,7,3,15,1,1,119,0,1,0,151,0,4,0,0,1,0,0,18,1,2,10,1,2,3,5,0,15,8,30,9,8,2,5,15,83,4,4,34,3,8,1,0,0,0,20,3,0,5,0,0,0,0,4,0,3,4,3,0,8,0,3,1,0,122,0,1,0,1,2,1,2,2,0,0,4,3,9,2,0,0,10,9,0,45,22,3,28,1,5,14,55,14,0,1,19,0,29,21,3,6,10,17,1,16,0,0,12,0,0,1,0,3,0,0,12,0,1,3,3,7,42,0,0,3,0,1,0,0,12,0,0,0,1,2,7,18,0,10,3,4,4,0,290,0,0,0,0,45,0,9,0,0,1,1,28,0,1
USA,5,28,30,11,46,6,0,937,2150,373,8,15541,4579,143,18,6251,89,2,118,730,628,87,48,50,327,33,36,101,9097,44,30,26,176,5,25003,11891,2781,52318,69,237,181,54,4,1840,1,7,367,179,12,17,386,2629,27069,3,23,5861,83,167,614,2069,6,12309,535,504,3124,45,1,18135,0,20,58,36520,405,508,3,53,98,7,13,2807,158,23,181,20,24,75,691,120,1991,478,7979,2465,2840,220,468,5254,15983,100,428,12819,240,1221,40,146,4,42,10563,218,50,597,74,41,5,89,367,17,483,244,336,4,299,50,56,150,5,3926,4,83,224,55,73,17,104,158,6,3,29,435,1231,70,48,40,687,114,0,11707,3534,338,2632,121,1422,371,937,593,10,62,4044,5,2627,71,149,1105,1282,4983,167,2868,73,195,3667,0,5,13,65,56,0,2,726,23,3,14,615,782,7905,49,6,23,29,4,8,25,2069,12,3,3,4,78,208,3230,1,4620,598,833,922,290,0,37,1,21,6,271,2,699,13,18,19,32,3537,352,175
UZB,0,0,0,0,0,0,0,6,5,7,0,14,8,2,0,7,0,0,0,1,6,0,0,0,7,0,0,0,12,0,0,0,0,0,7,16,2,45,0,0,0,0,0,5,0,0,1,0,0,0,3,18,52,0,0,2,0,1,3,9,0,24,4,0,9,0,0,15,0,0,0,30,10,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,6,2,18,5,7,0,2,3,20,0,1,20,19,1,2,1,0,0,18,0,0,0,0,0,0,0,4,0,3,1,4,0,3,1,0,0,0,9,0,0,1,0,0,0,1,0,0,0,2,0,13,1,0,0,1,0,0,7,2,0,5,4,7,0,3,1,0,0,11,0,10,0,0,3,3,69,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,3,7,1,0,0,2,0,0,0,6,4,1,0,0,0,1,13,0,8,0,0,14,0,37,0,0,0,0,0,0,2,0,0,0,0,5,0,0
VAT,0,0,0,0,0,0,0,1,3,0,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,8,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,1,18,0,0,3,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,21,0,0,0,0,2,0,0,0,0,0,0,2,0,0
VCT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,0,0,0,3,0,0,11,118,0,0,38,17,0,0,24,3,0,5,6,6,0,0,4,2,0,1,20,157,5,4,0,2,0,46,30,93,37,4,6,2,0,0,174,1,0,39,30,0,2,4,18,73,0,0,16,8,7,166,13,0,192,6,2,22,1,0,99,0,0,2,108,3,8,0,1,1,0,0,12,1,1,11,4,2,2,6,0,13,9,22,11,7,0,3,11,60,7,5,26,2,7,2,3,0,0,14,3,0,6,0,0,0,0,2,0,3,5,5,0,10,0,1,0,0,148,0,2,0,1,2,1,4,5,0,0,4,0,9,2,0,0,12,9,0,47,14,6,11,1,5,21,70,6,0,1,18,0,24,21,2,4,8,23,0,20,2,2,12,0,0,2,2,8,0,0,8,0,1,4,4,7,15,0,0,3,1,0,0,0,15,0,0,0,1,5,13,12,0,7,4,6,2,45,271,0,0,2,0,0,0,10,0,0,0,1,21,2,0
VGB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
VNM,0,2,0,7,4,0,0,18,18,4,0,537,55,3,5,189,18,0,11,53,17,9,0,4,16,1,0,4,143,2,20,7,2,0,121,155,35,461,9,28,13,7,0,107,0,0,20,15,0,0,6,75,414,0,0,66,1,25,22,71,0,165,30,17,53,5,0,513,0,8,4,554,7,26,0,0,11,1,0,52,0,1,3,1,1,2,13,1,49,104,189,103,73,21,13,34,229,6,27,666,12,40,8,34,0,1,558,6,31,13,1,1,0,0,21,0,4,19,7,0,13,0,3,3,0,45,0,3,2,1,28,1,11,15,0,0,6,13,154,3,10,0,37,5,0,194,79,40,68,9,44,15,32,135,0,6,160,1,51,5,10,11,127,281,12,61,6,4,146,0,0,2,2,7,0,0,31,0,2,3,17,9,87,1,0,2,5,0,0,1,236,0,0,0,1,3,11,44,0,300,20,20,85,9,699,2,0,0,0,10,0,0,1,0,0,5,69,12,1
VUT,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,2,0,0,6,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0,1,0,1,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,2,0,0,1,0,0
WSM,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,4,0,3,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,1,0,0,3,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,2,0,0
XKX,0,0,0,0,27,0,0,0,0,2,0,5,14,2,0,4,0,0,0,0,6,0,0,9,2,0,0,0,2,0,0,0,0,0,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,0,0,3,0,0,0,4,0,4,4,0,2,0,0,10,0,0,0,12,3,0,0,0,0,0,0,8,0,0,0,0,0,0,22,0,8,0,3,1,6,0,1,1,22,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,4,1,5,0,1,0,0,0,0,0,0,19,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,2,0,0,0,0,0,9,0,2,0,0,0,8,8,0,2,0,0,0,0,0,0,0,0,1,0,16,0,0,0,4,11,16,0,0,0,1,0,0,0,1,0,0,0,0,0,1,11,0,1,0,0,4,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEM,0,0,0,3,1,0,0,17,2,0,0,11,6,0,3,5,5,0,0,7,3,14,0,1,0,0,0,1,8,1,1,4,0,0,9,7,5,16,1,5,3,0,0,6,0,0,4,1,0,0,1,1,13,0,0,5,0,8,3,95,0,10,5,8,6,2,0,10,0,5,0,23,1,7,0,0,1,0,0,7,0,0,0,0,0,0,2,0,1,9,18,5,7,10,5,5,10,1,16,6,4,6,5,0,0,0,7,8,0,7,0,3,0,0,4,0,1,5,1,0,10,0,1,0,0,7,0,1,0,1,4,1,0,5,0,0,1,0,93,1,3,1,8,0,0,8,6,6,5,11,12,4,7,5,0,2,6,0,7,0,5,19,5,8,5,119,9,0,5,0,0,1,0,0,0,0,6,0,0,1,5,1,8,0,0,1,3,0,0,0,1,0,0,0,1,0,4,8,0,8,5,5,4,1,32,0,0,0,0,1,0,5,0,0,0,0,6,4,0
ZAF,1,3,5,8,4,0,0,66,274,132,0,1359,362,109,4,551,48,0,39,100,144,54,0,4,112,3,1,12,539,7,6,9,115,1,1011,791,342,860,21,152,36,8,1,207,1,2,37,48,0,2,21,283,1404,1,1,406,3,73,41,147,2,723,44,166,281,9,3,1096,0,9,12,2917,113,203,0,9,37,1,0,242,3,2,11,2,2,3,70,10,224,90,934,138,225,34,37,256,785,22,38,502,19,350,15,10,1,8,188,16,4,43,2,5,0,0,34,11,20,27,20,0,135,2,4,17,1,208,0,9,28,9,12,1,12,74,2,0,38,123,255,154,8,12,532,4,0,991,418,55,283,35,185,18,131,64,1,8,384,0,308,15,100,123,213,417,46,280,51,50,113,1,0,5,17,4,0,1,153,1,2,5,191,139,622,38,0,10,4,0,1,10,215,4,0,1,1,8,34,304,0,215,177,215,78,28,3537,5,0,2,0,21,2,69,1,2,0,6,0,142,254
ZMB,0,1,2,6,3,0,0,10,9,0,0,40,10,0,5,30,13,0,13,30,7,7,0,1,2,0,0,2,14,0,1,8,13,0,30,40,12,23,5,22,22,9,0,12,0,0,6,0,0,0,0,3,39,0,0,19,0,9,6,15,0,28,10,25,10,0,0,35,0,7,0,202,4,28,0,3,26,0,0,8,0,0,7,0,0,0,4,3,2,11,31,15,12,7,6,9,22,4,10,35,5,78,8,5,0,3,12,1,1,11,0,1,0,0,9,1,0,8,2,0,4,0,0,2,0,12,0,0,19,0,7,0,4,30,0,0,1,34,15,12,6,3,36,1,0,48,33,17,29,7,20,8,11,11,0,3,12,0,10,3,5,7,10,11,24,11,5,12,13,0,0,2,4,1,0,0,10,0,0,0,7,2,18,4,0,1,0,0,0,3,28,0,0,0,0,2,4,10,0,10,49,52,9,0,352,0,0,0,0,2,0,12,0,0,0,4,142,0,35
ZWE,0,0,2,0,0,0,0,5,7,0,0,31,1,0,0,20,3,0,8,7,0,0,0,0,0,0,0,0,17,0,0,0,24,0,28,42,6,22,2,6,1,10,0,7,0,0,0,1,0,0,0,2,21,0,0,20,0,1,0,1,1,7,0,12,2,0,0,28,0,0,4,163,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,4,28,2,7,0,0,1,12,0,1,5,0,55,0,5,0,1,3,1,1,0,0,1,0,0,1,2,0,1,1,0,4,0,0,1,0,12,0,0,1,0,1,0,0,13,0,0,0,54,10,16,0,2,15,0,0,24,8,3,3,0,13,0,5,2,0,0,7,0,1,0,2,3,0,3,4,1,0,8,4,0,0,0,10,0,0,0,1,1,0,0,0,6,12,6,0,1,0,0,0,1,12,0,0,0,0,0,2,5,0,0,32,51,1,1,175,0,0,0,0,0,0,1,0,0,0,0,254,35,0
