,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
TTO,0,0,0,0,0,0,4,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,16,0,0,0,0,46,0,0,2,0,0,0,0,0,8,0,0,2,2,0,0,0,10,0,2,0,2,0,0,2,0,2,0,0,4,0,10,2,0,86,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,18,2,0,0,4,2,10,24,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,8,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,90,0,0,6,2,0,0,0,0,0,0,4,0,0
TUN,0,0,0,4,0,0,12,16,2,0,34,22,6,0,102,4,6,0,0,22,0,2,2,0,0,0,22,2,0,0,0,0,198,62,10,68,8,8,0,0,0,10,0,0,2,2,0,0,8,112,0,0,14,2,90,0,48,0,344,4,0,8,0,2270,0,2,114,0,2,0,0,0,0,0,44,0,0,0,2,0,0,8,0,2,0,38,16,26,0,0,24,246,0,14,84,0,0,0,0,0,0,16,4,0,16,0,8,0,0,0,0,0,10,0,110,0,0,0,0,14,0,0,0,2,0,2,2,0,10,0,0,0,4,0,0,2,8,0,22,26,0,0,10,18,8,0,6,8,0,0,30,0,100,4,2,64,2,30,0,184,0,12,4,0,0,2,0,0,16,0,0,12,6,30,0,0,18,2,2,8,0,0,0,0,2,0,66,12,0,4,12,6,232,2,0,0,0,0,0,0,0,0,8,20,0,2
TUR,0,0,0,16,0,0,26,176,260,0,402,590,314,0,532,2,0,6,240,8,0,26,282,0,2,0,372,2,0,0,0,0,584,644,146,586,2,0,0,0,0,308,0,0,4,6,0,234,446,1622,0,0,316,4,40,2,272,0,932,186,2,366,8,1096,0,0,1634,286,4,0,0,0,0,0,656,8,0,0,0,0,0,218,0,416,16,428,100,438,10,8,314,1236,2,52,462,28,20,24,0,0,0,292,8,0,38,0,8,0,2,4,0,198,12,26,152,0,12,4,0,242,0,36,0,12,0,4,2,0,0,0,2,0,62,0,0,0,8,0,654,244,2,0,208,6,288,4,16,14,0,0,546,2,418,2,14,20,476,494,0,374,4,0,100,0,0,2,0,0,336,0,0,186,174,482,0,0,26,0,0,74,2,26,0,0,0,66,0,332,0,2,218,12,3912,12,0,0,14,0,8,0,0,0,2,210,2,0
TWN,0,0,0,0,0,0,14,168,270,0,882,406,114,0,310,4,10,22,180,16,0,2,268,0,0,2,360,6,6,0,0,0,876,696,220,3264,0,4,0,0,0,292,0,0,8,2,0,150,370,1244,0,0,244,2,6,0,208,0,684,152,2,402,0,1042,0,0,1702,274,0,0,0,0,0,0,404,0,0,0,0,0,4,158,0,320,94,888,118,210,2,18,232,726,0,6,1974,0,8,0,6,0,0,1076,4,0,16,0,0,0,0,12,0,186,4,10,120,0,10,2,0,248,0,0,4,0,0,4,8,2,0,0,4,6,178,0,6,6,14,2,400,230,12,0,260,0,172,8,10,128,0,2,482,0,340,0,0,22,206,694,0,120,0,6,438,8,2,0,0,0,260,0,0,246,162,282,2,0,2,2,0,296,0,0,0,0,2,12,332,0,18,2,204,2,7428,4,0,0,16,0,118,0,0,0,2,172,0,4
TZA,0,0,0,2,0,0,0,4,0,0,56,42,0,2,110,22,12,0,0,0,0,0,0,0,0,0,22,2,0,0,4,0,42,110,2,10,2,24,2,0,0,2,0,0,4,0,0,0,6,86,0,0,102,0,2,2,10,2,32,0,24,28,0,62,0,12,450,0,32,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,6,20,8,2,0,0,0,56,0,2,32,0,132,0,4,0,0,18,0,6,0,0,0,0,0,2,0,0,2,0,0,0,0,12,0,12,0,0,18,0,4,0,0,40,2,0,0,30,4,8,0,6,44,0,154,102,2,0,8,2,0,0,16,12,0,2,0,0,44,0,0,0,0,2,18,6,16,8,0,0,2,0,0,0,0,0,2,0,0,96,10,0,0,4,4,40,0,0,0,0,2,0,0,18,0,96,0,0,448,0,0,0,2,0,6,0,0,0,0,132,14,20
UGA,0,2,0,0,0,0,0,8,0,0,40,12,4,2,94,8,18,0,0,0,0,0,0,0,0,4,18,4,0,0,4,0,120,104,6,18,14,26,24,8,0,8,0,0,6,0,0,0,2,66,0,0,46,0,2,0,18,0,26,0,38,16,0,66,0,6,470,0,30,0,0,2,2,2,2,0,0,0,0,0,0,0,2,0,34,36,10,2,0,0,0,56,2,0,24,0,206,0,4,0,0,2,0,4,4,0,0,0,0,4,0,0,4,0,2,0,0,8,0,4,0,0,8,0,0,0,0,16,0,0,0,24,10,2,0,2,74,0,88,82,2,0,6,2,0,2,16,14,0,0,4,2,2,0,0,0,0,4,30,2,14,8,2,0,2,0,0,0,0,0,2,0,0,102,0,0,2,2,0,36,0,0,0,0,0,4,2,2,96,0,0,2,684,0,0,0,0,0,0,0,0,0,0,190,44,38
UKR,0,0,0,4,0,0,4,30,180,0,84,336,14,0,296,0,0,0,210,0,0,6,238,0,0,0,254,0,2,0,0,0,170,306,32,304,0,0,0,0,0,152,0,0,2,20,0,152,334,1320,0,0,78,0,8,2,150,0,428,172,2,290,2,804,0,0,680,164,0,0,0,0,0,0,214,0,0,0,0,0,2,194,0,266,2,226,76,158,2,4,136,480,0,4,264,24,2,2,0,0,0,334,0,0,8,0,0,0,0,0,0,242,2,34,8,0,30,0,0,264,0,6,0,2,0,2,6,0,4,0,0,0,22,0,0,0,2,0,180,64,0,0,162,2,150,2,20,6,0,0,970,0,222,0,0,0,124,1272,0,16,0,0,12,0,0,0,0,0,186,0,0,146,90,220,0,0,0,0,0,8,2,0,0,0,0,12,218,204,0,0,0,2,1232,28,0,0,6,0,6,0,0,0,0,44,0,0
URY,0,0,0,0,0,0,2,310,0,0,48,20,0,0,30,0,0,0,2,0,0,0,0,0,0,6,224,0,0,0,0,0,54,16,114,40,0,0,0,2,0,42,0,0,12,10,0,0,16,58,0,0,48,0,0,6,6,0,256,0,0,4,0,138,0,0,86,0,0,0,0,0,0,0,6,0,8,2,2,0,0,2,0,8,0,18,6,0,0,2,10,64,4,0,18,0,2,0,0,0,0,10,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,2,30,6,0,0,14,0,10,8,18,0,0,0,10,0,26,14,0,2,2,8,0,10,0,0,2,0,0,6,0,0,2,0,0,2,6,30,0,2,0,0,0,6,0,0,0,0,0,6,12,2,0,2,2,0,340,0,0,0,30,0,0,0,0,0,0,22,0,0
USA,52,10,0,30,0,0,602,3002,464,4,16868,5780,158,8,7774,38,104,508,582,36,44,66,396,26,54,142,9236,74,16,12,164,12,34498,13356,2756,42186,56,192,112,46,4,1742,0,0,478,134,6,474,2894,36776,2,18,6116,92,118,306,1854,12,15494,488,326,4020,38,24324,4,56,43230,448,310,0,2,64,10,10,4058,174,36,174,12,18,90,880,104,2402,530,8204,3030,2230,52,584,7738,21588,146,428,18760,98,1122,18,72,2,24,15534,256,40,432,14,32,4,72,138,12,438,228,96,274,24,90,148,2,4866,2,82,146,30,18,26,80,96,2,0,38,264,802,80,46,58,488,70,14520,4188,160,0,3328,118,1130,410,798,596,12,62,4798,6,3344,58,8,326,1306,5954,116,1828,74,158,4172,6,36,84,0,0,804,0,6,768,860,9100,22,16,64,4,22,2226,54,2,0,2,90,232,3912,7428,448,684,1232,340,0,66,26,6,544,4,372,10,2,0,32,3702,252,146
UZB,0,0,0,0,0,0,2,0,4,0,12,4,4,0,16,0,0,0,2,0,0,0,20,0,0,0,8,0,0,0,0,0,8,12,4,38,0,0,0,0,0,0,0,0,0,0,0,0,16,100,0,0,6,0,0,0,4,0,32,2,0,0,0,26,0,0,42,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,20,0,2,0,0,12,42,0,0,22,14,0,8,0,0,0,46,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,8,10,0,0,2,0,12,0,0,0,0,0,10,0,14,0,0,0,2,128,0,4,2,0,0,0,0,0,0,0,2,0,0,6,2,6,0,0,4,0,0,0,6,0,0,0,0,2,12,4,0,0,28,0,66,0,0,0,0,0,0,0,0,0,0,2,0,0
VAT,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,2,0,0,2,0,12,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,0,0,0,0,0,0,114,2,0,44,16,0,0,58,0,0,0,2,0,0,0,0,0,0,14,192,0,0,0,0,0,58,50,70,30,2,2,0,0,0,162,0,0,34,56,0,0,8,116,0,0,30,18,0,22,8,0,338,0,4,8,2,186,0,0,186,0,0,0,0,0,0,0,18,0,0,4,4,0,4,2,0,10,6,32,6,8,0,0,10,128,4,0,28,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,182,0,2,0,0,0,0,0,0,0,0,0,0,6,0,2,0,4,8,66,14,0,0,10,0,4,18,60,6,0,2,22,0,18,12,0,0,8,4,0,6,0,4,8,0,0,6,0,0,0,0,0,14,2,26,0,0,0,0,0,14,0,0,0,0,2,0,14,16,2,0,6,30,544,0,0,0,0,0,4,0,0,0,0,8,0,0
VGB,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
VNM,0,0,0,0,0,0,0,22,0,2,260,30,0,0,140,2,2,24,2,2,0,0,6,0,0,2,42,0,2,0,0,0,70,62,0,172,0,6,2,0,0,2,0,0,0,4,0,0,26,244,0,0,66,0,0,2,14,0,32,0,10,6,2,310,0,0,256,0,2,0,0,2,0,0,2,0,0,0,0,0,0,16,0,14,54,76,20,6,0,2,4,58,0,2,470,0,10,0,46,0,0,398,6,24,0,0,0,0,0,14,0,6,0,2,4,0,0,2,2,24,0,0,2,0,12,0,0,2,0,0,0,6,66,0,0,0,8,4,138,24,12,0,18,0,12,0,10,56,0,2,56,0,22,2,0,0,6,90,0,8,0,6,68,0,0,2,0,0,0,0,0,12,16,84,0,0,2,0,0,138,0,0,0,0,0,0,8,118,6,0,6,0,372,0,0,0,4,0,0,0,0,0,0,18,2,2
VUT,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,6,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
WSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
XKX,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEM,0,0,0,0,0,0,14,0,0,0,4,4,0,0,2,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,34,0,0,0,0,0,0,54,0,2,0,4,0,0,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,16,0,4,4,0,0,6,0,2,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,2,0,0,4,0,10,0,4,0,0,10,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,4,0,0,0,0,0,8,2,2,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,0,6,0,0,0,0,44,232,158,0,1208,322,118,0,522,14,20,14,28,0,0,0,120,0,0,2,396,2,6,0,98,4,810,772,238,588,20,126,38,8,0,156,0,0,16,18,0,8,258,1348,0,0,368,0,26,2,54,2,612,24,56,150,0,1152,0,8,2766,114,78,0,0,8,0,2,194,0,0,8,2,0,0,58,10,272,46,522,148,132,0,12,256,634,12,8,434,0,268,2,12,0,6,130,6,0,24,0,2,0,0,14,24,16,32,2,130,0,0,32,0,170,0,6,16,2,2,2,2,68,2,0,12,76,74,100,2,6,342,0,864,432,2,0,268,14,68,8,64,32,0,2,394,0,294,2,0,2,178,320,24,110,22,26,40,0,2,2,0,0,148,0,0,152,132,614,34,6,4,4,2,100,0,0,0,0,4,20,210,172,132,190,44,22,3702,2,0,0,8,0,18,0,0,0,0,0,96,158
ZMB,0,0,0,0,0,0,0,8,0,0,16,8,0,0,24,6,8,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,18,50,0,12,2,4,18,0,0,0,0,0,0,0,0,0,2,28,0,0,18,0,0,2,0,2,10,4,0,0,0,14,0,2,154,0,6,0,0,0,0,0,0,0,0,14,0,0,0,0,2,2,4,16,0,2,0,0,6,16,0,0,34,0,40,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,4,0,0,2,0,0,0,0,4,0,0,0,22,0,2,0,0,18,0,20,38,4,0,6,0,14,0,10,2,0,0,2,0,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,10,0,0,0,0,0,0,2,0,14,44,0,0,252,0,0,0,0,0,2,0,0,0,0,96,0,30
ZWE,0,0,0,0,0,0,0,4,0,0,10,10,0,0,14,2,8,2,0,0,0,0,0,0,0,0,16,0,0,0,22,0,22,30,0,22,6,10,2,4,0,0,0,0,0,0,0,0,6,18,0,0,14,0,0,0,12,0,0,0,6,0,0,42,0,2,160,0,2,0,0,0,0,2,0,0,0,2,0,0,2,0,2,0,2,30,0,0,0,0,0,12,0,0,10,0,30,0,2,0,0,2,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,2,0,4,0,0,4,0,0,0,0,10,0,0,0,34,4,2,0,0,12,0,64,18,2,0,0,2,0,0,6,8,0,0,0,0,0,0,0,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,20,0,0,0,0,0,2,0,4,20,38,0,0,146,0,0,0,0,0,2,0,0,0,0,158,30,0
