,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,YEM,YUG,ZAF,ZMB,ZWE
SDN,0,1,0,0,0,6,0,0,0,4,1,0,0,2,1,0,1,0,5,0,0,0,0,0,0,3,0,0,0,0,0,2,3,0,10,1,6,2,1,0,0,0,0,0,1,0,1,14,0,0,6,0,1,0,4,0,3,0,4,0,0,10,0,1,21,0,3,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,6,1,0,0,0,0,4,0,0,7,0,11,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,7,0,0,13,2,1,1,2,1,0,2,1,0,0,0,0,0,0,0,2,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,1,1,0,0,0,0,2,3,0,3,3,0,0,18,0,0,0,0,1,0,0,1,0,14,1,1
SEN,0,0,0,0,0,0,0,0,0,3,0,0,0,19,5,9,0,0,0,0,0,0,0,0,3,6,0,0,0,0,1,3,9,0,0,3,13,0,0,0,1,1,0,0,0,0,0,7,0,0,3,0,2,0,0,0,2,0,1,0,0,129,0,1,23,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,9,0,0,2,0,7,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0,0,7,0,2,0,0,10,0,0,0,0,0,3,0,0,1,0,0,0,5,1,0,0,6,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,2,0,2,2,2,0,0,50,0,0,0,1,3,0,0,0,0,5,0,1
SGP,0,0,0,0,0,10,16,0,0,465,30,0,0,29,0,0,2,0,0,0,0,0,0,0,0,20,0,1,0,0,0,199,91,4,1230,1,0,0,0,0,7,0,0,1,1,0,15,240,0,0,53,0,0,1,2,0,63,2,0,41,1,144,0,0,457,0,1,0,0,1,0,0,26,0,0,0,0,0,0,1,0,6,22,141,13,7,0,8,36,102,0,1,194,0,2,0,0,0,0,96,1,0,2,0,1,0,0,7,0,1,0,1,0,0,0,0,0,10,0,0,0,0,1,0,1,1,0,0,0,1,91,0,6,0,2,0,0,79,37,2,70,10,12,1,2,38,0,0,40,0,8,0,0,1,8,45,0,6,0,0,0,0,0,0,0,0,2,0,0,0,1,11,77,0,0,0,0,0,52,0,0,0,1,2,22,132,2,0,4,1,1253,0,0,0,2,12,0,0,0,0,10,0,1
SLB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1
SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,0,0,1,0,0,1,3,14,0,19,55,0,0,51,0,0,0,42,0,0,32,2,0,0,0,13,0,0,0,0,0,41,51,2,34,0,0,0,0,0,1,0,0,0,0,2,45,170,0,0,20,0,1,0,3,0,67,4,0,14,0,98,0,0,120,4,0,0,0,0,0,0,86,0,0,0,0,0,0,20,0,36,0,10,18,4,0,2,12,129,0,0,43,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,4,1,6,2,1,3,0,0,21,0,10,0,1,1,39,8,0,0,0,0,0,1,0,0,0,0,0,0,35,15,0,8,0,1,0,0,0,0,0,54,0,10,0,0,5,28,54,0,1,0,0,2,0,0,0,0,0,0,0,0,0,27,52,34,1,0,0,0,0,4,0,0,0,0,4,19,6,0,0,8,0,196,1,0,0,3,0,0,0,0,1,4,0,0
SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SVK,0,0,1,0,0,0,4,10,0,37,150,0,2,62,0,0,0,65,0,0,6,4,0,0,0,7,0,0,0,0,0,83,110,3,24,0,0,0,0,0,0,0,0,1,5,4,437,390,0,0,32,0,2,1,3,0,108,9,0,84,0,178,0,0,230,2,0,0,1,0,0,0,48,0,0,0,0,0,0,21,0,97,0,35,13,1,0,1,15,175,0,0,105,0,9,0,4,0,0,51,1,0,3,0,0,0,1,0,0,17,5,8,2,2,2,0,0,19,0,1,0,6,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,95,22,0,10,0,1,1,0,0,0,0,168,0,24,0,0,0,45,146,0,1,3,0,1,0,0,0,0,0,27,0,0,0,0,30,73,0,0,0,0,0,5,0,0,0,0,0,18,39,0,5,22,0,255,0,0,0,1,0,0,0,0,0,9,0,0
SVN,0,0,3,0,0,0,13,3,0,87,174,1,0,52,0,0,4,14,0,0,19,2,0,0,3,20,0,0,0,0,0,50,129,3,71,1,0,0,0,0,2,0,0,0,1,4,74,217,0,0,48,0,1,0,3,0,80,2,0,37,0,143,0,0,184,1,0,0,0,0,0,0,55,0,0,0,0,0,0,134,0,47,0,55,19,4,0,6,14,187,0,0,97,0,0,0,0,0,0,58,0,0,1,0,0,0,0,0,0,11,1,3,1,2,1,0,0,11,0,5,0,2,0,3,1,0,0,0,0,0,1,0,0,0,2,0,0,76,29,0,7,1,1,0,1,1,0,0,105,0,46,0,0,0,24,82,0,0,0,0,11,0,0,0,0,0,52,0,0,0,30,0,56,0,0,0,0,0,1,1,0,0,0,1,9,55,0,0,26,1,305,0,0,0,0,5,0,0,0,0,6,0,0
SWE,0,1,2,0,0,9,70,17,0,505,368,1,0,531,1,10,30,60,0,0,1,7,0,0,8,195,0,1,0,3,0,697,663,50,587,0,3,4,1,0,44,0,0,8,5,9,258,2134,0,0,1155,0,7,30,35,0,832,118,45,999,0,1250,0,0,2531,10,10,0,0,3,10,0,223,1,7,3,2,0,0,20,0,223,19,166,216,102,1,125,130,1153,0,1,500,2,18,1,2,0,0,110,4,2,8,0,0,0,2,17,0,91,15,32,8,3,3,2,0,90,0,6,5,7,0,9,10,2,0,0,3,2,13,2,3,1,12,10,0,964,960,2,98,6,24,4,16,7,0,2,395,0,201,0,0,0,92,469,1,10,6,3,77,1,0,1,0,0,34,0,0,0,73,56,0,0,0,0,1,1,67,1,0,0,0,4,114,53,32,36,79,12,3404,3,0,0,9,28,2,0,0,0,111,3,12
SWZ,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,2
SYC,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
SYR,0,0,0,0,0,0,2,0,0,10,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,3,0,0,0,7,1,4,0,6,0,0,19,0,0,16,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,5,0,2,1,0,2,6,0,7,4,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0
TCD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,17,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0
THA,0,0,0,0,0,3,13,0,0,224,52,1,0,32,1,1,22,2,0,0,0,0,0,1,0,24,0,4,1,1,1,103,54,7,158,1,2,0,1,0,6,0,0,1,3,1,10,147,0,0,32,0,1,1,3,0,33,0,1,21,0,135,0,3,347,1,2,0,0,3,0,0,12,4,0,4,0,0,0,1,0,7,51,72,4,10,0,1,12,50,0,0,570,0,4,0,24,0,0,78,0,14,1,0,0,0,0,9,1,1,1,0,2,0,0,2,1,19,0,1,1,0,6,0,4,1,0,0,0,2,122,0,0,0,10,0,0,70,16,6,36,0,10,3,8,41,0,3,10,0,18,0,0,0,2,13,2,3,1,4,52,1,0,2,0,0,4,0,0,0,5,1,67,0,0,0,0,0,0,0,0,0,2,0,13,49,6,14,0,1,929,1,0,0,3,50,0,0,0,0,20,1,5
TJK,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TTO,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,3,1,4,0,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,41,0,0,0,2,0,0,0,0,0,1,0,0
TUN,0,0,0,0,0,9,1,0,0,10,11,0,0,31,1,1,0,2,7,0,0,0,0,0,0,9,0,0,0,0,0,63,11,1,8,3,3,1,1,0,0,0,0,0,1,0,3,21,0,0,2,0,14,0,12,0,48,1,1,4,0,707,0,1,49,0,0,0,1,0,0,0,10,0,0,0,0,1,0,2,0,4,0,3,1,2,0,0,6,53,0,2,12,0,1,0,0,0,0,5,2,0,6,0,2,0,0,0,0,3,2,2,28,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,4,3,0,1,9,2,0,1,0,0,0,13,0,19,0,0,3,4,6,0,17,2,2,2,0,0,0,0,0,4,0,0,0,0,1,4,0,0,5,0,1,0,0,0,0,0,0,9,1,0,0,1,0,59,5,0,0,2,0,0,0,0,0,4,0,0
TUR,0,0,0,0,0,13,12,5,0,88,88,64,0,113,1,0,6,35,2,0,1,11,0,0,0,65,0,0,0,0,0,169,98,6,73,0,0,0,0,0,4,0,0,0,0,19,55,466,0,0,61,0,8,2,30,0,152,5,3,70,0,277,0,0,465,3,2,0,0,0,0,0,107,0,0,0,0,0,0,17,0,56,1,80,29,49,5,4,90,280,1,13,151,6,1,5,0,0,0,66,2,0,11,0,2,0,0,1,0,16,2,2,13,0,3,0,0,24,0,11,0,1,0,1,0,0,0,0,0,0,7,0,0,0,3,0,0,172,58,1,21,6,21,1,0,4,0,0,82,0,28,0,0,0,77,94,0,20,3,0,22,0,0,0,0,0,19,0,0,0,18,9,114,0,0,3,0,0,13,1,0,0,2,9,0,30,0,1,24,1,1452,5,0,0,2,2,0,0,0,0,31,0,0
TWN,0,0,0,0,0,3,15,16,0,230,75,0,0,48,0,1,3,14,0,0,0,3,0,0,0,43,0,3,0,0,0,306,158,16,796,0,0,0,0,0,4,0,0,3,0,4,21,292,0,0,16,1,0,0,26,1,138,2,1,59,0,256,0,0,389,3,1,0,0,0,0,0,18,0,1,0,0,0,0,7,0,25,13,223,10,9,0,5,52,157,1,0,676,0,1,0,0,0,0,262,0,0,0,0,0,0,0,3,0,10,0,3,5,0,3,0,0,21,0,1,1,0,1,0,1,0,0,0,0,3,26,0,0,0,4,0,0,70,22,0,29,5,6,2,0,26,0,0,105,0,13,0,0,0,17,200,0,6,0,2,132,0,0,0,0,0,6,0,0,0,39,55,53,0,0,0,0,0,49,0,0,0,1,1,30,0,0,1,23,1,2602,3,0,0,1,11,0,0,0,0,17,0,0
TZA,0,0,0,0,0,0,2,0,0,12,5,0,0,14,4,4,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,14,43,0,2,1,5,1,0,0,2,0,0,0,0,0,1,22,0,0,39,1,0,0,1,0,6,0,6,2,0,5,0,1,158,0,8,0,0,2,0,0,4,0,0,1,0,0,0,0,0,1,1,11,2,1,0,0,3,12,0,0,28,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,2,0,0,5,0,0,0,0,5,0,0,1,14,0,1,0,0,11,0,0,48,26,0,5,0,1,0,2,3,0,2,0,0,2,0,0,3,1,0,4,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,6,0,0,0,0,0,0,0,0,31,0,0,166,0,0,0,0,2,0,0,1,0,28,6,2
UGA,0,0,0,0,0,0,0,0,0,9,0,0,0,13,3,1,2,0,0,0,0,0,0,0,0,4,0,0,0,3,0,26,16,0,1,2,5,2,1,0,3,0,0,0,0,0,0,18,0,0,20,0,0,1,0,0,1,0,4,0,0,9,0,1,98,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,1,8,2,0,0,0,3,7,0,0,3,0,47,0,3,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,3,0,1,0,0,1,0,0,0,3,0,1,0,0,9,0,0,17,14,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,2,9,0,3,2,0,0,0,0,0,0,0,0,0,0,5,0,36,0,0,0,0,0,14,0,0,0,0,0,1,1,31,0,0,0,169,0,0,0,0,1,0,0,0,0,41,11,11
UKR,0,0,3,0,0,0,4,6,0,31,83,8,0,74,0,0,0,23,0,0,1,28,0,0,0,21,0,0,0,0,0,82,58,8,36,0,0,0,0,0,2,0,0,0,0,2,79,530,0,0,32,0,1,0,0,0,116,21,0,43,0,272,0,0,242,13,0,0,0,0,0,0,53,0,2,0,0,0,0,13,0,44,1,19,7,8,0,2,60,174,0,3,113,13,0,0,1,0,0,66,1,0,2,0,0,0,0,1,0,28,0,12,0,0,17,0,0,48,0,2,0,2,0,4,0,0,0,0,0,0,6,0,1,0,2,1,0,88,27,0,3,0,1,0,1,0,0,0,391,0,30,0,0,0,13,482,0,0,0,0,4,0,0,0,0,0,8,0,0,0,22,26,79,0,0,0,0,0,0,2,0,0,0,1,24,23,0,0,0,1,519,20,0,0,0,2,0,0,0,0,9,0,0
URY,0,0,0,0,0,0,74,0,0,12,6,0,0,5,0,0,0,0,0,0,0,0,0,0,5,75,0,0,0,0,0,13,6,31,4,0,1,0,0,0,10,0,0,2,5,0,2,30,0,0,9,0,0,1,0,0,57,0,0,0,0,40,0,0,21,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,2,5,5,0,0,0,8,14,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,1,4,2,0,0,1,0,6,7,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,121,0,0,0,11,1,0,0,0,0,3,0,0
