,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,XKX,YEM,ZAF,ZMB,ZWE
MSR,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
MUS,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,4,0,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0
MWI,0,4,0,0,0,2,0,0,0,0,14,2,0,0,26,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,24,2,2,2,12,6,2,0,0,0,0,0,0,0,2,20,0,0,4,0,0,0,0,2,4,0,10,12,0,32,0,2,206,0,16,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,4,22,2,0,0,0,6,0,0,2,0,38,0,2,0,0,0,0,0,0,0,0,0,6,8,0,6,0,0,0,0,2,0,2,0,0,6,0,0,0,0,6,0,0,0,0,0,2,0,2,12,0,38,8,2,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,6,0,2,10,4,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,2,4,0,0,0,0,0,0,2,56,22,2,0,184,0,0,0,0,0,2,0,0,0,86,30,6
MYS,0,0,0,0,0,0,26,20,4,0,470,38,0,0,72,0,0,66,10,2,0,4,0,0,0,0,64,0,6,0,0,0,184,48,12,306,0,0,0,0,10,0,0,2,18,4,2,16,216,0,0,24,0,18,2,76,0,86,2,0,6,2,142,0,0,818,0,4,0,0,0,0,48,0,0,4,0,2,0,6,0,12,236,610,38,396,16,4,54,102,0,24,462,38,2,0,20,0,166,2,8,8,0,4,0,0,18,0,2,0,0,28,0,0,4,0,12,0,2,0,0,6,2,8,0,0,0,8,0,0,0,0,0,16,4,114,26,6,84,14,82,8,6,86,0,6,64,0,34,0,4,10,42,50,0,60,24,0,280,0,0,2,0,0,6,0,0,4,16,44,0,0,4,0,0,258,0,0,0,0,2,20,118,0,4,36,4,544,14,0,0,8,0,50,0,0,32,38,0,2
NAM,0,6,0,0,0,0,0,2,34,0,46,6,0,0,6,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,12,0,12,0,0,4,0,2,2,0,0,0,0,0,0,0,0,32,62,0,0,4,0,2,0,0,0,8,0,2,2,0,42,0,2,54,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,38,0,0,0,6,10,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,4,0,12,10,0,4,0,0,0,0,2,0,0,36,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,56,0,0,0,0,0,0,0,0,0,76,4,0
NCL,0,0,0,0,0,0,0,0,0,0,62,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,4,2,0,0,2,2,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,4,0,0,0,4,148,4,0,28,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,2,0,18,0,0,0,0,2,0,2,10,0,4,0,0,0,0,2,0,0,0,8,10,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,54,0,0,0,0,0,0,8,0,0,0,0,0
NER,0,2,0,0,0,0,0,0,0,0,6,0,0,0,14,4,26,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,10,0,2,8,16,8,6,0,0,0,0,0,0,0,0,8,0,0,2,0,2,0,2,2,0,0,4,0,0,72,0,2,20,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,10,0,0,2,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,0,20,0,0,0,0,2,4,0,0,2,0,0,2,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,6,0,2,6,6,0,0,28,2,0,0,0,0,0,0,0,0,0,2,0
NGA,0,8,0,0,0,0,0,4,6,0,36,14,2,0,36,22,18,4,4,6,0,0,4,0,0,0,44,2,2,0,18,2,34,38,0,84,12,50,6,6,16,0,0,4,0,0,0,0,140,0,0,12,0,8,0,14,0,26,2,20,2,0,58,0,4,294,2,40,0,12,0,0,4,0,0,0,0,0,0,0,0,0,8,70,16,10,0,0,20,74,0,0,36,0,32,2,2,0,14,6,0,8,0,0,0,0,8,6,0,6,0,2,0,0,4,0,18,0,0,22,0,2,0,0,4,0,0,0,12,16,4,0,26,0,0,36,6,6,14,0,20,0,6,4,0,2,6,0,6,0,0,0,4,8,0,6,18,24,4,0,4,0,0,0,10,0,2,0,0,30,0,2,2,0,8,16,0,0,0,6,10,18,2,28,22,0,0,462,0,0,0,4,0,4,0,0,0,188,6,6
NIC,0,0,0,0,0,0,0,10,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,6,0,10,10,0,0,0,0,0,2,4,10,2,0,0,0,0,14,0,0,16,6,0,0,0,8,0,0,2,4,0,12,0,0,10,0,2,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,22,0,0,2,2,0,0,0,0,0,0,10,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,10,14,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,36,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,74,0,0,0,14,0,2,0,0,0,0,0,0
NLD,0,6,0,10,0,44,68,318,22,0,1952,1454,0,0,4748,26,14,30,132,0,0,12,28,0,2,32,778,2,0,2,2,0,3000,2758,178,1508,0,20,12,6,184,0,0,26,34,0,40,724,9686,0,2,1738,0,14,104,146,2,3216,118,62,1094,0,5448,0,14,10032,8,74,2,12,0,0,944,0,0,34,10,2,2,136,0,510,258,540,752,230,0,158,712,4710,4,16,1266,38,112,0,4,0,428,18,2,22,0,2,0,6,16,0,126,90,58,22,10,12,6,0,370,0,22,12,18,2,14,6,4,0,0,2,38,114,12,6,4,36,6,0,1256,16,342,14,52,12,40,34,2,4,1136,0,908,10,2,12,256,984,12,34,24,2,280,0,0,0,2,0,124,0,8,168,236,2428,0,6,6,0,4,198,0,0,0,4,24,462,180,90,54,184,38,11720,6,0,0,32,0,80,0,0,0,580,12,36
NOR,0,4,0,0,0,2,14,30,2,0,640,434,2,0,446,0,8,4,54,0,0,6,20,0,4,0,174,0,4,0,4,0,1074,578,30,560,2,0,2,0,32,0,2,6,10,0,36,234,2058,0,0,1342,0,6,4,36,2,988,90,54,780,0,1518,0,0,3056,12,4,2,4,0,0,306,0,4,4,0,0,0,40,0,156,4,166,184,62,0,210,216,1092,0,4,364,6,14,6,6,0,102,14,0,2,0,4,0,10,2,0,74,46,42,14,6,0,4,0,48,0,8,8,20,6,4,6,6,0,0,0,8,26,10,2,0,6,0,1256,0,34,136,2,14,0,22,4,0,0,374,0,228,0,4,6,78,446,0,14,4,4,88,0,0,0,0,2,38,0,0,68,78,2248,2,2,2,0,2,34,0,0,0,0,14,70,82,96,56,78,16,3472,14,0,0,4,0,28,0,0,0,300,14,10
NPL,0,0,0,0,0,0,0,0,0,0,20,6,0,0,28,0,0,28,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,32,0,18,0,0,2,0,0,0,0,0,0,0,0,0,22,0,0,8,0,2,2,0,0,0,0,2,2,0,20,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,108,0,4,0,0,2,18,0,0,76,0,0,0,0,0,26,0,2,0,0,0,0,0,8,0,2,0,0,2,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,2,6,0,0,0,6,0,16,34,0,6,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,26,0,0,0,0,4,0,6,2,4,0,2,140,4,0,0,2,0,4,0,0,0,2,0,0
NZL,0,0,0,0,0,0,22,74,0,0,2332,116,0,0,214,0,0,8,14,0,0,0,2,0,0,4,116,2,4,0,2,2,732,280,96,528,0,4,0,0,24,0,0,6,2,0,2,88,736,2,0,214,0,0,10,26,0,202,14,10,142,6,538,2,0,2004,2,2,2,10,0,0,48,0,0,0,0,0,0,24,0,36,34,94,144,46,2,14,76,404,2,6,358,0,28,0,6,0,94,2,4,10,0,0,0,0,6,0,12,4,2,4,2,0,2,0,44,0,0,0,4,0,0,6,0,0,2,2,0,84,4,18,0,14,0,342,136,6,0,4,38,0,2,18,0,8,88,0,36,0,0,6,4,72,0,6,0,0,160,0,0,0,0,0,12,0,0,20,8,206,2,0,0,0,0,90,0,0,2,4,2,46,66,6,4,12,8,2660,0,0,0,6,0,14,6,0,0,172,0,2
OMN,0,0,0,0,0,0,62,4,0,0,16,2,0,0,8,0,0,6,8,10,0,0,0,0,0,0,4,0,2,0,0,0,36,14,0,16,0,0,0,0,0,0,0,2,0,0,0,0,54,0,0,4,0,20,0,44,0,12,0,0,8,0,28,0,2,118,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,6,0,80,0,22,4,0,0,24,0,20,30,0,0,0,0,0,6,26,0,16,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,14,2,0,4,0,8,0,0,0,0,0,0,0,4,0,0,16,0,4,0,26,0,0,16,0,0,0,0,0,4,0,0,0,6,8,0,0,6,0,0,2,0,0,0,0,12,20,6,0,0,0,2,96,0,0,0,0,0,2,0,0,8,12,0,0
PAK,8,0,0,0,0,0,22,4,2,0,126,50,2,0,18,0,4,38,10,4,0,2,2,0,0,0,34,0,0,0,4,2,168,62,2,358,0,10,6,0,10,0,0,4,2,0,2,22,320,0,0,30,2,6,0,40,0,36,4,2,14,0,86,0,0,556,34,2,0,2,0,0,16,0,0,4,0,0,0,16,0,8,12,104,22,84,2,2,14,64,2,8,126,2,10,4,0,0,186,44,0,4,0,2,0,0,18,0,6,0,0,24,0,2,0,0,24,0,0,2,0,0,0,4,2,0,0,2,2,82,0,0,0,20,0,52,14,12,38,8,0,0,4,22,0,0,22,0,22,0,0,6,62,24,0,122,6,6,30,0,0,0,0,0,8,0,0,4,14,102,0,0,8,0,0,42,14,0,0,2,6,104,10,6,2,4,4,710,4,0,0,6,0,8,0,0,2,88,8,0
PAN,0,0,0,0,0,0,0,20,0,0,58,8,0,0,2,0,0,0,0,0,0,6,0,0,0,14,38,0,0,0,0,0,50,16,14,22,0,2,0,0,52,0,0,22,6,0,0,2,78,0,0,10,6,0,18,0,0,56,0,0,0,0,12,0,0,78,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,0,0,14,6,0,0,0,0,8,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,12,0,0,0,0,0,0,26,2,0,0,2,0,4,4,0,0,0,6,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,8,2,0,4,0,2,292,0,0,0,20,0,0,0,0,0,2,0,0
PER,0,0,0,0,0,0,0,108,2,0,50,12,0,0,72,0,0,8,0,0,2,6,0,0,0,62,168,0,0,0,0,0,96,56,96,38,0,4,2,0,90,0,0,34,22,0,0,4,80,0,0,16,22,0,68,6,0,174,0,2,24,0,130,0,0,234,0,4,0,0,0,0,8,0,0,8,6,0,16,2,2,6,2,42,12,0,0,8,6,56,0,4,36,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,82,0,0,4,0,0,0,0,4,0,0,0,4,6,0,0,0,6,14,40,22,0,2,0,4,26,0,6,0,0,22,0,22,24,0,2,4,16,0,2,2,2,8,0,0,12,0,0,2,0,0,0,6,40,0,0,0,0,0,16,0,0,0,0,2,6,6,2,6,4,22,752,0,0,0,102,0,2,0,0,0,28,2,4
PHL,0,0,0,0,0,0,2,22,0,0,144,18,0,0,58,2,0,16,4,0,0,0,0,0,0,0,34,2,0,2,0,0,54,46,6,118,0,0,2,0,14,0,0,0,6,0,0,10,114,0,0,12,0,2,2,0,0,18,0,2,22,2,88,0,0,108,0,4,0,0,0,0,0,0,2,4,0,0,0,4,2,0,60,72,6,6,0,2,4,28,0,2,290,0,14,0,22,0,84,2,8,0,0,0,0,0,8,0,0,0,0,0,2,0,2,0,24,0,0,0,0,10,0,2,0,0,0,0,0,86,2,2,0,4,4,34,4,0,18,0,22,2,6,0,2,4,12,0,4,0,0,0,0,6,0,0,0,0,78,0,0,0,0,0,2,0,2,0,0,12,0,0,2,0,0,108,0,0,0,2,0,4,94,8,6,0,2,402,0,0,0,10,0,32,0,0,0,20,0,0
PLW,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
PNG,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,8,0,2,0,0,0,0,0,0,0,0,0,2,6,0,0,2,0,0,0,0,0,8,0,0,2,0,4,0,0,26,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,8,2,0,0,0,0,4,0,0,12,0,4,0,8,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,6,0,2,0,2,0,4,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,6,4,0,0,0,66,0,0,0,0,0,2,0,0,0,2,0,0
POL,0,2,0,4,0,0,8,116,102,0,618,666,4,0,1000,2,0,6,314,0,0,8,182,0,0,8,294,0,0,0,2,2,912,956,128,492,0,4,0,0,36,0,0,12,14,0,42,894,4090,0,0,492,0,24,8,66,0,1514,128,6,496,0,2786,0,0,2648,20,2,0,0,0,0,542,4,2,0,0,0,0,198,0,458,8,438,218,40,2,28,274,1934,0,14,878,42,2,0,0,0,376,8,0,4,0,0,0,2,0,0,202,18,78,10,8,56,0,0,148,0,14,0,8,0,26,34,0,0,0,0,0,64,36,10,0,6,0,1136,374,0,88,0,22,2,22,12,0,0,0,2,374,0,0,6,344,1260,0,24,2,4,104,0,0,0,0,0,144,0,0,424,238,978,0,0,8,0,0,38,0,0,0,0,16,230,162,0,2,732,6,4014,14,4,0,8,0,28,0,0,0,166,0,0
PRK,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRT,0,26,0,0,0,4,10,118,20,0,262,364,0,0,552,4,2,0,82,0,0,0,28,0,0,8,1014,2,0,0,0,0,390,536,92,276,0,4,4,2,30,0,12,8,54,0,36,240,1544,0,0,344,4,16,4,54,0,2446,36,4,222,0,1630,0,6,2344,8,4,0,4,4,2,274,0,0,4,0,0,0,42,0,230,6,246,158,38,6,22,174,1182,0,4,298,4,10,0,2,0,90,2,0,12,0,2,0,2,2,0,38,32,38,48,16,0,2,0,106,0,10,0,2,0,0,2,54,2,0,0,0,34,0,4,0,6,0,908,228,0,36,4,22,4,22,4,0,0,374,0,0,4,0,0,120,254,0,26,6,4,28,0,0,4,0,0,50,2,0,44,112,512,0,4,0,0,0,36,0,0,0,4,58,118,44,10,6,78,22,2184,22,0,0,28,0,16,0,0,0,116,0,0
PRY,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,0,0,0,0,0,2,2,16,0,0,0,0,0,16,0,2,6,6,0,0,0,4,0,0,0,8,0,12,0,0,34,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,4,24,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,62,0,0,0,18,0,0,0,0,0,0,0,2
PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,8,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,22,2,0,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
QAT,0,0,0,0,0,0,66,0,0,0,20,4,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,72,10,2,40,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,4,0,0,0,46,0,8,0,0,4,0,44,0,0,100,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,28,2,8,4,2,8,8,0,20,8,0,0,0,0,0,24,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,6,0,6,16,6,0,2,0,0,0,6,0,0,0,2,0,0,4,0,40,2,0,4,0,0,0,0,0,16,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,16,6,4,2,0,0,0,178,0,0,0,0,0,0,0,0,8,4,0,0
ROU,0,0,0,0,0,0,4,40,40,0,62,218,2,0,298,0,0,0,186,0,0,16,12,0,0,0,76,0,0,0,0,2,242,274,18,166,0,2,0,0,12,0,0,12,12,0,36,162,1020,0,0,86,0,18,2,34,2,442,38,0,106,0,1194,0,2,556,8,4,0,0,0,0,234,2,0,0,0,0,0,66,0,378,2,156,62,36,6,16,72,810,0,2,212,4,2,0,0,0,46,8,0,6,0,0,0,2,0,0,28,10,14,12,2,64,0,0,68,0,10,2,6,0,26,26,0,2,0,0,0,42,0,0,0,4,0,256,78,0,4,0,62,0,4,0,0,0,344,0,120,0,0,0,0,240,0,8,0,2,40,0,0,0,0,0,102,0,0,128,86,218,0,0,0,0,0,6,0,0,0,0,14,166,50,0,0,46,0,886,0,0,0,6,0,0,0,0,0,56,0,0
RUS,0,0,0,0,0,0,30,176,148,0,542,568,70,0,750,0,4,0,254,0,0,4,478,0,0,2,452,0,0,0,2,0,1210,1172,148,932,2,2,0,0,102,0,0,14,14,0,26,646,5682,0,0,306,2,18,86,28,0,1332,126,2,1008,0,3316,0,0,3080,98,0,2,2,0,0,442,0,4,0,0,0,0,114,0,314,12,518,244,52,0,32,522,2146,2,4,1600,188,6,24,0,2,778,4,2,12,0,0,0,0,2,0,140,8,108,10,2,76,0,0,320,0,6,0,0,0,32,82,0,0,0,2,0,50,0,2,0,8,0,984,446,0,72,4,24,6,16,6,0,2,1260,0,254,0,0,4,240,0,2,10,2,2,52,0,0,0,0,0,142,0,2,382,134,888,0,0,2,0,0,30,18,6,0,0,8,188,448,4,0,1066,6,5580,116,0,0,6,0,40,0,0,0,90,0,0
RWA,0,0,0,0,0,0,0,0,0,0,2,0,0,2,38,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,10,0,0,4,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,16,0,0,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,8,0,0,0,0,2,0,0,0,6,0,2,0,6,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,8,24,0,0,72,2,0,0,0,0,0,0,0,0,14,8,4
SAU,0,0,0,0,0,0,76,6,0,0,96,26,2,0,30,0,0,0,6,38,2,2,0,0,0,0,34,2,0,0,0,0,260,30,6,98,0,0,2,0,0,0,0,0,2,0,0,12,180,0,0,14,0,86,0,758,0,60,0,10,10,0,124,0,0,338,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,4,2,172,30,14,2,2,10,60,0,46,80,0,2,0,0,0,58,56,0,26,0,8,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,60,2,0,0,6,0,34,14,0,6,26,122,0,2,0,0,0,24,0,26,0,2,40,8,10,0,0,32,0,30,0,0,0,0,0,4,0,0,6,0,34,0,0,10,0,0,4,0,0,0,4,50,48,22,0,8,0,0,580,2,0,0,0,0,0,0,0,14,32,0,0
SDN,0,4,0,0,0,0,4,0,2,0,14,12,0,0,4,2,8,0,4,12,0,4,0,0,0,0,6,0,0,0,2,0,8,14,0,38,2,10,4,2,2,0,0,2,0,0,0,4,66,0,0,4,0,10,0,22,0,4,2,8,2,0,32,0,4,84,0,6,0,2,0,0,4,0,0,0,2,0,0,2,0,0,0,20,4,8,0,0,4,16,0,8,26,0,20,0,0,0,2,10,0,2,0,0,0,0,8,0,2,0,0,6,0,2,2,0,2,0,2,8,2,0,0,0,2,2,0,0,2,24,2,0,2,18,0,24,4,2,0,0,6,0,2,0,0,2,2,0,6,0,2,2,0,2,2,32,0,6,0,0,0,0,0,0,2,0,0,0,2,20,0,0,6,2,2,6,2,0,0,0,6,4,2,8,14,0,0,60,0,0,0,0,0,2,0,0,2,20,6,0
SEN,0,2,0,0,0,0,0,0,4,0,10,4,0,0,42,14,36,4,0,2,0,0,4,0,0,0,14,0,0,0,4,10,20,24,0,4,8,50,12,6,4,0,0,2,0,0,0,2,22,0,0,8,0,2,0,6,2,14,0,4,0,0,312,0,8,44,0,18,8,6,0,0,0,0,0,0,2,0,0,0,0,0,2,6,8,0,0,0,0,32,0,0,4,0,12,0,12,0,0,0,2,0,0,0,0,0,6,2,0,2,0,20,0,0,12,0,4,0,4,22,0,0,0,0,6,18,0,2,10,0,2,8,14,24,0,2,4,0,0,0,6,0,2,0,0,4,4,0,4,0,0,0,2,2,4,0,6,0,2,0,0,0,0,0,4,0,0,0,0,6,0,0,0,2,2,14,0,0,0,0,8,2,4,22,10,2,0,120,0,0,0,0,0,4,0,0,4,20,6,2
