,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
GUF,0,0,4,0,0,2,0,0,14,0,0,22,12,0,0,30,2,2,0,2,2,0,0,0,0,0,0,10,56,4,2,0,2,2,18,24,10,6,14,4,0,0,0,24,0,0,6,0,0,0,0,10,18,0,0,8,0,0,10,2,0,24,4,0,4,2,0,172,0,0,4,48,0,2,0,0,0,0,0,6,2,0,2,0,10,2,0,0,2,4,14,0,4,2,0,2,14,0,0,12,0,2,0,0,0,0,6,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,2,4,0,0,0,2,4,0,0,2,0,4,2,6,0,2,0,0,16,10,0,0,8,0,2,8,10,0,0,0,10,0,8,2,0,0,0,4,6,0,2,0,4,6,0,0,0,0,0,0,0,4,0,0,14,4,4,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,2,4,2,0,58,0,0,0,10,0,12,0,0,0,0,14,0,2
GUY,0,0,0,0,0,0,0,0,2,0,0,16,6,0,0,8,2,0,0,4,0,0,2,0,0,0,0,14,24,0,2,0,0,2,12,8,8,12,10,6,0,0,0,14,0,0,4,2,0,0,0,4,14,0,0,4,0,0,12,0,0,10,2,4,8,0,0,22,0,0,4,46,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,6,2,0,0,2,0,2,0,0,6,0,6,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,0,0,2,0,6,0,2,0,4,0,0,20,4,2,0,10,0,0,10,18,2,0,0,4,0,10,0,0,0,0,2,4,0,6,0,0,0,2,0,0,0,0,0,0,2,0,0,8,2,0,8,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,2,2,2,64,0,0,0,10,0,2,0,0,0,0,6,0,0
HND,0,2,4,0,2,2,0,2,28,0,0,14,2,0,2,10,2,0,2,2,2,0,0,0,0,2,0,18,110,8,2,2,2,0,18,42,20,42,6,4,6,0,0,112,0,0,34,6,0,0,0,6,48,0,0,2,22,2,16,6,0,76,2,8,6,0,0,60,0,0,4,84,2,4,0,0,0,0,0,6,2,0,28,2,0,0,2,8,4,4,14,28,2,0,6,4,42,8,0,4,2,16,0,4,0,0,2,0,2,2,0,0,0,0,2,2,2,4,2,0,4,0,0,2,0,54,0,0,4,2,2,0,0,8,0,0,0,4,4,2,0,0,14,30,0,40,8,0,0,12,2,2,28,44,36,0,2,28,0,4,6,2,0,0,32,32,6,2,0,4,8,0,0,0,2,28,0,0,6,2,0,0,2,2,8,0,0,0,0,0,0,2,12,0,0,0,0,2,4,4,0,4,10,6,28,20,210,0,0,0,8,0,32,0,0,0,0,16,2,4
HRV,0,4,2,2,84,4,0,80,154,444,0,684,1156,184,2,926,20,0,6,32,546,14,4,388,300,2,0,4,814,4,6,0,12,0,514,1050,130,924,6,22,18,0,0,360,0,2,16,168,0,0,388,1066,1950,0,0,674,8,78,264,352,0,1414,492,40,834,2,0,1562,2,4,0,2246,324,34,2,0,12,0,0,994,0,4,26,0,0,2,0,2,966,202,778,576,422,20,92,410,2022,12,40,580,22,26,30,4,0,2,658,26,2,52,4,12,2,6,204,0,524,76,434,0,34,2,42,4,0,588,0,204,0,134,2,176,6,16,2,0,6,10,324,4,0,0,56,4,0,848,592,30,0,372,18,538,20,220,64,0,0,1188,2,866,32,12,0,288,630,966,2,332,6,8,132,2,0,2,0,4,6,0,946,0,0,0,492,954,786,0,2,4,10,0,2,8,468,6,4,0,2,2,66,770,0,354,10,12,632,34,1758,66,0,2,44,0,56,0,0,58,10,340,12,0
HTI,0,2,2,0,2,0,0,0,6,0,0,18,2,0,2,8,6,0,10,4,0,0,0,0,2,0,0,0,24,2,2,0,12,0,36,16,6,4,6,6,6,0,0,4,0,0,0,4,0,2,0,2,6,0,0,0,16,2,2,4,0,10,2,16,4,8,0,30,0,0,2,56,0,16,0,4,0,0,0,4,0,0,10,0,0,8,2,0,2,16,28,4,0,2,0,4,14,6,2,2,0,16,0,6,0,2,2,0,4,0,6,2,0,0,2,6,2,2,0,0,2,0,0,4,0,8,0,0,6,2,0,0,0,6,0,0,0,22,4,2,0,6,10,4,0,4,2,8,0,6,2,2,8,14,4,0,10,4,0,4,2,2,0,0,4,4,8,2,2,8,2,0,0,0,10,8,2,0,2,2,0,0,0,0,6,2,0,0,0,0,0,8,16,0,0,0,0,4,2,2,0,0,18,26,4,0,262,0,0,0,0,0,4,0,0,0,0,16,12,16
HUN,0,2,2,0,44,6,0,310,460,640,0,1348,2046,394,2,1576,10,0,12,18,678,4,0,76,520,2,2,14,1346,12,10,0,6,0,1252,2012,430,1870,14,24,14,2,2,600,0,4,26,176,0,2,370,1970,4342,0,0,1340,12,48,290,500,2,2366,542,16,1248,16,0,2840,2,0,4,4846,556,14,0,4,6,6,0,1388,0,4,20,2,0,4,966,2,0,212,1170,756,474,48,104,800,2916,10,62,1538,50,26,24,2,0,4,1144,32,2,42,0,4,0,6,196,0,696,112,566,0,256,58,54,6,0,668,0,104,0,118,2,60,14,12,0,0,26,6,386,2,4,0,28,4,2,1926,980,12,0,434,14,532,20,234,62,0,0,2174,0,1192,16,76,0,262,1516,1716,2,382,16,14,168,0,0,2,0,4,6,0,942,0,0,0,1040,806,1748,4,0,2,12,0,4,6,490,4,0,0,4,6,34,1134,2,794,4,12,840,50,4456,62,6,0,54,0,190,2,6,16,4,662,4,2
IDN,0,14,6,2,12,4,0,60,70,182,0,1302,282,160,2,194,18,0,10,160,24,14,4,10,6,2,2,14,342,14,72,8,18,4,266,348,78,862,22,48,24,8,0,86,0,2,24,176,2,2,12,212,850,0,0,268,6,30,36,120,0,190,52,70,280,20,0,634,2,6,6,1374,18,58,0,8,12,2,0,216,0,2,14,4,6,4,202,16,212,0,646,60,94,66,14,54,390,10,54,2298,12,90,16,96,4,4,818,28,36,10,12,4,0,2,58,0,28,10,8,0,28,2,8,10,6,264,0,12,6,14,64,4,16,26,0,0,6,16,1678,4,8,12,96,8,2,988,290,114,0,240,18,364,34,228,296,2,20,256,0,96,22,20,0,36,224,282,12,180,16,20,462,0,0,2,6,10,2,0,50,0,0,4,184,26,328,2,0,4,12,0,2,12,748,4,0,0,4,2,22,284,2,708,40,42,194,24,1468,8,0,0,38,0,314,2,6,2,10,304,20,12
IND,0,40,8,6,30,4,0,884,576,474,0,5302,1540,186,8,1672,50,0,44,682,490,58,8,50,334,6,2,30,2634,20,46,62,80,2,3698,2626,778,7262,36,152,44,24,0,684,4,6,74,202,0,0,352,1558,5840,0,0,1376,16,190,340,1526,10,3076,536,600,1348,78,2,4238,2,6,14,9382,366,170,0,10,50,2,0,1236,16,2,60,14,6,14,778,28,1170,646,0,956,1594,250,74,1204,3998,24,326,4042,184,328,42,90,4,10,5530,134,24,168,22,54,0,2,434,2,530,82,472,0,228,62,30,20,14,1482,0,72,38,64,90,62,140,62,4,0,86,110,2570,56,16,24,658,12,2,2366,1104,538,0,834,440,1674,90,374,418,0,34,2090,2,1496,48,56,0,624,930,2886,44,4432,70,58,1968,4,0,6,18,12,2,0,634,2,0,4,614,520,1972,12,0,10,32,0,14,36,1540,40,0,10,4,48,258,1788,2,2402,184,172,744,108,18960,84,8,2,68,0,1058,4,8,14,90,2264,82,108
IRL,0,6,6,2,38,6,0,138,208,296,0,2312,1322,12,2,1820,16,0,12,56,440,24,2,58,300,2,6,6,1236,8,8,4,14,4,1902,1924,244,2428,8,26,20,2,0,490,0,2,26,18,0,2,400,1014,3656,0,0,1394,8,116,288,460,0,2900,470,30,1198,8,2,3158,4,0,0,10096,308,46,0,0,18,0,0,1088,0,12,8,0,2,28,576,4,756,60,956,0,470,44,174,514,3236,8,52,866,40,58,18,12,0,8,656,28,2,92,2,12,0,4,182,0,588,120,526,0,38,8,42,8,0,448,0,80,0,142,4,66,12,14,2,0,6,48,462,20,10,2,84,4,2,2424,804,24,0,756,28,424,14,54,156,0,0,1394,0,1204,20,20,0,370,638,1026,14,436,20,12,342,0,0,6,4,4,10,0,458,0,0,2,334,426,1646,2,0,6,10,0,4,12,360,8,4,0,4,8,68,686,2,398,32,36,644,54,5912,70,2,0,36,0,202,2,2,16,12,406,36,12
IRN,0,38,2,2,16,4,0,314,198,296,0,3192,804,136,0,980,24,0,10,94,350,16,0,30,300,2,2,10,890,14,14,2,16,2,3702,1008,356,2994,12,78,22,2,0,542,0,4,36,12,0,0,344,754,2774,0,0,924,2,160,316,704,2,1854,358,202,874,12,0,1728,2,4,2,3558,412,74,0,6,18,0,0,678,6,2,6,4,0,2,422,0,474,94,1594,470,0,674,52,140,2856,18,142,782,110,54,36,6,0,2,1394,320,2,132,12,18,2,2,202,0,354,56,280,2,72,2,18,8,0,564,0,36,4,52,4,62,6,22,0,0,20,8,1682,4,6,0,198,4,2,1078,472,50,0,592,200,916,26,70,92,0,0,1060,8,956,32,60,0,516,348,894,0,920,40,18,350,0,0,2,0,4,0,0,476,2,0,0,178,126,1060,6,0,4,64,0,4,12,514,50,0,0,4,8,210,1886,2,548,18,24,334,40,7154,66,0,0,40,0,1110,2,6,10,18,646,18,16
IRQ,0,6,0,2,6,2,0,138,32,4,0,552,26,16,2,72,12,0,2,64,24,28,0,6,6,0,0,2,54,2,10,0,14,2,146,38,20,434,4,16,4,0,0,44,0,0,2,0,0,0,16,40,196,0,0,34,2,56,24,224,2,104,16,42,32,0,0,158,0,4,0,1332,12,18,0,2,0,2,0,20,0,0,4,2,0,0,20,2,48,66,250,44,674,0,16,28,184,0,124,94,12,28,12,4,0,2,94,76,2,48,6,38,0,0,18,0,4,0,0,0,30,0,0,2,0,40,0,2,2,10,2,2,0,10,2,0,14,4,1054,8,2,4,86,2,0,64,28,16,0,50,78,150,6,24,20,0,2,110,0,68,8,36,0,48,112,98,4,314,30,6,24,0,0,0,0,0,2,0,38,4,0,0,16,10,132,2,0,0,10,0,2,2,26,4,0,0,0,0,32,364,0,42,6,10,24,0,808,0,0,0,4,0,200,2,0,2,32,100,6,4
ISL,0,4,2,0,14,4,0,32,38,10,0,366,220,6,0,244,6,0,0,10,80,4,2,38,26,2,4,2,106,10,6,2,6,0,358,308,52,238,4,6,2,2,0,40,0,2,12,6,0,0,54,186,668,0,0,790,2,10,22,22,0,494,196,8,510,6,2,486,18,0,6,1240,32,12,0,0,4,2,0,150,0,38,2,0,2,6,92,0,104,14,74,174,52,16,0,124,452,10,6,136,10,16,10,2,0,0,72,10,0,22,2,0,0,4,18,0,104,50,76,0,12,6,18,0,0,72,0,34,0,52,2,6,2,6,0,2,2,6,22,2,4,0,26,0,0,556,674,12,0,86,2,36,14,14,22,0,2,308,0,250,10,4,0,20,144,196,2,52,2,6,98,0,0,2,0,2,2,0,56,0,0,0,90,108,1008,2,0,4,0,0,2,4,28,8,0,0,2,2,8,154,0,66,4,8,30,16,1054,2,0,0,12,0,12,0,0,8,2,88,4,2
ISR,0,4,2,0,42,4,0,342,584,268,0,2022,1204,216,2,1370,14,0,8,38,302,10,16,64,286,4,8,12,1024,10,8,0,10,0,2808,2054,584,2446,8,28,22,0,0,430,0,2,32,18,6,0,178,978,5214,0,0,1290,10,52,42,146,0,2730,204,40,760,2,0,3286,0,2,6,5308,302,28,2,2,18,2,0,1074,4,6,20,2,0,4,410,4,800,54,1204,514,140,28,124,0,3670,12,60,1360,54,32,20,6,0,4,672,28,4,124,4,14,0,6,62,0,202,76,160,0,260,20,68,10,0,398,0,96,8,98,6,36,12,16,0,0,8,20,148,10,4,0,58,6,0,2266,822,22,0,364,32,120,38,72,82,2,0,1256,0,910,38,156,0,56,664,1536,10,222,20,16,534,0,0,2,4,6,4,0,528,0,0,0,386,528,1502,0,0,2,10,0,2,10,166,8,0,0,2,4,60,890,0,584,20,28,252,60,12406,22,2,0,40,0,72,0,2,20,4,682,12,2
ITA,0,8,20,2,274,10,0,830,1882,772,2,8370,6926,416,2,9334,64,2,54,198,1300,80,6,170,660,12,14,60,6100,24,30,10,36,2,8912,13358,2026,9046,44,218,50,42,2,1392,2,10,140,296,22,2,914,4582,24804,2,0,5792,26,578,556,1382,2,20186,1066,198,3784,38,8,23026,2,4,38,33198,682,158,6,10,40,6,0,5614,20,16,42,14,2,42,2022,14,2916,390,3998,3236,2856,184,452,3670,0,32,270,6044,220,260,50,30,0,4,3320,156,22,486,18,58,0,22,292,2,1100,516,772,0,608,122,114,56,14,2220,0,256,32,446,20,180,158,96,2,0,94,54,848,42,20,24,394,22,2,13228,3890,94,0,1600,152,1294,82,466,310,4,4,6496,8,5112,76,166,0,646,2862,5326,18,1522,80,72,1412,4,0,6,18,20,60,0,1816,12,0,4,1400,2106,7952,12,0,6,58,0,6,50,1062,42,2,0,4,20,738,3514,2,1884,124,126,1380,214,36612,100,40,0,186,4,582,2,8,40,28,2160,58,42
JAM,0,0,2,2,6,0,0,16,16,2,0,30,14,0,0,16,8,0,2,6,6,0,12,6,4,0,2,2,40,32,2,0,4,0,52,32,20,34,4,8,6,0,2,28,0,2,6,6,0,4,4,6,26,0,0,16,12,6,8,16,0,22,10,14,18,6,0,42,2,0,2,118,6,12,0,0,4,0,0,12,0,2,2,0,0,8,12,6,10,10,24,8,18,0,10,12,32,0,8,24,2,16,2,4,0,0,16,6,2,2,2,2,2,0,8,2,6,2,6,0,6,0,2,4,0,26,0,4,6,4,2,2,2,4,0,0,4,8,14,2,2,0,24,4,2,36,12,4,0,18,4,8,12,12,4,0,2,14,0,12,6,4,0,4,8,12,4,18,4,10,18,0,0,2,0,6,0,0,8,2,0,0,8,6,16,0,0,6,2,2,2,2,8,2,0,0,4,32,8,14,2,12,10,14,8,4,216,0,0,0,6,0,10,2,4,2,2,24,6,4
JOR,0,10,0,2,14,0,0,446,50,10,0,308,116,12,2,82,16,0,4,54,14,30,0,10,14,0,2,6,120,6,6,0,14,2,352,102,32,274,4,28,10,2,0,52,0,2,18,10,4,0,26,30,436,0,0,52,4,86,12,350,0,158,28,52,76,4,0,140,2,4,0,630,22,34,0,2,8,0,0,66,0,2,4,0,0,0,40,2,62,54,326,52,142,124,6,60,270,8,0,162,110,32,16,4,0,2,104,92,0,136,10,32,0,2,20,0,18,4,6,0,86,2,4,2,0,60,0,8,2,14,2,6,10,18,0,0,2,8,286,2,2,0,70,6,2,114,56,22,0,60,92,226,14,32,32,0,0,78,0,66,12,122,0,130,68,106,4,726,44,16,62,0,0,2,2,2,2,0,48,0,0,0,28,14,118,2,0,2,20,0,2,4,26,4,0,0,4,2,102,166,2,68,14,24,26,16,1206,2,0,0,2,0,80,2,2,6,60,90,12,2
JPN,0,82,4,2,42,4,0,552,880,474,2,6658,2346,410,4,2668,34,0,40,1146,388,22,6,42,276,6,8,30,2580,12,40,24,28,2,5930,4064,1030,19312,28,96,50,8,2,534,0,4,70,220,14,2,126,1844,10956,0,2,2212,10,114,88,1778,0,4782,258,134,1746,58,2,8464,2,4,18,12794,286,138,2,10,18,2,0,1384,78,8,36,12,6,4,580,2,1538,2298,4042,866,782,94,136,1360,6044,24,162,0,106,182,40,130,0,4,6548,82,76,112,16,28,0,6,282,2,324,92,266,0,340,76,24,26,0,1036,2,66,12,64,258,22,218,42,2,0,8,48,1860,46,22,4,240,4,2,4064,1694,228,0,1112,68,704,70,310,746,10,22,2570,6,1346,36,90,0,170,1068,3430,24,976,50,36,2136,4,0,4,8,4,0,0,486,0,0,6,782,732,3304,2,0,6,28,0,2,14,2630,10,0,2,4,10,118,1360,2,4108,92,64,646,100,28720,38,4,0,128,0,1870,10,10,8,14,1374,92,14
KAZ,0,4,0,0,10,0,0,38,24,30,0,124,62,38,0,84,6,0,6,30,48,6,0,14,92,0,0,2,54,2,4,6,4,0,80,66,32,508,8,8,2,0,0,28,2,4,10,4,0,0,24,94,260,0,0,52,2,10,6,52,0,112,34,16,56,2,0,198,0,0,0,318,48,10,0,0,2,0,0,76,0,4,2,0,0,2,22,0,50,12,184,40,110,12,10,54,220,2,110,106,0,14,80,4,0,2,106,14,0,28,4,10,0,0,6,0,48,14,36,0,14,0,14,2,0,62,0,12,0,14,4,10,22,14,0,0,4,2,56,2,0,0,16,2,0,82,50,14,0,14,12,112,6,12,16,0,0,298,0,58,4,8,0,18,54,1076,2,68,2,4,34,0,0,2,0,2,4,0,52,0,0,0,18,24,78,2,0,4,10,0,2,4,14,26,4,4,2,4,32,184,0,36,10,12,322,2,542,56,0,0,4,0,46,0,0,6,2,58,4,2
KEN,0,2,10,4,12,2,0,36,84,8,0,446,118,8,26,342,60,0,100,120,10,8,4,8,8,6,0,24,176,12,6,8,96,4,442,454,50,486,94,158,82,36,0,94,4,2,42,6,0,0,6,36,628,0,0,160,8,22,36,70,8,208,30,318,108,22,0,420,2,4,20,1860,18,242,0,10,60,6,0,54,4,2,34,2,6,16,26,16,26,90,328,58,54,28,16,32,260,16,32,182,14,0,16,36,0,10,74,16,20,28,28,6,0,0,30,10,16,12,12,0,32,2,8,32,4,140,0,8,90,16,18,2,16,126,2,0,8,188,68,26,10,26,244,12,2,476,134,56,0,98,24,100,34,98,70,0,16,64,0,106,14,10,0,18,44,64,132,64,40,82,84,0,0,8,26,6,2,14,34,16,0,4,24,18,276,26,0,16,6,0,10,18,122,4,0,4,4,14,38,40,2,70,434,484,22,22,2544,0,0,0,22,0,108,4,8,6,12,874,138,120
KGZ,0,2,0,0,6,0,0,26,28,14,0,36,30,8,0,40,8,0,6,26,14,8,0,14,8,0,0,2,34,6,2,0,6,0,40,72,20,76,2,10,6,0,0,28,0,4,8,2,0,0,10,28,110,0,0,34,2,16,8,30,2,42,20,22,42,6,0,44,0,4,0,132,24,14,0,0,0,0,0,34,0,2,0,0,0,0,30,0,24,16,42,18,36,12,10,20,50,2,16,40,80,16,0,0,0,2,28,14,0,6,6,6,0,0,8,0,26,4,16,0,12,0,12,0,0,30,0,16,0,18,4,8,2,14,0,0,2,2,34,2,0,0,28,0,0,60,34,16,0,22,2,38,16,20,20,0,0,44,0,48,12,4,0,6,34,116,0,24,2,2,24,0,0,2,0,0,2,0,36,0,0,0,18,16,36,0,0,2,10,0,0,0,6,20,0,0,2,0,8,132,0,14,4,20,28,4,78,14,0,0,10,0,42,0,4,6,4,38,0,0
KHM,0,2,4,0,4,0,0,0,6,0,0,184,12,0,2,60,8,0,18,32,2,4,0,0,2,0,0,2,28,2,10,12,8,4,50,92,8,116,12,14,10,6,0,12,2,0,0,0,0,0,0,6,52,0,0,20,4,4,4,10,2,24,2,26,12,0,0,208,0,0,6,258,2,18,0,2,10,4,0,6,0,0,8,0,0,4,4,6,2,96,90,12,6,4,2,6,30,4,4,130,4,36,0,0,0,4,58,4,96,0,2,2,0,0,18,2,2,4,2,0,6,0,2,18,4,12,0,2,8,4,46,0,8,14,4,0,0,14,74,4,8,4,26,4,0,70,14,26,0,32,6,22,2,12,74,2,4,8,0,8,2,2,0,4,2,8,18,10,6,28,130,0,0,0,0,4,2,2,6,6,0,2,2,6,38,0,0,0,0,0,8,6,208,2,0,0,0,4,2,12,0,34,28,24,2,0,334,0,0,0,0,0,134,2,0,2,2,38,12,12
KIR,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0
KNA,4,0,0,2,2,0,0,0,2,0,2,14,2,0,2,22,2,0,0,2,0,0,0,0,2,0,0,0,8,2,2,0,2,0,18,26,8,14,0,2,0,0,0,2,0,0,0,0,0,0,0,0,8,0,10,26,2,0,0,8,0,2,2,2,2,0,0,16,0,0,0,38,0,2,0,0,0,0,0,8,2,0,2,0,0,0,2,2,4,4,10,8,2,2,0,4,4,0,2,4,2,10,2,4,0,0,0,2,2,0,0,2,0,0,2,0,2,0,0,0,6,0,0,2,0,4,0,0,0,2,0,0,0,2,0,0,0,2,2,0,0,0,4,2,0,0,10,0,0,4,2,2,2,2,8,0,0,16,0,12,2,2,0,0,2,0,2,6,2,0,4,0,0,0,0,0,2,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,6,0,0,0,102,0,0,2,0,0,0,0,0,0,0,16,4,0
KOR,0,0,2,2,14,2,0,484,310,488,0,3786,1260,174,4,1614,26,0,24,514,424,10,0,34,302,0,6,18,1568,12,50,8,12,0,3038,2098,444,11454,12,40,38,4,2,504,0,2,48,182,0,0,302,1316,5126,2,0,1222,4,62,308,1120,0,2720,380,158,1238,22,0,3602,4,4,6,6328,342,80,0,0,12,4,0,942,0,4,30,6,2,2,658,2,1144,818,5530,656,1394,94,72,672,3320,16,104,6548,106,74,28,58,0,0,0,72,40,70,12,8,0,2,316,0,470,92,454,0,74,56,72,24,0,962,0,58,4,36,56,52,200,22,0,0,30,20,1316,22,6,2,160,4,2,1884,670,176,0,818,160,2538,34,268,360,0,10,1594,34,910,38,10,0,424,584,2198,14,1600,32,24,1712,0,0,12,0,2,0,0,468,0,0,2,456,312,1496,2,2,4,18,0,4,14,1196,4,2,0,4,18,108,1260,2,2398,50,58,794,58,22424,132,4,0,68,0,2066,2,4,8,24,688,18,10
KWT,0,0,0,0,4,0,0,172,44,12,0,280,46,12,0,88,12,0,2,14,16,52,0,14,4,0,2,4,72,6,4,0,4,0,224,58,20,258,2,14,4,2,0,42,0,2,8,4,0,0,18,56,172,0,0,68,2,32,14,390,0,124,20,24,58,8,0,132,2,2,0,456,28,22,0,0,6,0,0,46,0,4,0,0,0,0,26,0,32,28,134,28,320,76,10,28,156,6,92,82,14,16,14,4,0,2,72,0,0,72,4,16,0,2,14,0,10,6,8,0,48,2,2,0,0,32,0,12,2,16,2,2,2,8,0,0,2,6,184,2,2,0,48,2,2,84,40,24,0,34,72,120,18,22,28,0,0,56,0,48,6,8,0,108,46,60,0,364,18,10,36,0,0,2,0,2,0,0,36,0,0,0,20,24,74,2,0,2,8,0,2,2,34,2,0,0,4,2,80,206,2,52,4,10,14,8,562,2,0,0,4,0,162,2,6,4,26,44,4,2
LAO,0,2,4,0,2,0,0,0,0,0,0,134,6,0,0,18,2,0,8,14,0,0,0,0,0,0,0,0,10,0,10,2,4,4,28,52,4,58,10,2,10,4,0,2,0,0,4,0,0,0,0,0,28,0,0,12,4,0,0,4,2,8,0,16,4,2,0,98,0,0,2,176,0,8,0,2,4,4,0,0,0,0,4,0,0,2,2,4,2,36,24,2,2,2,0,4,22,2,0,76,0,20,0,96,0,2,40,0,0,0,2,0,0,0,8,2,0,8,0,0,2,0,0,2,0,4,0,0,6,2,48,0,6,8,2,0,0,20,24,4,0,4,18,2,0,50,4,8,0,18,0,2,2,0,38,0,8,0,0,6,0,0,0,2,0,6,4,0,4,6,36,0,0,0,2,2,0,0,0,4,0,0,0,0,22,0,0,0,0,0,2,2,198,0,0,0,0,2,0,0,0,2,22,10,2,0,178,0,0,0,4,0,118,2,0,0,4,24,6,6
LBN,0,8,0,0,8,0,0,214,54,8,0,214,88,10,0,246,10,0,6,14,46,20,0,18,22,0,2,2,154,2,4,4,2,0,402,202,40,180,6,14,4,2,0,64,2,2,18,2,0,0,62,100,348,0,0,76,6,68,18,280,0,280,24,26,70,2,0,1846,0,0,4,642,18,20,0,0,8,0,0,150,0,2,2,2,0,2,52,0,42,10,168,92,132,48,22,124,486,2,136,112,28,28,6,0,0,0,70,72,0,0,4,36,0,2,4,0,26,14,22,0,94,10,10,6,0,70,0,18,4,14,6,14,6,6,0,0,4,6,78,2,2,2,46,0,0,192,62,20,0,58,32,98,2,20,26,0,0,116,0,90,2,34,0,118,76,128,2,244,22,10,36,0,0,2,2,0,2,0,46,0,0,0,38,24,94,6,0,4,32,0,0,10,46,4,0,4,2,6,112,188,0,30,6,8,28,8,1276,2,0,2,4,0,22,0,0,2,6,94,8,6
LBR,0,2,2,2,0,0,0,6,8,0,0,22,8,0,2,22,14,0,18,16,0,4,2,0,0,0,0,4,14,0,2,4,2,6,16,22,8,10,16,18,8,6,0,10,4,0,8,0,0,0,0,4,34,0,0,10,0,4,2,14,0,20,8,16,10,0,0,26,0,0,6,96,6,40,0,8,8,2,0,6,0,0,0,4,4,0,4,6,0,12,22,2,12,6,2,4,18,2,10,16,4,28,6,2,0,0,12,4,2,4,0,4,0,0,4,0,2,0,0,0,4,0,0,4,0,10,0,2,8,2,2,0,6,10,0,0,0,4,12,2,2,4,40,0,0,22,12,20,0,18,0,10,6,12,12,0,0,14,0,14,4,0,0,2,12,10,6,14,2,16,6,0,0,0,20,0,0,0,12,0,0,4,6,0,14,6,0,4,0,0,0,6,6,0,0,4,0,6,2,4,0,6,14,18,4,0,142,0,0,0,2,0,14,0,0,0,0,28,4,4
