,AGO,ALB,AND,ANT,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VEN,VNM,VUT,WSM,YEM,YUG,ZAF,ZMB,ZWE
TGO,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
THA,0,0,0,0,0,2,0,114,26,0,0,12,0,0,12,0,0,0,0,0,0,0,0,20,0,0,0,2,0,42,30,4,52,4,4,0,0,0,0,4,4,0,4,58,0,0,24,0,0,2,4,0,12,0,2,10,2,42,0,2,204,0,0,0,2,0,0,2,0,0,0,0,0,0,0,6,0,2,26,24,0,0,0,0,12,18,2,2,238,0,14,0,0,0,12,2,2,2,0,0,0,0,6,0,0,0,0,2,0,0,2,0,20,0,0,0,0,4,0,0,0,0,8,34,0,0,0,0,0,56,4,2,6,0,2,0,2,42,0,0,2,0,2,0,0,0,0,6,0,0,0,2,20,0,0,0,0,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,2,2,2,10,2,4,0,0,396,0,0,0,32,0,0,0,0,8,0,2
TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
TKM,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTO,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
TUN,0,0,0,0,0,0,0,2,2,0,0,8,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,2,0,14,8,4,2,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,10,0,6,0,10,0,2,2,0,426,0,0,26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,20,2,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,6,2,2,2,0,0,52,2,0,2,0,0,0,0,0,2,0,0
TUR,0,0,0,0,4,10,4,24,32,52,0,50,0,0,4,14,2,0,0,2,0,0,2,12,0,0,0,0,0,60,76,4,14,0,0,0,0,0,0,2,2,8,10,236,0,0,36,0,0,0,6,0,54,2,0,42,0,148,0,0,410,2,0,0,0,0,0,22,0,0,2,0,0,0,0,4,0,20,0,6,12,4,2,0,42,106,0,12,100,2,2,0,0,0,6,0,0,2,0,0,0,0,0,0,4,0,0,2,0,4,0,0,10,0,4,0,0,0,2,0,0,0,0,12,0,0,0,0,0,78,12,2,0,4,12,0,0,0,0,0,36,0,10,0,0,0,14,70,0,14,0,0,0,0,0,0,0,0,0,0,0,6,42,0,0,2,0,0,2,0,2,0,0,6,0,2,0,0,50,0,726,6,0,2,0,0,0,0,2,16,0,0
TWN,0,0,0,0,0,0,4,76,4,0,0,16,0,0,0,56,0,0,0,2,0,0,2,14,0,0,0,0,0,174,112,4,376,0,0,0,0,0,0,2,2,54,2,214,0,0,6,0,0,2,0,0,74,0,0,54,0,122,0,0,210,0,0,0,0,0,0,4,0,0,0,0,0,4,0,2,0,56,4,130,2,8,0,2,24,122,2,0,296,0,0,0,0,0,124,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,68,4,0,12,0,0,0,2,4,0,0,8,0,2,0,0,0,62,114,0,2,0,0,96,0,0,0,0,0,0,0,2,2,20,0,0,0,0,0,10,0,0,0,0,2,2,0,0,0,30,0,2038,0,0,0,2,0,0,0,0,10,0,0
TZA,0,0,0,0,0,0,0,8,4,0,2,2,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,2,0,18,46,2,0,0,2,0,0,2,0,2,0,0,2,14,0,0,16,0,2,0,6,0,22,0,2,10,0,4,0,2,78,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,12,2,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,6,2,0,0,0,2,2,16,4,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,2,0,0,0,0,2,0,0,0,6,0,0,70,0,0,0,2,0,0,0,0,6,10,2
UGA,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,2,0,6,14,2,0,4,2,0,0,0,0,0,0,0,0,28,0,0,8,0,2,0,4,0,0,0,6,2,0,4,0,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,2,4,2,0,2,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,10,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,2,0,0,6,0,0,0,94,0,0,0,0,0,0,0,0,2,4,4
UKR,0,0,0,0,0,18,14,30,72,6,0,34,0,2,0,16,0,0,0,48,0,0,0,24,0,0,0,0,0,62,76,10,30,0,0,0,0,2,0,0,2,0,94,680,0,0,28,0,2,0,2,0,84,0,0,68,0,268,0,0,216,10,0,0,0,0,0,36,0,0,0,0,0,0,0,10,0,32,0,4,4,6,0,2,76,148,0,0,136,10,0,2,0,0,38,2,0,0,0,0,0,0,0,0,12,0,12,0,0,28,0,0,64,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,30,0,4,0,0,0,0,0,0,0,372,0,20,0,0,0,12,702,0,0,0,0,6,0,0,0,0,0,0,0,48,4,96,0,0,0,0,0,0,0,4,0,0,0,50,30,0,0,0,0,528,8,0,2,2,0,0,0,4,20,0,0
URY,0,0,0,0,0,84,0,6,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4,44,0,0,0,0,0,8,4,26,0,0,0,0,0,4,0,0,2,0,0,12,0,0,6,0,0,2,0,0,60,0,0,2,0,44,0,0,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,30,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,6,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0
USA,2,2,0,10,60,974,86,4970,1862,4,6,2540,10,12,114,258,4,6,12,112,10,16,40,2748,22,4,0,22,2,12974,4978,690,4190,30,30,36,10,342,0,132,62,90,824,15958,0,2,2338,38,14,68,448,6,3916,76,62,1912,4,9570,4,10,15406,44,62,2,18,2,0,1072,4,4,86,6,8,26,16,210,8,1204,142,1866,518,132,2,116,4112,8140,84,110,11468,30,256,20,2,2,3476,84,2,110,2,2,0,8,40,2,88,4,52,84,20,24,32,4,1706,0,18,10,2,8,28,4,4,6,56,104,8,18,6,108,24,5038,1268,40,1058,30,118,96,142,156,6,22,2074,0,676,18,2,8,338,4170,8,226,16,50,654,2,2,4,2,0,2,10,364,234,3910,0,10,20,0,2,396,4,0,0,24,52,726,2038,70,94,528,118,0,56,4,362,58,2,2,4,128,856,20,96
UZB,0,0,0,0,0,0,2,4,2,2,0,6,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,40,0,0,2,0,0,0,0,0,6,0,0,4,0,16,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,8,0,0,24,14,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,0,0,0,0,0,0,2,0,0,2,6,0,0,0,8,0,56,0,0,0,0,0,0,0,2,0,0,0
VAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
VEN,0,0,0,0,0,46,0,16,12,0,0,6,0,0,0,2,0,0,0,0,0,0,2,56,0,0,0,0,0,50,26,28,4,0,0,0,0,18,0,2,18,0,2,44,0,0,0,2,2,4,0,0,66,2,0,4,0,136,0,0,96,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,10,0,0,0,2,8,62,0,2,18,0,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,2,6,0,0,0,18,0,6,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,362,0,0,0,0,0,0,0,2,2,0,0
VNM,0,0,0,0,0,2,0,28,2,0,0,32,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,8,0,10,0,0,0,0,0,0,0,0,0,4,64,0,0,6,2,0,2,0,0,2,0,0,0,0,64,0,0,38,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,18,18,0,0,0,0,2,8,2,0,44,0,4,0,4,0,8,2,2,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,42,2,0,0,0,4,0,4,8,0,0,6,0,0,0,0,0,2,12,0,0,0,0,10,0,0,0,0,0,0,0,2,0,24,0,0,0,0,0,32,0,0,0,0,0,0,2,2,0,2,0,58,0,0,0,0,0,0,0,0,0,0,0
VUT,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
WSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
YEM,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,6,0,2,0,2,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
YUG,0,0,0,0,0,0,0,22,22,0,0,10,0,0,0,8,0,0,12,2,0,0,0,8,0,0,0,0,0,34,12,0,8,0,0,0,0,0,0,0,2,0,14,80,0,0,4,0,0,0,0,0,18,0,0,10,0,58,0,0,64,0,0,0,0,0,0,22,0,0,0,0,0,0,0,6,0,28,0,2,2,2,0,0,6,36,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,6,4,0,0,0,0,0,0,6,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,18,6,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,128,2,0,2,0,0,0,0,0,0,0,0
ZAF,2,0,0,0,4,14,6,234,64,0,2,100,0,0,4,8,0,0,0,2,0,0,0,22,0,0,0,8,0,110,86,8,36,4,0,8,0,4,0,2,0,0,12,454,0,0,32,0,0,0,0,2,64,0,8,16,0,200,0,2,542,4,0,0,4,0,0,20,2,0,0,0,0,2,0,6,0,24,2,50,4,0,0,0,58,106,0,0,74,0,32,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,10,0,10,0,0,0,0,0,0,10,0,2,2,8,16,0,0,12,0,128,20,0,66,6,6,2,2,0,0,0,66,0,6,0,0,2,8,32,2,38,0,4,4,0,0,0,0,0,0,0,8,0,66,4,0,0,0,0,8,0,0,0,0,2,16,10,6,2,20,0,856,0,0,2,0,0,0,0,0,0,6,38
ZMB,0,0,0,0,0,0,0,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,2,0,0,0,2,6,0,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,20,0,0,0,0,0,0,0,0,6,0,4
ZWE,0,0,0,0,0,4,0,14,4,0,0,6,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,2,0,10,4,2,10,0,4,2,0,2,0,2,0,0,0,14,0,0,4,0,0,0,2,0,0,2,6,6,0,22,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,2,2,0,0,2,0,34,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,0,2,0,0,4,2,28,12,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,0,0,96,0,0,0,0,0,0,0,0,38,4,0
