,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SRB,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,16,0,6
SYC,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,4,0,0
SYR,0,0,0,0,0,0,0,2,0,10,0,4,0,4,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,4,0,0,0,8,0,6,0,2,0,0,42,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,8,4,0,4,8,0,8,8,2,0,2,0,0,2,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,8,0,0,0,4,4,0,0,0,0,0,2,0,0,0,0,2,0,6,0,4,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,6,2,0,0,0,0,50,0,0,0,2,0,0,0,2,0,0
TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0
THA,0,0,0,0,0,2,24,0,0,392,62,0,0,52,0,0,18,2,0,0,2,0,0,0,0,50,0,0,0,4,0,138,74,10,218,0,2,0,0,0,4,0,0,2,10,6,0,182,0,0,42,0,0,4,12,0,44,2,4,34,4,180,0,4,524,0,4,0,2,0,0,16,0,0,2,2,0,0,2,0,8,88,84,6,6,0,2,38,66,0,0,714,2,38,2,10,0,118,2,22,0,0,0,0,0,12,0,0,2,0,0,0,0,2,30,0,0,2,0,10,0,0,0,0,0,0,2,106,0,4,0,6,0,112,8,14,56,0,24,0,10,46,0,4,14,0,26,0,0,0,4,24,0,2,0,0,74,4,0,0,0,0,2,6,68,0,0,4,0,0,0,0,0,0,0,8,76,4,8,2,0,1302,2,0,4,60,0,2,0,50,6,2
TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0
TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
TTO,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,22,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,4,0,6,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,6,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,10,0,0,0,0,0,0,0
TUN,0,0,0,0,0,8,4,0,0,14,16,0,0,46,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,56,26,4,16,0,2,0,0,0,4,0,0,0,0,2,6,46,0,0,10,0,14,0,6,0,56,0,0,8,0,920,0,2,42,0,0,0,0,0,0,14,0,0,0,0,0,0,6,0,2,0,2,4,2,0,0,8,58,0,4,10,0,0,0,0,0,2,4,0,12,2,4,0,0,0,0,2,0,0,30,0,4,0,2,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,18,14,0,2,2,2,0,0,2,0,0,6,0,24,0,0,0,0,8,0,12,2,14,0,0,0,0,4,0,2,0,14,0,0,4,0,0,0,0,0,0,0,12,0,0,0,2,0,86,0,0,2,2,0,0,0,8,0,0
TUR,0,0,2,0,0,14,14,4,0,80,90,96,0,104,0,2,0,40,2,0,4,2,0,0,0,72,0,0,0,2,0,218,154,6,72,0,0,0,0,0,4,0,0,2,6,8,42,610,0,0,64,0,6,2,30,0,120,14,0,64,0,308,0,0,678,14,0,0,0,0,0,122,0,0,0,0,0,0,22,0,54,6,20,20,24,2,6,142,392,0,16,264,4,2,8,0,0,36,14,0,16,0,0,0,0,2,0,8,2,2,12,0,8,0,16,0,12,0,10,0,0,0,0,0,0,4,0,8,0,0,0,2,0,178,34,0,12,8,26,0,4,4,0,0,72,0,46,0,0,2,64,110,0,38,0,0,18,0,0,0,26,2,20,12,80,0,0,6,0,0,8,0,4,0,12,0,34,0,2,56,4,2200,8,0,4,2,0,0,2,24,0,0
TWN,0,0,0,0,0,0,6,8,0,328,112,0,0,66,0,0,2,24,0,0,0,2,0,0,0,76,0,0,0,2,0,422,270,18,984,0,0,0,0,0,4,0,0,6,4,20,10,490,0,0,16,0,0,0,26,0,166,4,0,66,0,316,0,0,590,0,0,0,0,0,0,28,0,0,0,0,0,0,2,0,68,12,376,32,20,0,8,82,180,0,2,942,0,0,0,0,0,430,0,2,0,0,4,0,0,0,0,10,0,6,2,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,2,40,0,0,0,6,0,100,12,0,46,2,6,2,0,36,0,0,170,0,10,0,0,0,36,354,0,10,4,0,194,0,0,0,2,0,18,100,96,0,0,2,0,0,76,0,0,0,0,34,0,2,0,18,0,3744,2,0,2,12,0,0,0,20,0,0
TZA,2,2,0,0,0,0,0,0,0,16,34,0,2,30,4,4,4,0,0,0,0,0,0,0,0,14,0,0,0,4,0,42,110,0,14,4,0,0,0,0,0,0,0,0,0,0,0,46,0,0,98,2,0,0,2,0,14,0,6,6,0,20,0,2,278,0,12,0,12,2,0,0,0,0,0,0,0,0,0,0,2,4,6,2,4,0,0,2,16,0,0,28,0,56,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,4,0,46,36,2,10,0,2,0,4,0,0,2,2,0,4,0,0,0,0,6,0,2,2,6,2,0,0,0,0,0,0,0,68,2,2,0,0,0,4,0,0,0,0,0,2,0,28,0,0,272,0,0,0,0,0,0,0,40,16,8
UGA,0,0,0,0,0,0,2,0,0,8,8,0,2,26,0,2,2,0,0,0,0,0,0,0,2,10,0,0,0,6,0,32,24,2,10,0,4,2,0,0,4,0,0,0,0,0,2,24,0,0,26,0,0,0,4,0,6,2,6,6,0,16,0,0,154,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,2,2,10,2,0,0,4,2,18,0,0,8,0,54,0,2,0,2,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,10,4,2,0,0,6,0,22,18,0,2,2,2,0,8,4,0,0,2,0,2,0,0,0,0,4,8,0,0,0,0,0,0,0,2,0,2,2,48,0,0,0,0,0,8,0,0,0,0,2,0,28,0,0,2,254,0,0,0,2,0,0,2,32,0,10
UKR,0,0,0,0,0,0,8,6,0,56,100,6,0,102,0,0,0,48,0,0,2,58,0,0,0,44,2,0,0,0,0,104,96,12,40,0,0,0,0,0,6,0,0,2,2,0,88,892,0,0,54,0,0,0,2,0,170,4,0,54,0,388,0,0,328,14,0,0,0,0,0,58,0,0,0,0,0,0,16,0,76,0,32,6,6,0,2,116,220,0,0,178,6,0,0,0,0,58,0,0,0,0,2,0,0,0,0,22,0,8,0,0,36,0,76,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,98,40,0,6,0,0,0,2,0,0,0,524,0,38,0,0,0,20,684,0,0,0,0,10,0,0,0,10,0,34,36,146,0,0,0,0,0,2,0,0,0,2,56,18,0,0,0,0,776,0,0,2,0,0,0,0,8,0,0
URY,0,0,0,0,0,0,116,2,0,16,2,0,0,8,0,0,0,2,0,0,0,0,0,0,2,126,2,0,0,0,0,22,6,58,2,0,0,0,0,0,20,0,0,0,4,0,2,32,0,0,8,2,0,8,0,0,112,0,0,6,0,54,0,0,32,0,0,0,0,0,0,6,0,0,2,0,0,2,0,0,6,0,6,4,0,0,0,4,32,0,0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,8,2,0,0,0,0,2,18,0,0,0,4,0,0,4,0,0,0,10,0,0,0,2,0,0,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,186,0,0,16,0,0,0,0,10,0,4
USA,14,4,10,0,22,156,1792,126,10,8464,2714,22,8,4188,22,48,262,340,10,10,24,96,20,32,86,4612,32,10,2,72,2,21952,7110,1336,12736,38,138,22,16,0,526,4,0,274,84,142,1400,23560,0,8,3274,44,36,200,614,20,7168,122,86,2374,14,14232,6,36,25070,104,144,4,50,2,0,2124,18,12,112,4,8,66,382,44,1778,228,3640,1280,484,16,208,5334,12748,100,174,15212,78,526,22,40,4,7808,140,22,172,4,6,0,10,82,6,224,42,72,72,22,48,92,2890,6,28,126,6,24,0,40,18,2,0,24,98,190,16,22,16,240,38,8076,2220,86,1778,50,240,194,458,276,12,50,3418,0,1230,36,6,26,486,5468,6,248,10,68,1766,2,2,20,238,6,384,490,5490,16,10,50,16,6,1302,6,4,72,86,2200,3744,272,254,776,186,0,58,6,482,178,2,0,12,1662,106,98
UZB,0,0,0,0,0,0,4,2,0,2,8,2,0,12,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,86,0,0,0,0,0,0,4,0,8,0,0,2,0,50,0,0,18,8,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,12,0,2,0,0,12,28,0,0,26,10,0,8,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,6,0,12,0,0,0,0,108,0,0,0,0,0,0,0,0,10,0,4,0,2,0,0,0,0,0,2,4,0,0,0,8,2,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0
VAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
VEN,0,0,0,0,2,0,62,0,0,20,14,0,0,36,0,0,2,0,0,0,0,0,2,4,10,106,0,0,0,0,0,62,34,44,8,0,0,0,0,0,52,2,0,20,16,0,0,70,0,0,4,0,0,8,2,0,246,4,0,0,0,186,0,0,144,0,2,0,0,0,0,4,0,0,4,0,2,4,0,0,12,0,6,2,2,0,0,8,70,0,0,10,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,122,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,4,24,2,0,4,0,2,14,14,2,0,0,10,0,16,0,0,0,2,18,0,2,0,0,2,0,0,4,0,0,0,0,18,0,0,0,0,0,4,0,0,10,2,4,2,0,0,2,16,482,0,0,0,0,0,0,0,8,0,0
VNM,0,0,0,0,0,0,4,0,0,80,10,0,0,72,0,2,2,2,0,0,0,0,0,0,0,12,0,0,0,0,0,30,48,2,72,4,0,0,4,0,4,0,0,2,0,0,0,70,0,0,24,0,0,0,8,0,4,4,2,2,4,148,0,0,114,0,2,0,0,0,0,2,0,0,2,0,0,0,8,0,10,22,28,0,4,0,0,0,28,0,0,190,0,0,0,12,0,112,0,12,0,0,0,0,0,6,0,0,2,0,0,2,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,16,0,4,0,4,0,52,4,0,6,2,4,0,4,26,0,4,14,0,0,0,0,0,0,30,0,0,0,0,14,4,0,0,4,0,2,0,52,0,0,2,0,2,60,0,0,0,2,2,12,0,2,0,0,178,0,0,0,0,0,2,4,18,0,0
VUT,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
WSM,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
YEM,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,18,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,12,0,0,0,4,0,0,0,0,0,0
ZAF,0,4,2,0,0,14,84,40,0,440,106,0,0,246,10,12,8,12,4,0,0,4,0,0,0,112,4,0,2,44,0,364,190,26,158,2,22,8,2,0,6,0,0,2,4,0,82,550,0,0,100,0,4,4,8,0,170,8,40,50,0,420,2,6,1032,0,14,0,6,0,0,22,2,0,2,0,0,4,10,4,64,10,116,56,16,0,6,68,174,0,0,112,0,58,0,0,0,42,4,2,4,0,0,0,0,18,6,2,0,4,2,0,0,10,50,0,0,0,0,2,0,0,24,0,0,4,30,12,74,0,2,72,0,278,90,0,94,10,10,0,18,12,0,0,102,0,46,0,0,0,14,62,2,18,0,8,16,0,2,0,14,0,26,8,136,16,4,2,0,0,50,0,0,0,8,24,20,40,32,8,10,1662,0,0,8,18,0,0,0,0,18,60
ZMB,0,2,0,0,0,0,0,0,0,2,6,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,4,0,2,2,0,4,0,0,32,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,14,0,8,0,0,0,0,2,8,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,106,0,0,0,0,0,0,0,18,0,14
ZWE,0,0,0,0,0,0,2,0,0,16,4,0,0,4,4,6,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,20,16,0,0,4,10,0,0,0,0,0,0,0,0,0,4,6,0,0,24,0,0,0,0,2,4,0,4,0,0,20,0,0,64,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,12,0,2,0,0,4,0,34,10,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,18,6,0,0,0,0,2,0,0,0,0,0,0,8,10,0,4,98,0,0,0,0,0,0,0,60,14,0
