,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
SWE,0,0,0,4,0,16,44,2,0,476,162,0,0,270,0,4,4,14,0,0,34,2,0,0,2,64,0,0,2,4,304,230,28,234,0,4,0,0,12,0,6,0,0,0,46,88,680,0,0,390,0,2,2,6,0,228,50,18,468,4,348,0,1424,2,22,0,0,0,0,64,0,0,4,0,0,0,12,0,50,16,38,100,30,0,32,36,386,2,28,110,0,26,0,2,0,0,34,2,4,6,0,2,4,8,0,30,12,10,6,0,4,0,42,0,8,0,34,0,0,0,8,0,4,2,20,0,0,0,10,2,528,642,2,0,122,0,4,0,6,12,0,0,102,98,0,2,2,34,56,10,24,0,0,36,0,0,0,0,0,40,0,20,34,0,0,0,0,0,0,0,14,0,0,0,0,2,8,42,0,16,20,12,14,4,1358,0,0,0,8,12,0,0,4,0,198,2,0
SWZ,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,2,0
SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0
TCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
THA,0,0,0,0,0,12,0,0,2,172,16,0,0,10,0,0,4,2,4,0,2,0,0,0,0,8,0,0,2,0,44,22,6,128,0,0,0,0,12,0,0,0,0,0,4,6,18,0,0,6,0,0,0,0,0,24,2,2,8,2,24,0,130,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,36,20,4,0,0,0,2,16,0,10,60,0,16,0,10,0,0,22,2,18,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,38,0,0,0,8,0,44,30,16,0,20,2,10,0,4,28,0,0,0,6,0,0,0,4,6,0,8,2,0,46,0,0,0,0,0,2,0,2,4,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,52,2,2,0,0,212,2,0,0,0,38,0,0,0,0,34,0,0
TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLS,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
TTO,0,0,0,0,0,0,0,0,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,42,0,0,0,0,0,0,0,0,0,6,0,0
TUN,0,0,0,0,0,10,0,0,0,2,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,14,2,2,6,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,4,0,12,0,0,0,0,184,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,2,0,2,28,2,4,2,0,0,0,0,0,0,10,0,0,4,0,4,0,0,0,0,0,0,10,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,10,2,0,0,0,8,12,0,0,0,0,0,0,0,0,0,8,0,2,0,86,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,0,0,0,58,0,0,0,0,0,0,0,0,0,2,2,0
TUR,0,0,0,2,0,18,4,0,0,96,32,2,0,64,0,0,8,16,0,0,22,0,0,0,0,28,0,0,0,0,100,66,4,60,0,0,0,0,24,0,0,0,0,0,40,26,120,0,0,24,0,2,0,12,0,46,12,2,24,2,108,0,274,2,6,0,0,0,0,32,0,0,0,0,2,0,18,0,14,10,20,26,14,6,0,16,92,0,4,26,12,8,2,2,0,0,32,2,2,14,0,0,0,0,0,6,2,4,6,0,0,0,14,0,4,0,4,0,0,0,0,0,0,0,18,0,0,0,12,0,100,18,0,0,32,6,12,0,6,0,0,0,32,36,0,2,8,36,22,0,24,0,0,20,0,0,0,0,0,6,0,20,8,42,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,4,10,0,754,0,0,0,0,0,0,0,0,0,56,2,0
TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
TWN,0,0,0,0,0,8,2,0,0,132,12,0,0,18,0,0,2,2,0,0,0,0,0,0,0,18,0,4,0,0,118,10,10,690,0,0,0,0,2,0,0,0,0,0,8,8,44,0,0,2,0,0,2,2,0,50,4,2,30,2,32,0,222,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,32,18,10,4,0,0,4,26,0,0,136,0,2,0,0,0,0,52,0,0,0,0,0,2,4,0,2,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,70,10,2,0,30,0,0,0,2,0,0,0,8,6,0,0,2,12,6,0,4,0,0,62,0,0,0,0,0,2,0,4,0,16,0,0,0,0,0,0,52,0,0,0,0,0,2,14,0,0,0,4,2,0,734,2,0,0,0,38,0,0,0,0,12,0,0
TZA,0,0,0,0,0,0,0,0,0,12,4,0,0,6,4,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,8,10,0,8,4,2,2,0,2,0,0,0,0,0,0,0,16,0,0,16,0,0,0,4,0,0,0,8,4,0,18,0,68,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,2,2,2,2,6,0,28,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,2,0,0,8,0,0,8,2,0,0,0,16,0,32,18,2,0,2,0,4,0,2,2,0,0,2,0,0,0,0,0,0,2,6,0,4,0,0,4,0,0,2,0,0,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,16,2,0,110,0,0,0,0,0,0,0,0,0,32,4,8
UGA,0,0,0,0,0,0,2,0,0,16,8,0,4,26,0,2,2,4,0,0,0,0,0,0,0,14,4,0,0,4,26,12,0,12,2,0,2,0,6,0,0,0,0,0,0,2,22,0,0,14,0,0,0,2,0,8,4,8,0,0,8,0,72,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,6,0,4,0,0,4,10,0,0,2,0,30,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,4,0,0,2,4,0,0,0,16,0,26,10,0,0,2,0,4,0,2,0,0,2,4,6,0,0,0,4,8,8,4,0,2,2,0,0,0,0,0,2,0,4,0,12,0,0,0,0,0,0,2,0,0,0,2,2,0,4,0,4,16,0,2,0,140,0,0,0,0,0,0,0,0,0,46,4,6
UKR,0,0,0,0,0,0,6,2,0,16,12,0,0,14,0,0,4,6,0,0,0,10,0,0,0,6,0,0,0,0,12,8,4,12,0,0,0,0,6,0,0,0,0,0,2,18,32,0,0,4,0,2,0,0,0,18,10,0,10,0,6,0,40,2,2,0,0,0,0,6,0,0,0,0,0,0,2,0,12,2,4,2,2,0,0,4,22,0,2,8,0,4,0,0,0,0,6,0,0,10,0,0,0,0,0,12,0,2,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,18,8,0,0,4,0,2,0,4,0,0,0,62,2,0,0,0,10,48,0,2,0,0,0,0,0,0,0,0,4,0,16,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,2,2,0,2,72,0,0,0,0,2,0,0,2,0,0,0,0
URY,0,0,0,0,0,0,20,2,0,10,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,6,6,22,0,0,0,0,0,10,0,4,0,2,0,0,2,14,0,0,0,2,2,0,0,0,46,2,0,2,0,2,0,30,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,4,0,0,0,2,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,4,0,0,0,0,0,2,2,0,0,0,2,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,0,0,0,4,2,0,0,0,0,0,0,0
USA,4,12,0,6,4,260,270,22,4,3864,706,6,10,1156,8,18,116,76,12,6,12,8,18,4,12,928,26,2,4,22,6492,1754,476,5600,38,24,16,8,422,0,64,18,4,8,72,196,4202,0,2,712,24,8,98,154,2,1664,80,156,630,18,2212,0,9514,28,120,0,0,0,0,276,10,0,60,0,8,4,80,6,244,130,1074,494,236,24,68,1128,2166,34,88,1040,44,272,12,32,2,2,1810,36,4,104,10,2,10,90,2,52,68,16,26,2,0,4,696,0,14,8,4,14,2,12,28,2,10,46,356,4,4,4,154,8,2642,1050,82,2,758,32,126,20,252,156,0,6,394,514,2,18,110,190,524,30,230,10,34,944,4,16,16,0,4,74,4,48,84,1358,4,0,6,2,0,6,212,4,0,2,2,42,58,754,0,734,110,140,72,34,0,14,2,2,32,84,2,0,14,12,1052,48,44
UZB,0,0,0,0,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
VAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,0,0,0,0,0,12,0,0,6,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,6,0,8,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,20,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
VNM,0,0,0,0,0,2,0,4,0,154,2,0,0,4,0,4,4,4,2,0,0,0,0,0,0,4,0,2,0,0,14,10,4,26,0,2,0,0,2,0,0,0,0,0,0,14,30,0,0,4,0,2,0,4,0,4,4,4,12,0,38,0,36,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,18,12,4,4,0,0,2,18,0,0,40,0,0,0,4,0,0,12,0,18,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,2,0,30,10,8,0,20,0,4,2,2,16,0,0,4,4,0,0,2,4,8,0,0,0,0,26,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,38,0,0,2,2,84,0,0,0,0,0,0,0,0,0,20,0,0
VUT,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
WSM,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XKX,0,0,0,10,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,2,2
YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0
ZAF,0,0,0,2,0,20,36,2,0,360,42,0,2,162,0,0,18,10,0,0,26,0,0,0,0,44,2,4,2,28,302,106,20,148,12,30,4,2,26,0,0,6,0,0,18,16,250,0,0,58,0,4,4,4,0,130,10,50,114,4,180,0,906,0,70,0,0,0,0,34,0,0,2,0,0,0,2,0,6,18,58,44,12,2,18,20,106,2,0,70,2,92,2,2,0,0,20,0,0,12,2,0,0,8,4,2,4,2,2,0,0,0,12,0,2,0,28,2,0,0,12,0,14,14,18,16,0,0,82,0,334,60,8,0,110,0,10,2,12,14,0,0,30,56,0,0,0,24,24,12,10,2,6,16,0,2,4,0,0,4,0,10,8,198,4,0,0,0,0,0,34,0,0,0,0,6,2,56,0,12,32,46,0,0,1052,0,0,0,0,20,0,0,0,2,0,38,66
ZMB,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8,0,2,22,0,0,0,12,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,2,0,14,0,0,4,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,4,2,0,4,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,8,0,0,4,2,0,0,0,8,0,10,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,4,0,0,48,0,0,0,0,0,0,0,2,0,38,0,4
