,ABW,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GMB,GNB,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KOR,KWT,LAO,LBN,LBR,LBY,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
SRB,0,0,0,6,0,0,14,4,8,0,46,54,2,0,38,0,0,0,24,0,0,64,0,0,0,0,28,0,0,0,0,0,30,40,20,34,0,0,0,0,0,10,0,2,2,0,0,12,36,88,0,22,0,6,6,12,0,54,26,0,12,0,50,2,0,0,146,8,6,0,0,0,40,0,0,2,0,2,0,70,0,48,16,18,28,8,4,6,10,78,0,4,16,6,2,0,0,0,10,2,0,6,0,2,0,0,0,18,6,14,2,0,0,0,0,16,28,0,10,2,20,0,2,0,4,0,18,0,0,0,18,0,50,38,2,0,10,2,8,0,8,4,0,0,56,0,36,2,6,0,30,50,0,10,0,0,6,0,0,2,0,0,0,2,34,40,28,0,0,0,0,0,0,12,0,0,0,0,0,0,36,4,0,2,16,4,112,0,0,0,16,0,0,10,2,10,0,0
SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0
SUR,0,0,0,0,0,0,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,4,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,6,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0
SVK,0,0,0,2,0,0,2,4,6,0,34,60,0,0,34,0,0,0,18,0,0,10,4,0,0,0,16,0,0,0,0,0,28,24,16,28,0,0,0,0,0,6,0,6,6,0,0,8,260,80,0,16,0,10,4,12,0,26,20,0,12,0,42,0,0,0,80,12,4,0,0,0,26,0,0,2,0,0,0,28,0,68,12,14,30,0,0,6,0,48,0,6,10,6,2,0,0,0,12,0,0,2,0,0,0,0,0,40,6,12,0,0,0,0,0,16,12,0,4,0,2,0,0,0,4,0,10,0,0,0,14,0,48,38,0,0,14,0,10,0,10,2,0,0,84,0,34,0,4,0,60,34,0,4,0,0,6,0,0,2,0,34,0,2,0,18,24,0,0,0,0,0,0,4,0,0,0,0,0,0,22,6,0,6,12,8,82,0,0,0,8,0,0,4,0,4,0,0
SVN,0,0,0,2,0,0,2,2,0,0,88,74,0,0,44,0,0,0,20,0,0,20,0,0,0,0,12,0,0,0,0,0,30,50,10,28,0,0,0,0,0,4,0,6,6,0,0,8,34,72,0,32,0,6,0,2,0,58,28,0,28,0,48,2,0,0,124,6,2,0,0,0,36,0,0,0,0,0,0,88,0,42,6,10,44,2,0,4,22,90,0,6,52,2,0,0,0,0,12,0,0,2,0,0,0,0,0,20,2,6,0,0,0,0,0,6,16,0,8,0,12,0,0,0,0,0,8,0,0,0,8,0,56,40,0,0,10,0,8,0,6,0,0,0,46,0,30,2,0,0,48,20,0,0,0,0,2,0,0,0,0,40,0,0,18,0,36,0,0,0,0,0,0,4,0,0,0,0,0,2,24,2,0,6,4,8,108,0,0,0,6,0,0,4,0,4,0,0
SWE,0,0,0,2,0,0,42,12,4,0,558,190,4,0,246,2,2,14,18,2,0,12,2,0,0,0,80,0,0,2,0,0,354,254,46,312,4,0,4,0,0,44,0,8,50,0,0,36,76,764,0,496,0,10,6,14,0,304,64,2,618,0,316,0,0,0,1550,16,20,0,0,0,72,0,0,0,0,0,0,42,0,76,24,78,142,58,4,50,78,496,0,26,116,4,38,0,2,0,52,4,0,4,0,0,0,4,0,40,8,38,10,0,0,0,0,42,14,0,6,0,2,0,2,0,6,0,26,0,0,0,18,2,648,702,8,0,178,6,18,0,12,20,0,0,172,0,120,0,6,2,42,64,12,26,0,0,50,0,2,0,2,28,0,0,24,36,0,2,0,0,0,0,0,36,0,0,0,0,4,0,66,34,14,26,24,10,1498,0,0,2,40,0,0,0,0,220,2,0
SWZ,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,6,0,0,0,0,0,0,0,0,14,0,0
SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SYR,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,2,0,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
TCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
TCD,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,2,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0
THA,0,2,0,0,0,0,28,4,8,0,110,12,0,0,18,0,0,12,4,2,0,6,0,0,0,0,18,0,2,2,0,0,48,20,10,160,0,0,0,0,0,20,0,2,0,0,0,2,8,38,0,22,0,4,4,8,0,6,6,0,16,4,22,0,0,0,232,4,2,0,0,0,16,0,0,0,0,0,0,4,0,10,24,46,26,10,4,0,14,50,2,20,94,6,26,0,6,0,40,2,6,2,0,2,0,4,2,0,2,4,0,0,0,0,0,8,4,0,0,10,0,0,0,0,4,2,40,0,0,0,6,0,48,4,8,0,18,2,20,0,6,28,0,0,14,0,18,2,6,2,14,14,0,24,0,0,28,0,0,0,0,12,0,0,4,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,0,4,4,0,246,0,0,0,40,0,0,0,2,56,0,0
TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLS,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTO,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
TUN,0,0,0,0,0,0,6,2,0,0,6,2,2,0,2,0,0,2,0,4,0,2,0,0,0,0,4,0,0,0,0,0,28,8,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,2,0,2,0,14,0,0,2,0,146,0,0,0,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,8,0,4,0,0,2,26,0,2,0,0,0,0,0,0,10,2,0,6,0,0,0,0,0,2,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,2,16,10,0,0,0,0,0,6,0,4,0,2,16,0,16,0,112,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,42,0,0,0,14,0,0,0,0,4,0,0
TUR,0,0,0,4,0,0,58,20,12,0,156,66,10,0,100,0,2,10,38,2,0,20,4,0,0,2,40,0,0,0,0,0,144,86,40,198,0,0,0,0,0,12,0,8,8,0,0,38,34,276,0,48,2,12,6,36,0,124,26,0,26,2,186,0,0,0,738,16,10,0,0,0,56,0,0,2,0,2,0,30,0,34,18,84,62,26,10,12,32,182,6,20,48,20,2,8,0,0,26,16,0,16,0,4,0,0,0,34,14,10,2,2,0,0,0,24,14,0,16,0,6,0,0,0,4,0,72,0,0,0,44,0,196,110,2,0,42,12,62,0,12,4,0,0,86,0,58,2,12,10,50,80,0,48,2,0,14,0,0,2,0,36,2,2,22,24,66,0,0,2,0,0,0,12,0,0,0,0,0,2,0,38,2,10,16,12,974,2,0,0,30,0,0,14,0,76,0,0
TWN,0,0,0,0,0,0,30,6,0,0,200,12,0,0,24,0,0,2,12,0,0,0,2,0,0,0,20,0,0,0,0,0,136,36,16,1192,0,0,0,0,0,16,0,2,2,0,0,0,10,98,0,16,0,0,2,4,0,54,4,0,14,0,50,0,0,0,288,2,4,0,4,0,16,0,0,2,0,0,2,6,0,8,54,34,12,26,0,4,8,52,0,2,110,2,0,0,2,4,112,0,0,0,0,0,0,6,0,4,4,4,2,0,0,0,0,4,0,0,0,2,0,2,2,0,0,0,82,0,2,0,4,0,66,26,0,0,48,6,14,0,2,20,0,0,18,0,14,0,0,0,4,20,0,12,0,0,106,0,0,2,0,4,0,0,6,2,34,2,0,0,0,0,0,40,0,0,0,0,0,0,38,0,0,6,0,2,962,0,0,0,72,0,0,0,0,26,0,0
TZA,0,0,2,0,0,0,0,4,0,0,14,0,0,0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,20,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,30,0,18,0,0,0,0,0,4,0,8,20,0,10,0,0,0,70,0,6,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,2,6,0,0,10,2,18,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,2,0,0,0,0,0,0,2,6,2,0,0,0,10,0,20,26,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,22,0,0,98,0,0,0,4,0,0,2,0,42,2,6
UGA,0,0,0,0,0,0,0,2,0,0,22,10,0,0,24,2,2,4,4,0,0,0,0,0,0,0,10,0,0,0,2,0,28,10,8,22,2,0,0,2,0,4,0,6,6,0,0,0,2,32,0,2,0,6,0,0,0,6,6,12,14,0,10,0,0,0,102,6,18,0,0,0,10,0,0,0,0,0,0,8,2,6,6,8,0,4,0,0,4,18,2,6,6,0,34,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,22,10,0,0,0,18,0,36,12,0,0,8,0,6,0,8,0,0,0,10,0,8,0,0,0,6,6,8,0,2,0,6,0,0,0,0,2,0,0,6,6,26,2,0,0,0,0,0,4,0,0,0,0,0,0,10,6,22,0,2,8,222,0,0,0,8,0,0,0,0,64,2,20
UKR,0,0,0,2,0,0,6,2,8,0,10,22,2,0,12,0,0,0,10,0,0,10,2,0,0,0,8,0,0,0,0,0,12,18,8,24,0,0,0,0,0,4,0,2,2,0,0,4,18,38,0,12,0,6,4,6,0,38,20,0,10,0,24,0,0,0,44,16,2,0,0,0,10,0,0,0,0,0,0,6,0,10,6,8,10,0,0,0,10,26,0,2,8,10,0,0,0,0,4,0,0,0,0,0,0,0,0,14,2,16,0,0,2,0,0,12,8,0,2,0,0,0,0,0,4,0,2,0,0,0,10,0,20,10,0,0,8,0,6,0,6,4,0,0,100,0,18,0,4,0,12,66,0,4,0,0,4,0,0,0,0,16,0,2,12,4,24,0,0,0,0,0,0,4,0,0,0,0,0,0,16,0,0,2,0,2,74,2,0,0,2,0,0,2,0,12,0,0
URY,0,0,0,0,0,0,0,34,0,0,16,6,0,0,14,0,0,0,4,0,0,0,0,0,0,4,36,0,0,0,2,0,24,6,38,12,2,0,0,0,0,2,0,4,8,0,0,0,8,24,0,4,4,6,2,0,0,72,6,0,4,0,12,0,0,0,34,6,2,0,0,0,6,0,0,0,0,0,0,8,0,8,6,8,4,2,0,0,4,22,0,6,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,20,8,0,0,4,0,6,0,14,0,0,0,16,0,12,4,2,0,6,8,0,0,0,0,2,0,0,2,0,4,0,0,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,8,2,0,64,0,0,8,8,0,0,0,0,8,0,0
USA,0,6,0,16,0,2,366,300,18,2,4682,674,12,4,1276,8,18,184,82,14,6,26,4,10,2,14,962,20,0,0,48,0,7544,1752,642,8742,54,14,28,4,2,458,0,74,28,0,4,100,264,5020,4,1094,36,20,102,154,6,2114,108,96,824,24,2322,2,0,4,10746,40,208,0,2,4,286,38,2,60,0,16,6,118,26,286,140,1440,730,344,20,90,1548,2574,46,104,1202,86,294,4,46,0,2298,62,2,162,0,8,20,40,8,102,92,22,32,10,0,10,0,708,14,14,26,20,2,18,22,2,14,76,284,14,8,4,186,10,3242,1212,68,8,970,24,270,26,244,180,2,6,592,2,656,12,32,118,188,570,34,378,8,20,1188,0,12,10,2,112,4,4,82,108,1498,6,2,4,4,0,4,246,4,0,0,0,28,42,974,962,98,222,74,64,0,8,4,30,230,4,2,8,4,1286,62,80
UZB,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,6,2,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,0,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0
VAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
VEN,0,0,2,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,4,18,2,0,0,0,0,0,20,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,24,0,2,2,0,4,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,0,0,0,2,0,0,0,0,2,0,0
VNM,0,0,0,2,0,0,24,4,0,0,316,12,0,0,30,0,0,10,6,2,0,2,0,0,0,2,12,2,2,0,2,0,34,28,10,114,2,0,0,0,0,12,0,6,6,0,0,0,16,82,0,8,0,8,4,4,0,18,6,2,12,4,110,0,0,0,190,6,10,0,0,0,16,0,0,0,0,0,0,14,0,8,34,24,36,12,6,0,0,26,2,8,52,0,8,0,2,0,50,0,4,12,0,0,0,4,0,14,0,0,0,0,0,0,0,8,2,0,0,2,2,0,0,0,0,0,80,0,0,0,38,0,40,18,2,0,70,14,36,0,10,16,0,0,18,0,16,2,0,2,16,44,0,26,0,0,32,0,2,0,0,16,0,0,8,6,40,0,0,0,0,0,0,40,0,0,0,0,0,14,30,72,4,8,2,8,230,0,0,2,0,0,0,0,0,40,0,2
VUT,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
WSM,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
